t37645aep|CP4V2_MOUSE,0.108659528244469
t34547aep|UBP16_HUMAN,0.00366753994760937
t34557aep|KDSR_BOVIN,0.0407513539638709
t34555aep|TM107_DANRE,0.0706348938392013
t34548aep|KLC4_HUMAN,0.00379270647985793
t34552aep|NPYR_DROME,0.00758697085026707
t34559aep|XPA_XENLA,0.133414291334018
t35295aep|RM09_RAT,0.0545583572231889
t35293aep|ROC1_SPIOL,0.00379270647985793
t35300aep|DJC11_PONAB,0.0121365724437293
t35296aep|MORN2_BOVIN,0.0407395370770545
t37101aep|OTX2B_XENLA,1.34488365159088
t37098aep|MUG1_MOUSE,0.0303850796284353
t37097aep|THA11_DANRE,0.0303850796284353
t37095aep|AGRG4_HUMAN,0.269907356569981
t34990aep|LYST_MOUSE,0.0705988016685199
t34989aep|MOG1_BOVIN,0.0293350853609709
t34991aep|RBM25_MOUSE,0.172668952466708
t31900aep|FRIH_TREBE,4.27117176329642
t31912aep|HSP70_HYDVU,0.756778132819991
t31910aep|CAH1_RAT,0.00758697085026707
t38176aep|APC1_MOUSE,0.0234135178581861
t38183aep|APC_RAT,0.107197039275377
t38186aep|CRYAB_BOVIN,0.942129015377253
t32713aep|SDA1_RAT,0.213320157961673
t32725aep|TIM10_CAEBR,0.0083527602867807
t32719aep|T2FA_XENLA,0.048343333908027
t32717aep|STX12_MOUSE,0.00783937922369001
t32709aep|MCFD2_PONAB,0.0334597513560642
t35366aep|XRN1_HUMAN,0.0326842096091958
t35363aep|TMX2B_DANRE,0.0157778333303014
t35365aep|SGCD_HUMAN,0.41948917935027
t35373aep|RS14_MARMM,0.0184971350448274
t35372aep|ELYS_XENLA,0.0227943892009097
t34194aep|THNS2_MOUSE,4.73606923310719e-05
t34195aep|SAM9L_HUMAN,0.0251823150736646
t34181aep|HARB1_DANRE,0.00379270647985793
t34192aep|FORF_DICDI,0.403721447269778
t36376aep|RTBS_DROME,0.00379270647985793
t32768aep|KLC4_MOUSE,0.0151801594492858
t32769aep|KLC4_HUMAN,0.022779538213399
t32762aep|RAD50_MOUSE,0.0958187022496688
t32757aep|INO80_MOUSE,0.0154122281351439
t32773aep|TRI50_MOUSE,0.0929467873258309
t32766aep|SC5AC_MOUSE,0.0828565073083098
t32775aep|CELR2_HUMAN,0.442653601327001
t32779aep|SNR48_HUMAN,0.0101756439613266
t33154aep|OXR1_MOUSE,0.0344185631221904
t33152aep|ANKY1_HUMAN,0.00379270647985793
t33151aep|LAT3_MOUSE,0.00379270647985793
t33149aep|TOLL6_DROME,0.0195725624394594
t32160aep|MYD88_HUMAN,0.0270626601447471
t32167aep|HAUS4_HUMAN,0.0441278245222225
t36935aep|KCNC1_HUMAN,0.0113827896567848
t36927aep|PLXA3_RAT,0.0184348071163949
t36922aep|KLC4_HUMAN,0.0113827896567848
t36932aep|IQCD_BOVIN,0.00379270647985793
t36930aep|RTJK_DROME,0.00758697085026707
t36923aep|ZGRF1_MOUSE,0.0049772538406629
t35835aep|IFT22_XENTR,0.103317771386319
t35829aep|PLPL9_HUMAN,0.00725626557362913
t35007aep|NPFF2_HUMAN,0.0646855446042564
t35009aep|SPB10_BOVIN,0.0483209453565755
t35017aep|HSF_XENLA,0.158998856583909
t35008aep|OPN4_PHOSU,0.121181121708288
t35014aep|HERC1_HUMAN,0.00519346922003055
t35011aep|HEMK1_HUMAN,0.0109471219793142
t35005aep|CHRD_XENLA,0.136224769596292
t34999aep|SRBP1_PIG,1.05945494180237
t35003aep|CTNS_HUMAN,0.256620128423055
t35006aep|CER1_HUMAN,0.00379270647985793
t32106aep|TLN2_HUMAN,0.552641191768624
t32100aep|PRRT1_MOUSE,0.938516711982431
t32102aep|KRI1_MOUSE,0.0294658215620165
t32104aep|ASIC1_MOUSE,0.0189790767819741
t32112aep|HACE1_HUMAN,0.0162630800319405
t32111aep|TAF9B_RAT,0.0249286154812576
t32099aep|DDX46_MOUSE,0.0783326221895951
t32107aep|PPIL4_HUMAN,0.0176809813007831
t32321aep|DYH7_HUMAN,0.0622280888497147
t32315aep|IN80B_HUMAN,0.0903257537833067
t36035aep|TCEA2_HUMAN,0.179917575911067
t36962aep|RTBS_DROME,0.00379270647985793
t35694aep|NLTP_MOUSE,0.0308082268669519
t35695aep|HMCN1_HUMAN,0.00379270647985793
t32148aep|DPOA2_HUMAN,0.00379270647985793
t32140aep|RAD2B_ARATH,0.0939407642244326
t32151aep|HE_PARLI,0.00952436214632582
t32143aep|RN212_MOUSE,0.0151801594492858
t37191aep|DUR1_LACKL,0.0151801594492858
t37177aep|MDC1_RAT,0.00334405499984265
t37182aep|HMCN1_HUMAN,0.0151801594492858
t37192aep|FBXW2_MOUSE,0.00149906233478215
t37178aep|MSH3_MOUSE,0.00758697085026707
t38447aep|SAX_LITCT,0.0178622972932255
t38442aep|SMC1A_HUMAN,0.0264116587943573
t38440aep|AGGF1_MOUSE,0.121234112117006
t38435aep|DHX9_XENLA,0.166050568192272
t36572aep|NLR1A_MOUSE,0.0797490407442878
t36568aep|POL_SIVEK,0.00758697085026707
t33385aep|CDD_DICDI,0.111912143165661
t36571aep|FL2D_DANRE,0.0508755282763763
t36569aep|BCD1_PONAB,0.0466807376680735
t36738aep|ZSCA2_MOUSE,0.0212302315136933
t36735aep|S30BP_HUMAN,0.106916172268005
t38619aep|AL8A1_DANRE,0.135525975668998
t38621aep|MOCS3_AEDAE,0.0180170051879842
t34467aep|GAPR1_MOUSE,0.11967515917737
t34476aep|Y1199_DICDI,0.164816373781402
t34475aep|LRIG2_HUMAN,0.0161087137178064
t34481aep|PYM1_BOVIN,0.0688890733735963
t34477aep|HGH1_DROME,0.0119064837416319
t34674aep|KI16B_MOUSE,0.0886988325242433
t34671aep|GT2D2_MOUSE,0.000669178266768603
t34685aep|CPMD8_HUMAN,0.00379270647985793
t34686aep|CPMD8_HUMAN,0.0113827896567848
t34669aep|CK070_BOVIN,0.02341462371947
t34682aep|IPMK_HUMAN,0.131392601191244
t34670aep|VKORL_HUMAN,0.0531889903708073
t37727aep|KLC4_HUMAN,0.00379270647985793
t33393aep|TEAN2_MOUSE,0.0561274622215383
t37722aep|MEGF8_RAT,0.0066572782425223
t37718aep|CFA45_HUMAN,0.253234577285449
t37731aep|S17A9_MOUSE,0.00379270647985793
t37729aep|KPCD3_MOUSE,1.67227227583128
t32519aep|PTR36_ARATH,0.232841049772293
t32498aep|KLC4_BOVIN,0.022779538213399
t32515aep|ZFY26_BOVIN,0.0457215705492032
t32513aep|MRC2_HUMAN,0.00379270647985793
t32512aep|ACSF4_HUMAN,0.0037908380055113
t32501aep|GPMI_ONCVO,0.283414374223275
t36975aep|DYH5_HUMAN,0.0260628707532904
t36989aep|GPX5_PIG,2.91358091039391
t36974aep|CNFNA_XENLA,0.410438654553967
t36994aep|KINH_SYNRA,0.0113827896567848
t37004aep|MICA2_RAT,0.102077625516047
t37005aep|CPMD8_HUMAN,0.0418048867062866
t36996aep|MPIP1_HUMAN,0.00330480197541069
t36997aep|CYSP2_LEIPI,0.00379270647985793
t35158aep|LITH_RAT,0.0108656189932037
t35160aep|ZN862_HUMAN,0.00979740137917167
t35150aep|FEM1C_MOUSE,0.0146204289506427
t35146aep|ABR_BOVIN,0.0957104631634556
t35151aep|ACTP1_ANTAS,0.00758697085026707
t35144aep|NLTP_MOUSE,0.147594866922936
t35149aep|5HT1F_HUMAN,0.0151801594492858
t35154aep|DJC17_BOVIN,0.0413584082078353
t37975aep|ZNHI1_HUMAN,0.11295060815074
t37986aep|TIDC1_HUMAN,0.117451182475818
t37987aep|MET17_MOUSE,0.113183540019176
t37978aep|HDGF_RAT,0.268887659232013
t37988aep|GLNA_PANAR,0.00379270647985793
t33498aep|DDX51_DANRE,0.214545465446376
t33506aep|GP126_MOUSE,0.00379270647985793
t33519aep|CCD25_DANRE,0.349480954895439
t38565aep|PDXK_HUMAN,2.63013900089251e-05
t38573aep|CL004_RAT,0.0092802529591172
t38572aep|TADA1_RAT,0.0138641905567885
t38574aep|DDX31_MOUSE,0.0121014422000239
t38564aep|DEN2C_HUMAN,0.0112009205353435
t31271aep|GAB1_MESAU,0.149110761183248
t31277aep|NHEJ1_DANRE,0.0283246405922324
t31269aep|DALD3_RAT,0.0130450883383788
t33778aep|LARP1_MOUSE,0.0599405857101424
t31934aep|MENG_LEPIN,0.0744021336239026
t31929aep|CERS6_HUMAN,0.33517510674934
t31935aep|AP4S1_HUMAN,0.0104047852201475
t31947aep|HLH11_CAEEL,0.251185945754002
t31936aep|PRRT1_MOUSE,0.182151457253303
t31938aep|UCP4_HUMAN,0.0809593867945254
t31941aep|ZNT10_MOUSE,0.0361969434644583
t31957aep|DOCK1_HUMAN,0.0110070824254833
t31952aep|HMCN1_HUMAN,0.00379270647985793
t31930aep|GXN_ACRMI,0.74338927949455
t32739aep|CHM1B_CHICK,0.154848750719059
t32745aep|PRRT1_MOUSE,1.84249703370784
t32744aep|LMX1A_HUMAN,0.116095649961221
t32736aep|GRM7_MOUSE,0.00379270647985793
t32747aep|ZIC2B_XENLA,0.714921523743329
t32740aep|KLC4_HUMAN,0.0432564249819689
t33610aep|VP33A_RAT,0.255512097589122
t33592aep|ZNT1_HUMAN,0.0807328169812402
t33590aep|STS_HUMAN,0.00506392526682583
t33595aep|FLT3_HUMAN,0.00379270647985793
t33615aep|S43A3_BOVIN,0.00758697085026707
t33603aep|XPP1_MOUSE,0.00345754013407839
t32382aep|TCHP_DANRE,0.0243757289859406
t32369aep|GAPR1_HUMAN,0.00594041183249225
t32381aep|Y2R2_DROME,0.0113827896567848
t38596aep|FUT3_BOVIN,0.00379270647985793
t38582aep|TTC24_HUMAN,0.047946267563851
t38423aep|WARA_DICDI,0.00758697085026707
t38428aep|SIX6_HUMAN,0.00379270647985793
t38420aep|PLRKT_HUMAN,0.0259008632484777
t38418aep|TMM19_XENTR,0.0692825651869151
t38503aep|PCBP1_RABIT,0.00379270647985793
t38506aep|ANK2_HUMAN,0.0113827896567848
t38507aep|CHUR_BOVIN,0.0103415422964708
t38509aep|DCDC2_MOUSE,0.161074675610718
t38497aep|DDC_HUMAN,0.230330187046963
t31740aep|PPIL2_MOUSE,0.0158659470913667
t31735aep|NOTU2_XENLA,0.00334821297678196
t31732aep|F10C1_MOUSE,0.0166611173041978
t31729aep|FREM2_MOUSE,0.00999186206592988
t31725aep|TPC13_XENTR,0.0244662154272353
t31741aep|FBP1_STRPU,0.00379270647985793
t31730aep|S2611_HUMAN,0.149176105989366
t33101aep|SAFB1_MOUSE,0.0889096285460128
t33099aep|ASM_BOVIN,0.315700972787835
t37444aep|TRI37_HUMAN,0.0476697774898964
t37461aep|EYS_HUMAN,0.00758697085026707
t37460aep|TBCEL_RAT,0.00215404774170134
t36604aep|LANC3_MOUSE,0.0748796076185141
t36593aep|THAP4_BOVIN,0.00379270647985793
t36591aep|ZMYM1_HUMAN,0.0119146347566376
t36606aep|TBD_CANLF,0.0142236304857456
t36612aep|ERIC3_HUMAN,0.0448681690617051
t34689aep|RAB14_PONAB,0.500002980532265
t34698aep|TSSK3_HUMAN,0.0153267704509768
t34701aep|TM223_HUMAN,0.0390238731350319
t32286aep|RIMS2_RAT,0.000315728093346113
t32283aep|PPBT_CHICK,0.667647702896774
t32295aep|CHD1_MOUSE,0.00346154776972531
t32293aep|PKHM2_HUMAN,0.00772027500547948
t32278aep|TRM2A_HUMAN,0.0133251444055277
t32280aep|5HTR_LYMST,0.0174021959960922
t32272aep|FAT4_MOUSE,0.00379270647985793
t32909aep|F228B_MOUSE,0.0358849695511152
t32902aep|AFAD_HUMAN,0.0538189958035558
t32901aep|APBP2_RAT,0.0159974268149128
t32917aep|CC020_MOUSE,0.00881919890638951
t32927aep|RTJK_DROME,0.00379270647985793
t32931aep|OCTL_DROME,0.0118602565636273
t32343aep|GRT1A_DANRE,0.152109915318168
t32349aep|CRJ1A_TRICY,0.324051992608765
t32353aep|THOC2_DASNO,0.0174423028485718
t32339aep|QRFPR_HUMAN,0.109668322219003
t32346aep|TTLL4_HUMAN,0.0355962216125886
t32897aep|CASP2_CHICK,0.0236046335656659
t32866aep|PDD2L_CHICK,0.0169870287067117
t32893aep|TNG2_BOVIN,0.0187082556951359
t32898aep|CAC1B_RAT,0.0157496553005676
t32873aep|TPMT_PSEAB,0.187970498101678
t32895aep|RMR2_ORYSJ,0.0666893632219261
t32872aep|AMPN_RABIT,0.533914272341571
t32869aep|ZMYM1_HUMAN,0.00379270647985793
t32870aep|ZMYM1_HUMAN,0.00379270647985793
t32879aep|DRC7_BOVIN,0.00379270647985793
t32887aep|TOPB1_HUMAN,0.0119461159785947
t37687aep|DBP8_BOTFB,0.0193130552109385
t37681aep|NFX1_BOVIN,0.177808615451287
t37698aep|S18B1_MOUSE,0.0565027506892991
t37690aep|RNF4_HUMAN,0.118629357588556
t37699aep|AGTRB_MOUSE,0.00379270647985793
t37695aep|ANPRA_MOUSE,0.0251612866516737
t33231aep|CLPX_MOUSE,0.040800097227994
t33221aep|MP62_LYTPI,0.16033227699268
t33209aep|RBM48_MOUSE,0.106936446976503
t33224aep|CD047_MOUSE,0.0477178507607058
t33225aep|CE350_HUMAN,0.00664867116366403
t33223aep|ZMYM1_HUMAN,0.00379270647985793
t33205aep|KCNQ1_SQUAC,0.0525786108684767
t33230aep|GKAP1_DANRE,0.106139993779058
t33214aep|EXOS1_HUMAN,0.378494235198014
t33843aep|Y2R2_DROME,0.00379270647985793
t33844aep|RTJK_DROME,0.00379270647985793
t33855aep|RASF2_MOUSE,0.115427757972736
t33849aep|CATL_SARPE,3.5752453174985
t33865aep|F172A_CHICK,0.00150705612472993
t33864aep|CNTP5_CANLF,0.0844722060962628
t33853aep|RN220_HUMAN,0.295811119512085
t33859aep|KCNH2_CHICK,0.00758697085026707
t33845aep|SEPT2_CHICK,0.1920435118877
t33868aep|CCS_PIG,0.0287840862537003
t33861aep|GCC1_HUMAN,0.0703847323752865
t35773aep|FRIS_LYMST,0.853056580313323
t35776aep|KLC4_MOUSE,0.0935912797151636
t35772aep|MED23_DANRE,0.0167370754901724
t35780aep|DDX23_HUMAN,0.00173282254769283
t35771aep|RASEF_MOUSE,0.575706896636218
t35781aep|NISCH_HUMAN,0.00925206135208825
t37400aep|AMPP1_PENRW,0.10699507998603
t37409aep|ATS9_HUMAN,0.00758697085026707
t37422aep|ADA12_MOUSE,0.0885607604578461
t37423aep|CCD83_MACFA,0.00595058701581477
t37416aep|DEN1A_XENLA,0.18350776887456
t37417aep|GRM8_RAT,0.0189790767819741
t37426aep|MALT1_HUMAN,0.0143541163594868
t37401aep|FNIP1_CHICK,0.14823136756435
t37405aep|OTOF_DANRE,0.000142872980467312
t37427aep|Y2R2_DROME,0.0288062817945324
t37421aep|RIMB1_RAT,0.00626199128389673
t37420aep|TTLL6_DANRE,0.0154904267187088
t37410aep|UQCC1_XENLA,0.0477884870558009
t32186aep|COPIA_DROME,0.00379270647985793
t32202aep|B4GN4_HUMAN,0.0135366989576815
t32210aep|VIAAT_XENTR,0.153923157783316
t32188aep|ZBED4_HUMAN,0.00758697085026707
t32204aep|GON4L_HUMAN,0.0107270245848229
t32184aep|TCB2_CAEBR,0.00379270647985793
t32206aep|EGL15_CAEEL,0.0397291984275635
t32191aep|TC1A_CAEEL,0.0113827896567848
t32200aep|S35F6_HUMAN,0.404646425044284
t32187aep|GANAB_MOUSE,0.00727224787553958
t32203aep|GAPD1_BOVIN,0.0140847742627264
t32192aep|MALT1_HUMAN,0.039241971999902
t38723aep|HDHD1_HUMAN,0.145543617937474
t38735aep|KAPR2_DROME,0.0123248496468315
t38730aep|FBN1_PIG,0.00758697085026707
t38721aep|TC3A_CAEEL,0.0151801594492858
t38728aep|EPB1B_XENLA,0.0247344921105755
t38731aep|SAC2_DANRE,0.032620842399935
t38147aep|TCB2_CAEBR,0.00379270647985793
