t37645aep|CP4V2_MOUSE,0.134526603727344
t31628aep|TSP1_BOVIN,0.00303002937000407
t31618aep|DTBP1_CHICK,0.0542444987994736
t36970aep|EXOS6_DANRE,0.0513881452996162
t34453aep|RIFK_DROME,0.00507416153714445
t34451aep|RSGI5_CLOTH,0.00303002937000407
t34450aep|KCNH5_MOUSE,0.00303002937000407
t36334aep|DOCK3_HUMAN,0.0755449554862602
t36340aep|AT1A_HYDVU,0.00910070893369655
t36336aep|CEP76_PONAB,0.00900391653646967
t36329aep|FGOP2_CHICK,0.0172949090736575
t36337aep|CRYAB_BOVIN,0.00222987330999321
t35904aep|DDAC_ENTAG,0.239324914192377
t35903aep|S35E3_DANRE,0.0496386363947666
t32664aep|AQP9_HUMAN,0.672106876317711
t31832aep|P52K_HUMAN,0.00303002937000407
t31838aep|STXB1_RAT,0.161439392227344
t38107aep|PKHL1_MOUSE,0.00303002937000407
t38110aep|P2R3C_HUMAN,0.0230086405521454
t38118aep|AGRIN_MOUSE,0.235451259738693
t38117aep|SAXO1_RAT,0.0045855812746594
t33743aep|EXOC7_RAT,0.303422026385162
t33739aep|RPP14_MOUSE,0.0254544947522564
t33741aep|IFT20_DANRE,0.011747151233549
t33735aep|DHB11_RAT,0.264082432982395
t32686aep|MRP1_CHICK,0.671271067209498
t32685aep|RN146_XENTR,0.0864547774498198
t32696aep|OTOF_DANRE,0.00910070893369655
t32693aep|S27A4_HUMAN,0.0370494763027722
t32687aep|RAB23_HUMAN,0.132385673455715
t32691aep|PP14C_RAT,0.072793357597206
t35871aep|NOD1_MOUSE,0.0507084927838434
t35860aep|KIF3A_MACFA,0.0763556836886605
t35866aep|MEL2A_DANRE,0.0479896847180213
t35872aep|NAPEP_BOVIN,0.530219808589978
t35870aep|STK10_CHICK,0.177169541306
t35862aep|MEGF6_HUMAN,0.126140827580114
t35855aep|MIPEP_PONAB,0.0145997676730326
t35356aep|CASP8_RAT,0.0238785400960717
t35353aep|B4GA1_DANRE,0.0157510484027305
t33691aep|ABCB2_DICDI,0.0304592552495726
t37374aep|VWDE_HUMAN,0.00303002937000407
t37380aep|CBL_MOUSE,0.026420938074271
t32310aep|LSM1_HUMAN,0.149293469065458
t32305aep|PPCT_MOUSE,0.0116047810932413
t33480aep|MSRB_METBF,0.049560124577602
t33080aep|KIF17_HUMAN,0.0527429621418354
t33084aep|TXIP1_MOUSE,0.00303002937000407
t33085aep|TXIP1_HUMAN,0.00303002937000407
