t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0.0146354243278675
t31628aep|TSP1_BOVIN,0.0146354243278675
t31619aep|ABCA2_HUMAN,0.0292652891765562
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.0238913387165711
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,-0.0720025080078919
t34456aep|TAF3_CHICK,-0.164232499237843
t34453aep|RIFK_DROME,0.0201419123470187
t34451aep|RSGI5_CLOTH,0.0231940177783707
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,-0.030800328498039
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.0561161274571812
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.0104197005432525
t36337aep|CRYAB_BOVIN,0.119281578779851
t35904aep|DDAC_ENTAG,0.0146354243278675
t35900aep|RHCG_XENTR,0.282533649668354
t35903aep|S35E3_DANRE,0.0775598237803684
t35908aep|CAF1A_CHICK,-0.0521220043091125
t32664aep|AQP9_HUMAN,0.232245326239953
t32662aep|SERB_BOVIN,0.00373166489398779
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,-0.00591739134153808
t31838aep|STXB1_RAT,-0.0468721423351647
t38104aep|B3GN4_HUMAN,0.355753374718735
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.0144897675684221
t38118aep|AGRIN_MOUSE,0.0843561573297925
t38103aep|PTSS1_DANRE,-0.0246697025139129
t38117aep|SAXO1_RAT,-0.0196899553317146
t33743aep|EXOC7_RAT,0.0482205830506294
t33739aep|RPP14_MOUSE,-0.00644857017913566
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.0426288809208255
t33735aep|DHB11_RAT,0.152162964189544
t32686aep|MRP1_CHICK,0.0474437585027055
t32685aep|RN146_XENTR,-0.0434722253720082
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,0.0293045737968153
t32693aep|S27A4_HUMAN,-0.0363088712921704
t32687aep|RAB23_HUMAN,0.046195382602065
t32691aep|PP14C_RAT,0.0119323531908253
t32688aep|CPT2_MOUSE,0.125467654910922
t35871aep|NOD1_MOUSE,0.0438896527179815
t35860aep|KIF3A_MACFA,-0.0748720867376907
t35866aep|MEL2A_DANRE,0.00234187649754741
t35863aep|SSPO_CHICK,0.00386021235396917
t35872aep|NAPEP_BOVIN,0.238544875414745
t35870aep|STK10_CHICK,0.0974211819925158
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,-0.00785084141765626
t35862aep|MEGF6_HUMAN,0.0195599801232009
t35855aep|MIPEP_PONAB,0.0241732871360261
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,0.00480865204841813
t35353aep|B4GA1_DANRE,-0.0100632758557692
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,-0.0148265640639429
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,0.102516961008087
t37368aep|PEX10_MOUSE,-0.0179907231003817
t37380aep|CBL_MOUSE,0.140648104415726
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,0.0118841823706099
t32310aep|LSM1_HUMAN,-0.0246677479293072
t32305aep|PPCT_MOUSE,0.040184577760265
t32304aep|SWT15_VITVI,-0.0210108349192592
t33480aep|MSRB_METBF,0.0700977742815846
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
