t37645aep|CP4V2_MOUSE,0.0900448221981158
t31628aep|TSP1_BOVIN,0.0303937842938733
t36970aep|EXOS6_DANRE,0.0700758609543383
t35904aep|DDAC_ENTAG,0.0604045364229249
t35900aep|RHCG_XENTR,0.0125448308449318
t35903aep|S35E3_DANRE,0.0119299839823847
t32664aep|AQP9_HUMAN,0.700654838647839
t38110aep|P2R3C_HUMAN,0.0372834258348505
t38118aep|AGRIN_MOUSE,0.115952460869026
t33739aep|RPP14_MOUSE,0.0789650706774944
t33741aep|IFT20_DANRE,0.042544549753808
t32686aep|MRP1_CHICK,0.0947839077610124
t32691aep|PP14C_RAT,0.0284472368957686
t35866aep|MEL2A_DANRE,0.0338215100230193
t35872aep|NAPEP_BOVIN,0.260893138430044
t35862aep|MEGF6_HUMAN,0.0206884752405183
t35356aep|CASP8_RAT,0.0217313689227364
t35353aep|B4GA1_DANRE,0.0210759713905996
t33691aep|ABCB2_DICDI,0.0303937842938733
t37371aep|IDI1_BOVIN,0.0603126437896095
t32309aep|TM203_HUMAN,0.0848189218482601
t33480aep|MSRB_METBF,0.108126985103229
t38021aep|YD286_MOUSE,0.0191220400914206
t32819aep|T106C_HUMAN,0.160027854962714
t35726aep|SO4C1_RAT,0.120631977019343
t35994aep|MLRP2_ACRMI,0.367585295719342
t35988aep|CIA30_DROME,0.00048318520688311
t31647aep|PPT1_HUMAN,0.429003775621871
t38647aep|RAP1_CAEEL,0.0303937842938733
t34431aep|RSPH1_HUMAN,0.513973820599275
t34429aep|PP4C_XENTR,0.0616805406573122
t34427aep|ML12B_BOVIN,0.215555077222398
t31849aep|TYPH_RAT,0.0387903306473493
t31847aep|RS2_ICTPU,0.516694471072104
t31848aep|SPCS3_CHICK,0.266449620277416
t34796aep|PCMD2_BOVIN,0.0155929531528628
t34790aep|TWF1_HUMAN,0.267390320642912
t32481aep|GUAA_RAT,0.135630082804653
t32470aep|LYRM2_MOUSE,0.0816000693474851
t36653aep|DOHH_RAT,0.0303937842938733
t37814aep|CC105_BOVIN,0.0202567675460812
t37818aep|EF1A_HYDVU,0.0513662907622607
t32253aep|YPEL5_PONAB,0.00102242921947126
t32269aep|FSTL1_BOVIN,0.869664554563383
t35085aep|RS30_ORYLA,0.0571694335046787
t35082aep|WASH7_HUMAN,0.0557890226731424
t35075aep|COMD6_MOUSE,0.0336936749778584
t33710aep|SEC_ARATH,0.0303937842938733
t35851aep|OPSD1_MIZYE,0.136412835693479
t35846aep|SDHF3_NEMVE,0.0277994861411329
t35217aep|CEBPB_CHICK,0.0823582376161263
t37320aep|CO6A6_HUMAN,0.0235766750138701
t32622aep|MK14_CANLF,0.0239590996100817
t32616aep|FBN1_BOVIN,0.00271950012760632
t33645aep|TLR1_DROME,0.0160107519784436
t37951aep|MPU1_MOUSE,0.0285351669863317
t37948aep|RHG32_XENLA,0.127717000257903
t31829aep|MYO10_HUMAN,0.117028990680611
t31824aep|DNJC5_TETCF,0.0428118814947833
t31819aep|CPSF1_BOVIN,0.0285897685216857
t32428aep|UBP15_HUMAN,0.0303937842938733
t32422aep|UTP11_MOUSE,0.0617152426787785
t32416aep|COMD8_HUMAN,0.280962926388659
t32413aep|NTPES_BACSU,0.0999951212955681
t36953aep|RBM26_HUMAN,0.220434649386656
t36946aep|ELOV5_XENTR,0.0734607430558038
t33893aep|MCPI_MELCP,0.516100153962599
t33900aep|SIP2_YEAST,1.72056602140057
t33907aep|BRAT1_MOUSE,0.0208139308015511
t33620aep|SYT7_HUMAN,0.0277104988114646
t33626aep|PFLD_ECOLI,0.00323204658744218
t31713aep|TBA_NOTVI,0.0792259117873507
t33193aep|RSBNL_HUMAN,0.00124661432659819
t33183aep|PNKP_HUMAN,0.0829836812372145
t33188aep|ADCY9_HUMAN,0.163299667178804
t37624aep|VATF_HUMAN,0.137423288705556
t37623aep|RHES_HUMAN,0.0204361127234144
t37637aep|DYHC_HELCR,0.0511674713621552
t36585aep|CALM_MACPY,0.0273637549238692
t36580aep|S39AD_DANRE,0.0142625196291254
t34754aep|FXC2B_XENLA,0.637130455439337
t34764aep|RSU1_BOVIN,0.0950522333546922
t38683aep|H10A_XENLA,0.000282680788783274
t32838aep|RASLC_DANRE,0.228103856656996
t32852aep|NPC2_DROME,0.00893105790123548
t32851aep|STX18_HUMAN,0.0886737246516785
t36490aep|CCD81_HUMAN,0.0377346426018389
t36502aep|NPHP3_HUMAN,0.0697756522990223
t36496aep|TNAP3_MACFA,0.0160262590865691
t36488aep|TIGD2_MOUSE,0.0303937842938733
t38463aep|RS17_BOVIN,0.529151256508838
t34595aep|NDK_CHICK,0.462701421087669
t34599aep|YTX2_XENLA,0.0465443719717871
t38360aep|PIGL_RAT,0.0342771674186008
t38363aep|DNAL4_PIG,0.0897177797552771
t38365aep|TMOD2_RAT,1.61164291729759
t32785aep|HEBP1_MOUSE,3.08625099097556
t36257aep|EDIL3_MOUSE,0.0488997664258411
t37220aep|HMCN2_HUMAN,0.0303937842938733
t37217aep|BAZ1A_HUMAN,0.0410580906910634
t36474aep|RT06_BOVIN,0.077093465961304
t38654aep|BBS4_HUMAN,0.00435946363714309
t38653aep|TOR1A_MACFA,0.517227477773022
t38658aep|PKHG5_MOUSE,0.130421326589482
t35885aep|PPR42_XENLA,0.00482026125194097
t35898aep|NPHP3_XENLA,0.112316191460646
t38458aep|PEBB_HUMAN,0.843878437151129
t34549aep|PP2C2_CAEEL,0.116120607689124
t34547aep|UBP16_HUMAN,0.0024654838294736
t37101aep|OTX2B_XENLA,0.707761440586916
t37098aep|MUG1_MOUSE,0.0303937842938733
t37095aep|AGRG4_HUMAN,0.268871479840474
t34987aep|FA47E_HUMAN,0.0375546488594143
t34990aep|LYST_MOUSE,0.0813356433769855
t31900aep|FRIH_TREBE,4.5945793177103
t31908aep|RSLBA_HUMAN,0.0196770836466375
t31909aep|RBM25_MOUSE,0.0385064399628129
t35365aep|SGCD_HUMAN,0.113524252807754
t35368aep|DCP2_MOUSE,0.14684732693465
t35373aep|RS14_MARMM,0.289382440492901
t34191aep|SRSF7_BOVIN,0.129671013203556
t34192aep|FORF_DICDI,0.194910914033836
t32773aep|TRI50_MOUSE,0.0129059705067691
t32766aep|SC5AC_MOUSE,0.0604045364229249
t32775aep|CELR2_HUMAN,0.364386446113281
t33154aep|OXR1_MOUSE,0.00630429955065164
t33149aep|TOLL6_DROME,0.0604088735097368
t32160aep|MYD88_HUMAN,0.0316690049635402
t32166aep|GBB5_PONAB,0.023170923740691
t36933aep|ATG2B_HUMAN,0.0160692647347249
t35007aep|NPFF2_HUMAN,0.0900448221981158
t35009aep|SPB10_BOVIN,0.0024673487582984
t35013aep|HERC1_HUMAN,0.0521108963317247
t34999aep|SRBP1_PIG,0.624180935182594
t35003aep|CTNS_HUMAN,0.209022890754108
t32100aep|PRRT1_MOUSE,0.656860325977476
t32108aep|FITM2_XENTR,0.0151955769750268
t32102aep|KRI1_MOUSE,0.114069659333129
t32104aep|ASIC1_MOUSE,0.0604045364229249
t32111aep|TAF9B_RAT,0.0742634587932473
t32099aep|DDX46_MOUSE,0.0967745912996041
t32107aep|PPIL4_HUMAN,0.0507702640324158
t32316aep|IPP_HUMAN,0.0031385847424915
t32315aep|IN80B_HUMAN,0.0306873540066326
t35698aep|VPS36_XENLA,0.0123791258948861
t32147aep|DDX10_HUMAN,0.0428388498615197
t37191aep|DUR1_LACKL,0.0303937842938733
t37177aep|MDC1_RAT,0.0371670511163052
t37192aep|FBXW2_MOUSE,0.044501402761615
t38446aep|RNF10_XENLA,0.196519125926869
t38442aep|SMC1A_HUMAN,0.0329413953519631
t38440aep|AGGF1_MOUSE,0.0501393117710165
t33385aep|CDD_DICDI,0.0604045364229249
t36564aep|D19L3_HUMAN,0.0183154342280877
t36738aep|ZSCA2_MOUSE,0.0299789558243902
t38619aep|AL8A1_DANRE,0.270990938724689
t38621aep|MOCS3_AEDAE,0.0643698239913668
t34464aep|RUSD4_HUMAN,0.055525783462642
t34685aep|CPMD8_HUMAN,0.0303937842938733
t34686aep|CPMD8_HUMAN,0.0303937842938733
t37722aep|MEGF8_RAT,0.0374176239848587
t37718aep|CFA45_HUMAN,0.310576416467205
t37731aep|S17A9_MOUSE,0.0303937842938733
