t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0.0271617377064312
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,-0.0156604083549349
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.213734150011475
t34456aep|TAF3_CHICK,-0.0238487991203779
t34453aep|RIFK_DROME,-0.0469156791458227
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,0.181869240224664
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,-0.0336530766058183
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.0954194939977474
t36337aep|CRYAB_BOVIN,-0.037759758918929
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,0.387776232130116
t35903aep|S35E3_DANRE,-0.0750045624255509
t35908aep|CAF1A_CHICK,-0.0395956909305487
t32664aep|AQP9_HUMAN,0.0455141874381189
t32662aep|SERB_BOVIN,0.119019970970119
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.0212443463648931
t31838aep|STXB1_RAT,-0.00660048620283699
t38104aep|B3GN4_HUMAN,0.354501514759383
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,-0.0305760539678345
t38118aep|AGRIN_MOUSE,-0.00337415018350096
t38103aep|PTSS1_DANRE,0.162921777258101
t38117aep|SAXO1_RAT,-0.0928120606555124
t33743aep|EXOC7_RAT,0.0558757119401775
t33739aep|RPP14_MOUSE,0.205421486684579
t33737aep|ZMYM6_HUMAN,0.0271617377064312
t33741aep|IFT20_DANRE,0.00361977207594632
t33735aep|DHB11_RAT,0.260495707766571
t32686aep|MRP1_CHICK,-0.251681647972107
t32685aep|RN146_XENTR,-0.191483867172052
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,0.166433599967601
t32693aep|S27A4_HUMAN,0.010536225876375
t32687aep|RAB23_HUMAN,0.0214934668097494
t32691aep|PP14C_RAT,0.0220012204922776
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,-0.120832454355057
t35866aep|MEL2A_DANRE,0.0552458330405515
t35863aep|SSPO_CHICK,0.0163865257325329
t35872aep|NAPEP_BOVIN,0.0859804892088258
t35870aep|STK10_CHICK,0.137083712503172
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,-0.0355603207172018
t35862aep|MEGF6_HUMAN,-0.00970530905335521
t35855aep|MIPEP_PONAB,0.0856182512877188
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.0143549332559458
t35353aep|B4GA1_DANRE,-0.0121668273258941
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,-0.0339901493683067
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,0.0212526089792261
t37368aep|PEX10_MOUSE,0.0187506181226705
t37380aep|CBL_MOUSE,-0.0638259529869963
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,0.123856988244601
t32310aep|LSM1_HUMAN,0.0926024577174541
t32305aep|PPCT_MOUSE,-0.00577578985710134
t32304aep|SWT15_VITVI,-0.0547826224131189
t33480aep|MSRB_METBF,0.0123724528136771
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,-0.0394040331658684
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0.0271617377064312
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,0.0150996739753071
t36728aep|ARL5B_MOUSE,-0.128052863234345
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0.0539585200194336
t32809aep|TRPA1_HUMAN,0
t32819aep|T106C_HUMAN,-0.0236355212053548
t32810aep|NDUA5_BOVIN,0.0941666895416389
t35726aep|SO4C1_RAT,0.0418397240741415
t35724aep|SYF2_DANRE,0.0393656186390638
t35979aep|ECI1_RAT,-0.0315930422505658
t35981aep|PRPF3_CHICK,0.0805457183610307
t35991aep|FLNC_RAT,0.401851869227573
t37010aep|NDUF4_PONAB,0.0496243066258118
t35994aep|MLRP2_ACRMI,-0.0423492449469329
t35982aep|NLTP_CHICK,0.475475769088521
t35993aep|VATE_DROME,0.555338014038789
t35988aep|CIA30_DROME,-0.00274886138055897
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,-0.00844433258131474
t35985aep|DYH6_HUMAN,0
t31651aep|LRRK2_MOUSE,0.0271617377064312
t31647aep|PPT1_HUMAN,0.25265538145826
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,0.287169436766336
t38636aep|ALG3_HUMAN,-0.0600214961306587
t38647aep|RAP1_CAEEL,0.0271617377064312
t38646aep|PARG_BOVIN,0.151661360855824
t37013aep|LAGE3_MOUSE,0.215704633507081
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,-0.00365554874070466
t34431aep|RSPH1_HUMAN,-0.0414232457753863
t34434aep|S12A8_XENLA,-0.026887464994864
t34436aep|XRN1_HUMAN,-0.0167540404245282
t34428aep|SPC25_RAT,0.0199378760249084
t34430aep|RPAP1_BOVIN,-0.0427862454097765
t34429aep|PP4C_XENTR,-0.0878379412410996
t34427aep|ML12B_BOVIN,-0.0453760288234129
t31846aep|CEP70_RAT,-0.0233912848770816
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,-0.240385112857477
t31849aep|TYPH_RAT,-0.0216142057755755
t31847aep|RS2_ICTPU,0.0417841643742122
t31848aep|SPCS3_CHICK,0.106112373554645
t34798aep|APH1_DROME,-0.0624842610881824
t34802aep|PISD_CRIGR,0.0068677904915001
t34796aep|PCMD2_BOVIN,-0.0176498455636307
t34792aep|PTH2_BOVIN,-0.0489508590782609
t34790aep|TWF1_HUMAN,0.254925124207482
t32481aep|GUAA_RAT,-0.114826675847187
t32473aep|RB18B_DANRE,0.0585583702912647
t32475aep|WHITE_DROME,0.048516142195141
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,-0.0170298007618563
t31220aep|P52K_HUMAN,0.0271617377064312
t31227aep|SYCP2_RAT,0
t31225aep|RT35_BOVIN,-0.0555803759349632
t31230aep|UNC89_CAEEL,0.0539585200194336
t31231aep|UNC89_CAEEL,0
t36653aep|DOHH_RAT,0
t36650aep|ANKK1_MOUSE,-0.0156778284815491
t36663aep|AA2AR_CANLF,0.0271617377064312
