t37645aep|CP4V2_MOUSE,0.164509400302818
t31628aep|TSP1_BOVIN,0.0102452657017453
t31619aep|ABCA2_HUMAN,0.0102452657017453
t31618aep|DTBP1_CHICK,0.0402109028747128
t36047aep|FUCTA_DROME,0.0265393066862756
t34453aep|RIFK_DROME,0.0106501809240588
t34446aep|VIAAT_XENLA,0.0993070129959811
t34450aep|KCNH5_MOUSE,0.0102452657017453
t36334aep|DOCK3_HUMAN,0.0778272782998987
t36332aep|COPG2_ORYSJ,0.0102452657017453
t36340aep|AT1A_HYDVU,0.0102452657017453
t36336aep|CEP76_PONAB,0.013240036816926
t36329aep|FGOP2_CHICK,0.00497277146042616
t36337aep|CRYAB_BOVIN,0.113621756843323
t35904aep|DDAC_ENTAG,0.130887844223708
t35900aep|RHCG_XENTR,0.0218709056932133
t35903aep|S35E3_DANRE,0.0320821872187215
t35908aep|CAF1A_CHICK,0.00120406516667243
t32664aep|AQP9_HUMAN,0.784825100392425
t31832aep|P52K_HUMAN,0.0102452657017453
t31838aep|STXB1_RAT,0.0953772968127817
t38110aep|P2R3C_HUMAN,0.0455015828838346
t38118aep|AGRIN_MOUSE,0.142490419243242
t38103aep|PTSS1_DANRE,0.0194579699386986
t38117aep|SAXO1_RAT,0.021361859156325
t33743aep|EXOC7_RAT,0.110180332979886
t33739aep|RPP14_MOUSE,0.0343511589082735
t33741aep|IFT20_DANRE,0.0531221205123725
t33735aep|DHB11_RAT,0.105791433714989
t32686aep|MRP1_CHICK,0.496002534289898
t32696aep|OTOF_DANRE,0.0205177350325167
t32693aep|S27A4_HUMAN,0.0342341785828121
t32687aep|RAB23_HUMAN,0.109342298936944
t32691aep|PP14C_RAT,0.0568748948945636
t35871aep|NOD1_MOUSE,0.0844924591026368
t35860aep|KIF3A_MACFA,0.119711459834937
t35866aep|MEL2A_DANRE,0.0302113673298944
t35872aep|NAPEP_BOVIN,0.305446856521339
t35870aep|STK10_CHICK,0.0886621382635568
t35862aep|MEGF6_HUMAN,0.110629654075084
t35356aep|CASP8_RAT,0.0205187411463401
t35353aep|B4GA1_DANRE,0.0121685819849991
t33691aep|ABCB2_DICDI,0.0411437979312901
t37371aep|IDI1_BOVIN,0.0157134709619245
t37381aep|RPAC2_BOVIN,0.0570278547677159
t37375aep|TC3A_CAEEL,0.0102452657017453
t32310aep|LSM1_HUMAN,0.0131774133498234
t32305aep|PPCT_MOUSE,0.0185596194537917
t33081aep|ZMYM5_BOVIN,0.0102452657017453
t33085aep|TXIP1_HUMAN,0.0102452657017453
t38021aep|YD286_MOUSE,0.0286928592886378
t32819aep|T106C_HUMAN,0.289122179947562
t35726aep|SO4C1_RAT,0.202854611513749
t35979aep|ECI1_RAT,0.024018484404646
t37010aep|NDUF4_PONAB,0.0188428424689828
t35994aep|MLRP2_ACRMI,0.976129954357979
t35993aep|VATE_DROME,0.2125047174653
t35984aep|DYH6_HUMAN,0.0344568688546863
t35985aep|DYH6_HUMAN,0.0102452657017453
t31651aep|LRRK2_MOUSE,0.0102452657017453
t31647aep|PPT1_HUMAN,0.853417333849698
t38633aep|DRG1_XENLA,0.0382906418428765
t37013aep|LAGE3_MOUSE,0.0598465661194955
t34431aep|RSPH1_HUMAN,0.833417126980626
t34436aep|XRN1_HUMAN,0.0588783262305242
t34430aep|RPAP1_BOVIN,0.0190909653901933
t34429aep|PP4C_XENTR,0.0718714947088285
t34427aep|ML12B_BOVIN,0.0943400377692613
t31842aep|TERA_XENLA,0.0091329742433273
t31849aep|TYPH_RAT,0.0881937718104797
t31847aep|RS2_ICTPU,0.0315431437611335
t34798aep|APH1_DROME,0.121552011308315
t34796aep|PCMD2_BOVIN,0.0274722826819419
t34790aep|TWF1_HUMAN,0.349984895455078
t32481aep|GUAA_RAT,0.0651024637264166
t32473aep|RB18B_DANRE,0.0357223969864811
t31225aep|RT35_BOVIN,0.0141337048915167
t36653aep|DOHH_RAT,0.0722838659520039
t37814aep|CC105_BOVIN,0.156415746873904
t32253aep|YPEL5_PONAB,0.0355742822544051
t32269aep|FSTL1_BOVIN,1.20937148356063
t32255aep|CHSS1_MOUSE,0.0418371076361075
t32258aep|SHPK_MOUSE,0.00893983209818168
t32263aep|IF172_DANRE,0.071765986194351
t35087aep|CJ076_XENLA,0.0185468632137883
t35085aep|RS30_ORYLA,0.0327992119100105
t35082aep|WASH7_HUMAN,0.0322393777165577
t35075aep|COMD6_MOUSE,0.133053651947932
t35552aep|DTL_CHICK,0.0180576603552834
t35556aep|M4K2_HUMAN,0.146047457058582
t35545aep|KLC4_MOUSE,0.0102452657017453
t35558aep|ARP10_HUMAN,0.0248136975526655
t36392aep|UTP15_HUMAN,0.00209746598243621
t36388aep|YR826_MIMIV,0.0102452657017453
t36387aep|NPHP3_HUMAN,0.030817286447136
t35408aep|NK2R_RAT,0.0514971470173243
t33710aep|SEC_ARATH,0.0888321944217198
t35845aep|TIM9_MOUSE,0.0191732994194566
t35851aep|OPSD1_MIZYE,0.206209600233637
t35848aep|MS3L1_PONAB,0.0697208984985081
t35846aep|SDHF3_NEMVE,0.00164933012762014
t35850aep|CYTA_MOUSE,0.372284766891428
t35217aep|CEBPB_CHICK,0.153834797790415
t37320aep|CO6A6_HUMAN,0.125455357880954
t37318aep|MYOG_DICDI,0.0102452657017453
t37319aep|ASPM_MACMU,0.0102452657017453
t37312aep|UBC12_SCHPO,0.0453094172996032
t36969aep|CISD3_HUMAN,0.0807173636551783
t32614aep|XRRA1_MOUSE,0.0102452657017453
t32616aep|FBN1_BOVIN,0.0134695137650232
t33656aep|CRYAB_BOVIN,0.0297116890867863
t33645aep|TLR1_DROME,0.197378007347309
t33641aep|AT5F1_BOVIN,0.102997501792876
t33657aep|TM243_BOVIN,0.115190742168828
t33648aep|KPCD3_HUMAN,0.0938713858827883
t33644aep|CC180_HUMAN,0.139529639393739
t37951aep|MPU1_MOUSE,0.0880743260719409
t37961aep|NRDC_MOUSE,0.0152343814693478
t37948aep|RHG32_XENLA,0.282458189439387
t31829aep|MYO10_HUMAN,0.206793302160806
t31824aep|DNJC5_TETCF,0.0495100529873802
t31818aep|DYR_AEDAL,0.0593853240832418
t32411aep|CNGA2_BOVIN,0.0162509805671129
t32420aep|RPE_HUMAN,0.0625425952603462
t32421aep|PCS3_LOTJA,0.0717360095642169
t32425aep|ANXA7_MOUSE,0.334252284574871
t32427aep|TBC20_MOUSE,0.00542528275987496
t32412aep|M3K19_HUMAN,0.0703443263161539
t32423aep|CADA_STAAR,0.0152041276751525
t32416aep|COMD8_HUMAN,0.145018401644628
t32413aep|NTPES_BACSU,0.174264839416696
t36940aep|ROP1L_XENLA,0.00363283164634634
t36953aep|RBM26_HUMAN,0.137032836638227
t36948aep|RM54_HUMAN,0.0349120438218626
t36944aep|CFA74_MOUSE,0.0287972042763349
t36946aep|ELOV5_XENTR,0.0220956258069298
t33893aep|MCPI_MELCP,0.507658869776733
t33901aep|KLC4_BOVIN,0.0205177350325167
t33904aep|TFB1M_XENTR,0.0276491224854205
t33900aep|SIP2_YEAST,1.67689597172686
t33907aep|BRAT1_MOUSE,0.0494266072093131
t33627aep|VMP1_DANRE,0.157648663087478
t33620aep|SYT7_HUMAN,0.0492303292494674
t33626aep|PFLD_ECOLI,0.00365554874070461
t36961aep|TRAF4_HUMAN,0.0432617086420164
t31714aep|KLC4_RAT,0.0162509805671129
t31719aep|VATC_MANSE,0.489416689818047
t33194aep|UBP54_RAT,0.0186644996951778
t33183aep|PNKP_HUMAN,0.42507067826658
t33188aep|ADCY9_HUMAN,0.45931465501424
t33191aep|ALRA_DICDI,0.0384833379826098
t37636aep|FAT2_DROME,0.0575658600698813
t37624aep|VATF_HUMAN,0.226255232729005
t37623aep|RHES_HUMAN,0.0593385892964706
t37622aep|NEK4_MOUSE,0.0694359612864784
t37634aep|KELP_ARATH,0.0575561648571636
t37637aep|DYHC_HELCR,0.0215802213863661
t36963aep|PPID_HUMAN,0.269091770294091
t36583aep|CSTF3_MOUSE,0.0591607135802616
t36590aep|GLYM_HUMAN,0.0900304308563322
t36585aep|CALM_MACPY,0.15737913193694
t36580aep|S39AD_DANRE,0.34681610950258
t34754aep|FXC2B_XENLA,0.543187281978384
t34760aep|QORL1_MOUSE,0.0673175734276495
t34762aep|TYDP2_RAT,0.0281774315362794
t34759aep|TDRD5_AILME,0.0452589677179768
t34764aep|RSU1_BOVIN,0.321360487084071
t34577aep|ARSB_RAT,0.00113044779558117
t34581aep|PELI1_MOUSE,0.0140267170006552
t38671aep|SETD7_HUMAN,0.0392206739828102
t38674aep|S7A14_HUMAN,0.00562031445776202
t38670aep|RADI_BOVIN,0.00201494184996415
t38673aep|RDR2_ORYSJ,0.0102452657017453
t38687aep|PTPRD_MOUSE,0.0102452657017453
t32838aep|RASLC_DANRE,0.58281950247253
t32855aep|ZN205_BOVIN,0.0205418395476642
t32845aep|KTI12_DANRE,0.104496688305982
t32851aep|STX18_HUMAN,0.0664613862268078
t32840aep|CNOT2_HUMAN,0.0518841335089114
t36490aep|CCD81_HUMAN,0.0365220148254427
t36502aep|NPHP3_HUMAN,0.0598880880803943
t36496aep|TNAP3_MACFA,0.130622948869914
t36491aep|VP37B_HUMAN,0.0501408614707829
t36495aep|TTC17_HUMAN,0.0618772107999698
t36486aep|SCN1_HETBL,0.075141112320765
t34595aep|NDK_CHICK,0.629893572037473
t34599aep|YTX2_XENLA,0.0169571219959982
t34608aep|CATL_SARPE,0.0102452657017453
t34605aep|CRFR2_XENLA,0.033223359219562
t34604aep|RA51D_ARATH,0.0461683115352416
t34600aep|KPSH1_BOVIN,0.00839250446603092
t38354aep|TC1A_CAEEL,0.0102452657017453
t38360aep|PIGL_RAT,0.00610955602045502
t38363aep|DNAL4_PIG,0.289754913023625
t38358aep|PLK4_NEMVE,0.0151205782084333
t38365aep|TMOD2_RAT,1.71199908296088
t38366aep|DDRGK_TRIAD,0.0301450755343148
t32785aep|HEBP1_MOUSE,3.39674718401957
t36256aep|RTBS_DROME,0.0102452657017453
t37211aep|RYK_MOUSE,0.013390749181862
t37220aep|HMCN2_HUMAN,0.0575658600698813
t37217aep|BAZ1A_HUMAN,0.00634284825289961
t37214aep|ITA9_MOUSE,0.108359937044188
t36469aep|DNLI1_XENLA,0.0071496734979856
t38666aep|EPHA3_MOUSE,0.0102452657017453
t38653aep|TOR1A_MACFA,1.431737390126
t38657aep|CCD94_MOUSE,0.0535379480440887
t38658aep|PKHG5_MOUSE,0.0889196953935375
t35895aep|DAPLE_XENLA,0.158517116368587
t35885aep|PPR42_XENLA,0.0379749740280867
t37029aep|USH2A_HUMAN,0.0102452657017453
t35898aep|NPHP3_XENLA,0.301536394436378
t38456aep|ELMD2_BOVIN,0.0485367444023098
t38452aep|POL_MLVCB,0.0162509805671129
t38450aep|KCY_DANRE,0.0132953093225482
t38457aep|RTEL1_DANRE,0.0118603364840749
t38458aep|PEBB_HUMAN,0.601323953125932
t31921aep|NXF1_COTJA,0.113540772711186
t31915aep|F149A_MOUSE,0.0377058628584761
t34549aep|PP2C2_CAEEL,0.0716577898242512
t34547aep|UBP16_HUMAN,0.0414246147312845
t34557aep|KDSR_BOVIN,0.123480097806955
t34555aep|TM107_DANRE,0.0376781811450661
t34548aep|KLC4_HUMAN,0.0102452657017453
t34559aep|XPA_XENLA,0.033098565864699
t35295aep|RM09_RAT,0.00358741962287199
t37101aep|OTX2B_XENLA,1.05354152291056
t37098aep|MUG1_MOUSE,0.0368546435714228
