t37645aep|CP4V2_MOUSE,0.0794669339160226
t31619aep|ABCA2_HUMAN,0.0156166063975054
t34453aep|RIFK_DROME,0.0470987334672449
t34451aep|RSGI5_CLOTH,0.00603036003297921
t34446aep|VIAAT_XENLA,0.00603036003297921
t34450aep|KCNH5_MOUSE,0.0120745652530116
t36334aep|DOCK3_HUMAN,0.0461046676901202
t36327aep|RAD21_SCHPO,0.00603036003297921
t36329aep|FGOP2_CHICK,0.0685028071311962
t35904aep|DDAC_ENTAG,0.235450578336286
t35903aep|S35E3_DANRE,0.0523447212472838
t32664aep|AQP9_HUMAN,0.610562571143964
t31832aep|P52K_HUMAN,0.00603036003297921
t31833aep|BP10_PARLI,0.00615717391147359
t31838aep|STXB1_RAT,0.224712984551309
t38111aep|KCC2D_BOVIN,0.00603036003297921
t38118aep|AGRIN_MOUSE,0.18781836739042
t38117aep|SAXO1_RAT,0.0152300436608719
t33735aep|DHB11_RAT,0.0683850773066326
t32686aep|MRP1_CHICK,0.498078979556943
t32685aep|RN146_XENTR,0.245560163466998
t32692aep|GPTC4_XENTR,0.261422489533254
t32693aep|S27A4_HUMAN,0.140247191910506
t32687aep|RAB23_HUMAN,0.234617965106978
t32691aep|PP14C_RAT,0.0475096343888662
t35871aep|NOD1_MOUSE,0.125347056157025
t35860aep|KIF3A_MACFA,0.0868490226887252
t35866aep|MEL2A_DANRE,0.0218044967264667
t35872aep|NAPEP_BOVIN,0.239513906894781
t35870aep|STK10_CHICK,0.152238026364725
t35862aep|MEGF6_HUMAN,0.0858373009936745
t35857aep|PKD2_ORYLA,0.00603036003297921
t35356aep|CASP8_RAT,0.00858079693711373
t35353aep|B4GA1_DANRE,0.00930049305320677
t33691aep|ABCB2_DICDI,0.00603036003297921
t37371aep|IDI1_BOVIN,0.00136434080084671
t37374aep|VWDE_HUMAN,0.0120745652530116
t37381aep|RPAC2_BOVIN,0.0520564827560856
t37380aep|CBL_MOUSE,0.121674298107893
t32309aep|TM203_HUMAN,0.00544771775865131
t32310aep|LSM1_HUMAN,0.0422013658627859
t32305aep|PPCT_MOUSE,0.0290329778256926
t33480aep|MSRB_METBF,0.107032275888882
t33085aep|TXIP1_HUMAN,0.00603036003297921
t36728aep|ARL5B_MOUSE,0.0187074644251533
t32819aep|T106C_HUMAN,0.212214562727574
t35726aep|SO4C1_RAT,0.19259173819714
t35979aep|ECI1_RAT,0.033273656754711
t37010aep|NDUF4_PONAB,0.0264275327880952
t35994aep|MLRP2_ACRMI,0.960128038248102
t35988aep|CIA30_DROME,0.000379388928162603
t35984aep|DYH6_HUMAN,0.0279449763181312
t31647aep|PPT1_HUMAN,1.22025858246286
t37013aep|LAGE3_MOUSE,0.0133948768440105
t34431aep|RSPH1_HUMAN,0.826774086056279
t34430aep|RPAP1_BOVIN,0.00584281267575559
t34427aep|ML12B_BOVIN,0.0842566302123481
t31846aep|CEP70_RAT,0.00166626766373228
t31844aep|TLL1_DANRE,0.00603036003297921
t31849aep|TYPH_RAT,0.141770599789803
t31848aep|SPCS3_CHICK,0.277560651221183
t34798aep|APH1_DROME,0.00204534016852711
t34802aep|PISD_CRIGR,0.0171331524726072
t34790aep|TWF1_HUMAN,0.398514689188604
t32481aep|GUAA_RAT,0.092817301619064
t32473aep|RB18B_DANRE,0.0452475740626702
t32475aep|WHITE_DROME,0.000587982208686606
t32470aep|LYRM2_MOUSE,0.0107425235896241
t31220aep|P52K_HUMAN,0.00603036003297921
t31227aep|SYCP2_RAT,0.0120745652530116
t31225aep|RT35_BOVIN,0.0354961969487586
t31230aep|UNC89_CAEEL,0.0120745652530116
t31231aep|UNC89_CAEEL,0.0120745652530116
t36653aep|DOHH_RAT,0.0918968942250688
t37814aep|CC105_BOVIN,0.146190147742206
t32261aep|GAPR1_HUMAN,0.00603036003297921
t32269aep|FSTL1_BOVIN,1.25825481960813
t32258aep|SHPK_MOUSE,0.0158103245292973
t32263aep|IF172_DANRE,0.0530509150572438
t32267aep|CG050_MOUSE,0.0257855471057508
t35087aep|CJ076_XENLA,0.017146831874714
t35085aep|RS30_ORYLA,0.0245742689477438
t35082aep|WASH7_HUMAN,0.0544665349018905
t35075aep|COMD6_MOUSE,0.0906763359434787
t35079aep|RB39B_MOUSE,0.00352808074634592
t35556aep|M4K2_HUMAN,0.0190658667754087
t35545aep|KLC4_MOUSE,0.0120745652530116
t36391aep|HETE1_PODAS,0.00603036003297921
t36387aep|NPHP3_HUMAN,0.0156166063975054
t35401aep|LIN52_DANRE,0.00921291827975838
t35408aep|NK2R_RAT,0.154371199278804
t33710aep|SEC_ARATH,0.108042104316384
t35845aep|TIM9_MOUSE,0.0401071543026333
t35851aep|OPSD1_MIZYE,0.22742040975235
t35212aep|EFCB2_MOUSE,0.00603036003297921
t35208aep|TTC28_MOUSE,0.0242044058596357
t37320aep|CO6A6_HUMAN,0.0389756682477484
t37318aep|MYOG_DICDI,0.00603036003297921
t32622aep|MK14_CANLF,0.00605690455909021
t32614aep|XRRA1_MOUSE,0.0181325893650176
t32615aep|UNK_HUMAN,0.0568422049269294
t32633aep|MED16_XENTR,0.0639087369193147
t32616aep|FBN1_BOVIN,0.00871502473317872
t33645aep|TLR1_DROME,0.303043426737959
t33657aep|TM243_BOVIN,0.0922756943685886
t33648aep|KPCD3_HUMAN,0.0477873603181459
t33644aep|CC180_HUMAN,0.0612750796978502
t33650aep|DUS22_HUMAN,0.0975693977856022
t37951aep|MPU1_MOUSE,0.131030825959333
t37948aep|RHG32_XENLA,0.167837350965935
t31829aep|MYO10_HUMAN,0.121468330257461
t31824aep|DNJC5_TETCF,0.419390412895666
t32418aep|TSEAR_HUMAN,0.00603036003297921
t32421aep|PCS3_LOTJA,0.00538885989004111
t32425aep|ANXA7_MOUSE,0.108311143665277
