t37645aep|CP4V2_MOUSE,0.22483243749434
t31628aep|TSP1_BOVIN,0.00506411163315055
t31619aep|ABCA2_HUMAN,0.00506411163315055
t31618aep|DTBP1_CHICK,0.111542832476546
t36970aep|EXOS6_DANRE,0.0132295039588767
t34453aep|RIFK_DROME,0.0371127409608363
t34451aep|RSGI5_CLOTH,0.00506411163315055
t36334aep|DOCK3_HUMAN,0.0341343904963737
t36340aep|AT1A_HYDVU,0.00506411163315055
t36336aep|CEP76_PONAB,0.00504307041099455
t36329aep|FGOP2_CHICK,0.0347607961492518
t36337aep|CRYAB_BOVIN,0.170655036805718
t35904aep|DDAC_ENTAG,0.073890855249229
t35908aep|CAF1A_CHICK,0.00713342661224889
t32664aep|AQP9_HUMAN,0.707114934993337
t31832aep|P52K_HUMAN,0.0151932854686454
t31833aep|BP10_PARLI,0.0194063281272858
t31838aep|STXB1_RAT,0.196062010386563
t38110aep|P2R3C_HUMAN,0.00347040892668829
t38118aep|AGRIN_MOUSE,0.307723853286353
t33743aep|EXOC7_RAT,0.134448459074992
t33739aep|RPP14_MOUSE,0.0248356035506328
t33735aep|DHB11_RAT,0.268269729575614
t32686aep|MRP1_CHICK,0.539956436429846
t32685aep|RN146_XENTR,0.0171052656584695
t32696aep|OTOF_DANRE,0.0253237194688242
t32693aep|S27A4_HUMAN,0.0611764699653414
t32687aep|RAB23_HUMAN,0.0526965466730935
t32691aep|PP14C_RAT,0.120961742872724
t35871aep|NOD1_MOUSE,0.0582149439122801
t35860aep|KIF3A_MACFA,0.062470940837155
t35872aep|NAPEP_BOVIN,0.521323087949052
t35870aep|STK10_CHICK,0.149582267325438
t35858aep|SCND3_HUMAN,0.00506411163315055
t35862aep|MEGF6_HUMAN,0.130100990715421
t35855aep|MIPEP_PONAB,0.00389466879116368
t35356aep|CASP8_RAT,0.0106460335776469
t35353aep|B4GA1_DANRE,0.00922369359379676
t33691aep|ABCB2_DICDI,0.0282869184070703
t37371aep|IDI1_BOVIN,0.00325299475605082
t37380aep|CBL_MOUSE,0.0260805515479124
t32309aep|TM203_HUMAN,0.0081737775133111
t32310aep|LSM1_HUMAN,0.0154438655147927
t32305aep|PPCT_MOUSE,0.0379885085205781
t33480aep|MSRB_METBF,0.0510884275042124
t33084aep|TXIP1_MOUSE,0.0101285404866491
t36728aep|ARL5B_MOUSE,0.124283926986685
t32812aep|TCB2_CAEBR,0.00506411163315055
t32809aep|TRPA1_HUMAN,0.00506411163315055
t32819aep|T106C_HUMAN,0.312301845119389
t35726aep|SO4C1_RAT,0.177759672209892
t35979aep|ECI1_RAT,0.0329000771500515
t37010aep|NDUF4_PONAB,0.00026295754774172
t35994aep|MLRP2_ACRMI,0.70488569385551
t35993aep|VATE_DROME,0.0420230536545368
t35984aep|DYH6_HUMAN,0.0270110723897761
t35985aep|DYH6_HUMAN,0.00506411163315055
t31651aep|LRRK2_MOUSE,0.00506411163315055
t31647aep|PPT1_HUMAN,0.733491727079252
t38633aep|DRG1_XENLA,0.063329267974534
t34435aep|IMPTB_XENTR,0.00970442789701312
t34431aep|RSPH1_HUMAN,0.914933509681764
t34436aep|XRN1_HUMAN,0.0180422159815084
t34430aep|RPAP1_BOVIN,0.00786901557285362
t34429aep|PP4C_XENTR,0.0210369860788023
t34427aep|ML12B_BOVIN,0.00642172032318221
t31846aep|CEP70_RAT,0.0385446313864784
t31842aep|TERA_XENLA,0.250980467968862
t31849aep|TYPH_RAT,0.0493118303085354
t34798aep|APH1_DROME,0.0489978174847657
t34790aep|TWF1_HUMAN,0.185506054024414
t32481aep|GUAA_RAT,0.0376511874483744
t32473aep|RB18B_DANRE,0.023744870286842
t31225aep|RT35_BOVIN,0.0121567860823161
t31230aep|UNC89_CAEEL,0.00506411163315055
t31231aep|UNC89_CAEEL,0.00506411163315055
t36653aep|DOHH_RAT,0.0303894063213628
t37814aep|CC105_BOVIN,0.108560341274191
t37818aep|EF1A_HYDVU,0.0109825058756118
t32253aep|YPEL5_PONAB,0.0124051646852592
t32261aep|GAPR1_HUMAN,0.0101285404866491
t32269aep|FSTL1_BOVIN,1.48512983576803
t32258aep|SHPK_MOUSE,0.0233005698041011
t32263aep|IF172_DANRE,0.0321773532848961
t35087aep|CJ076_XENLA,0.105930232050194
t35082aep|WASH7_HUMAN,0.0985524077256138
t35075aep|COMD6_MOUSE,0.0843426889426393
t35552aep|DTL_CHICK,0.0357680202093437
t35556aep|M4K2_HUMAN,0.114868874970961
t35545aep|KLC4_MOUSE,0.0151932854686454
t35558aep|ARP10_HUMAN,0.0167083487004757
t36391aep|HETE1_PODAS,0.0101285404866491
t36387aep|NPHP3_HUMAN,0.0101285404866491
t35401aep|LIN52_DANRE,0.0217304152201473
t35408aep|NK2R_RAT,0.0789594868530265
t33710aep|SEC_ARATH,0.0869936953994399
t33695aep|GID8_NEMVE,0.0112324929494835
t35851aep|OPSD1_MIZYE,0.252754123517908
t35846aep|SDHF3_NEMVE,0.0106756940453034
t35208aep|TTC28_MOUSE,0.0202583454909107
t35215aep|MTA1_HUMAN,0.0525511499863756
t35217aep|CEBPB_CHICK,0.427429153076722
t37320aep|CO6A6_HUMAN,0.392672614157693
t37318aep|MYOG_DICDI,0.00506411163315055
t36969aep|CISD3_HUMAN,0.00249959931841648
t32622aep|MK14_CANLF,0.00704002214651016
t32633aep|MED16_XENTR,0.0166566703199653
t32616aep|FBN1_BOVIN,0.00271512215509581
t33656aep|CRYAB_BOVIN,0.0299505289359882
t33645aep|TLR1_DROME,0.274365068174073
t33641aep|AT5F1_BOVIN,0.058993147562579
t33657aep|TM243_BOVIN,0.206694415664917
t33648aep|KPCD3_HUMAN,0.112662219831389
t33644aep|CC180_HUMAN,0.125721447492147
t33650aep|DUS22_HUMAN,0.0758986404084247
t37951aep|MPU1_MOUSE,0.230141868958523
t37961aep|NRDC_MOUSE,0.00774007595967159
t37948aep|RHG32_XENLA,0.175698678296187
t31829aep|MYO10_HUMAN,0.0790563366917703
t31824aep|DNJC5_TETCF,0.113966102753597
t31819aep|CPSF1_BOVIN,0.00850017685167863
t31817aep|AKR1_YARLI,0.0202583454909107
t32420aep|RPE_HUMAN,0.12804115710417
t32421aep|PCS3_LOTJA,5.22299986528454e-05
t32425aep|ANXA7_MOUSE,0.527811339686897
t32422aep|UTP11_MOUSE,0.0399944472032748
t32427aep|TBC20_MOUSE,0.0180797107731493
t32412aep|M3K19_HUMAN,0.0333852148958532
t32423aep|CADA_STAAR,0.0161948600424906
t32416aep|COMD8_HUMAN,0.254487352457104
t32413aep|NTPES_BACSU,0.0539366270749152
t36953aep|RBM26_HUMAN,0.174128446341194
t36948aep|RM54_HUMAN,0.0813106483763492
t36944aep|CFA74_MOUSE,0.0210075474080602
t36946aep|ELOV5_XENTR,0.00775349826010354
t36938aep|SYT15_HUMAN,0.0013318050447715
t33893aep|MCPI_MELCP,0.455092646376505
t33901aep|KLC4_BOVIN,0.0151932854686454
t33904aep|TFB1M_XENTR,0.0425590526933619
t33900aep|SIP2_YEAST,1.56304509527966
t33627aep|VMP1_DANRE,0.0363158325418115
t33622aep|OTX1B_DANRE,0.00506411163315055
t33620aep|SYT7_HUMAN,0.0571964382525772
t36961aep|TRAF4_HUMAN,0.0470662376084482
t31714aep|KLC4_RAT,0.0202583454909107
t31719aep|VATC_MANSE,0.45832377893087
t33183aep|PNKP_HUMAN,0.557463470412426
t33195aep|RA54B_CHICK,0.000591900877149189
t33188aep|ADCY9_HUMAN,0.337208704344086
t33191aep|ALRA_DICDI,0.0920674709063968
t37636aep|FAT2_DROME,0.0455883333702424
t37624aep|VATF_HUMAN,0.152337460056707
