t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,-0.0823087137241969
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,-0.0741512596006428
t34456aep|TAF3_CHICK,-0.123292047968733
t34453aep|RIFK_DROME,-0.00123261785032761
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0.0152613175275901
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,0.0412161565868497
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.0390712154224142
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.0700072157460332
t36337aep|CRYAB_BOVIN,-0.241027559082815
t35904aep|DDAC_ENTAG,0.0152613175275901
t35900aep|RHCG_XENTR,-0.00217664428249824
t35903aep|S35E3_DANRE,-0.0577872955581036
t35908aep|CAF1A_CHICK,0.0243123392408163
t32664aep|AQP9_HUMAN,0.00681698494627545
t32662aep|SERB_BOVIN,-0.0221295089976464
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.473580677590566
t31838aep|STXB1_RAT,-0.265005100601449
t38104aep|B3GN4_HUMAN,-0.00970530905335521
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0.0304888619031396
t38110aep|P2R3C_HUMAN,0
t38118aep|AGRIN_MOUSE,0.0271147117196386
t38103aep|PTSS1_DANRE,-0.096770628735478
t38117aep|SAXO1_RAT,0.0521209342349505
t33743aep|EXOC7_RAT,-0.225086977420288
t33739aep|RPP14_MOUSE,0.0571658362354957
t33737aep|ZMYM6_HUMAN,0.0152613175275901
t33741aep|IFT20_DANRE,-0.0310990000032238
t33735aep|DHB11_RAT,-0.221304197667858
t32686aep|MRP1_CHICK,-0.0768695524604845
t32685aep|RN146_XENTR,-0.125803438849245
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,0.257575383916387
t32693aep|S27A4_HUMAN,-0.086337510447391
t32687aep|RAB23_HUMAN,0.0265619933399806
t32691aep|PP14C_RAT,-0.016695981999566
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0.0152613175275901
t35860aep|KIF3A_MACFA,-0.0569244241836919
t35866aep|MEL2A_DANRE,0.0274759204678691
t35863aep|SSPO_CHICK,0.0500691249493941
t35872aep|NAPEP_BOVIN,-0.0205221456236079
t35870aep|STK10_CHICK,-0.421669212833103
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,0.0554141541538273
t35862aep|MEGF6_HUMAN,-0.00970530905335521
t35855aep|MIPEP_PONAB,0.0189699459184566
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.0530521357477894
t35353aep|B4GA1_DANRE,-0.0393285650323254
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,0.0181860627934703
t37374aep|VWDE_HUMAN,0.0152613175275901
t37381aep|RPAC2_BOVIN,-0.10075086304207
t37368aep|PEX10_MOUSE,0.0429944528527017
t37380aep|CBL_MOUSE,-0.0860768690209665
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0.0152613175275901
t32309aep|TM203_HUMAN,-0.0758606582358206
t32310aep|LSM1_HUMAN,-0.0516673092809084
t32305aep|PPCT_MOUSE,-0.00244866566039307
t32304aep|SWT15_VITVI,-0.0176713745547564
t33480aep|MSRB_METBF,0.276461351500536
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,0.0458220614945415
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,0.0576403853735171
t36728aep|ARL5B_MOUSE,-0.115905626159904
t33589aep|THAP2_MOUSE,0.0152613175275901
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0.0152613175275901
t32819aep|T106C_HUMAN,-0.0709447073291281
t32810aep|NDUA5_BOVIN,-0.284851047806971
t35726aep|SO4C1_RAT,-0.0276293361580072
t35724aep|SYF2_DANRE,0.314493614396113
t35979aep|ECI1_RAT,-0.053843958284536
t35981aep|PRPF3_CHICK,0.0263132036517948
t35991aep|FLNC_RAT,0.00375654753050623
t37010aep|NDUF4_PONAB,-0.042158179539454
t35994aep|MLRP2_ACRMI,0.00333381634856216
t35982aep|NLTP_CHICK,-0.0284755394048859
t35993aep|VATE_DROME,-0.694123112333973
t35988aep|CIA30_DROME,0.030933737836302
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,0.0524000043419776
t35985aep|DYH6_HUMAN,0.0152613175275901
t31651aep|LRRK2_MOUSE,0
t31647aep|PPT1_HUMAN,-0.154678448633038
t38649aep|ATXA_LEIDO,0.0152613175275901
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,0.0523688573297485
t38636aep|ALG3_HUMAN,-0.0566943719339504
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,0.0206600980529319
t37013aep|LAGE3_MOUSE,0.233657851561116
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,-0.0308172864471359
t34431aep|RSPH1_HUMAN,0.840713160565038
t34434aep|S12A8_XENLA,0.00360139690827542
t34436aep|XRN1_HUMAN,0.196832471556046
t34428aep|SPC25_RAT,0.0729540678889559
t34430aep|RPAP1_BOVIN,0.0331868577906611
t34429aep|PP4C_XENTR,-0.0270138283198099
t34427aep|ML12B_BOVIN,-0.0268547052343491
t31846aep|CEP70_RAT,0.025420080616925
t31844aep|TLL1_DANRE,1.30879312811422
t31842aep|TERA_XENLA,-0.0130742620097031
t31849aep|TYPH_RAT,0.00887465612756383
t31847aep|RS2_ICTPU,0.0260179393170193
t31848aep|SPCS3_CHICK,0.110149355857956
t34798aep|APH1_DROME,-0.0472229435605923
t34802aep|PISD_CRIGR,-0.0202939472149311
t34796aep|PCMD2_BOVIN,0.000871478025432983
t34792aep|PTH2_BOVIN,0.210236203714239
t34790aep|TWF1_HUMAN,-0.227424327236409
t32481aep|GUAA_RAT,-0.0204164137102295
t32473aep|RB18B_DANRE,-0.0218434630834003
t32475aep|WHITE_DROME,0.00981893970329764
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,0.0810404610146575
t31220aep|P52K_HUMAN,0
t31227aep|SYCP2_RAT,0.0304888619031396
t31225aep|RT35_BOVIN,-0.0218669869987025
t31230aep|UNC89_CAEEL,0
t31231aep|UNC89_CAEEL,0
t36653aep|DOHH_RAT,0
