t37645aep|CP4V2_MOUSE,0.0377427326719024
t31628aep|TSP1_BOVIN,0.0377427326719024
t31618aep|DTBP1_CHICK,0.17665232622104
t36340aep|AT1A_HYDVU,0.0377427326719024
t36329aep|FGOP2_CHICK,0.0860837944895312
t35904aep|DDAC_ENTAG,0.147014698850752
t35908aep|CAF1A_CHICK,0.00804966798447927
t32664aep|AQP9_HUMAN,0.624847447361653
t32662aep|SERB_BOVIN,0.0338154219753089
t38118aep|AGRIN_MOUSE,0.0343685824884012
t33743aep|EXOC7_RAT,0.182570189691665
t33739aep|RPP14_MOUSE,0.0442930195762504
t33741aep|IFT20_DANRE,0.0344399745036454
t32686aep|MRP1_CHICK,0.52689270848889
t32687aep|RAB23_HUMAN,0.255898081534675
t32691aep|PP14C_RAT,0.115057399323595
t35871aep|NOD1_MOUSE,0.0377427326719024
t35860aep|KIF3A_MACFA,0.202036615761545
t35866aep|MEL2A_DANRE,0.0445424586442447
t35872aep|NAPEP_BOVIN,0.283313154358832
t35862aep|MEGF6_HUMAN,0.028037423618547
t35353aep|B4GA1_DANRE,0.0354785315891339
t37368aep|PEX10_MOUSE,0.0527320368997849
t32309aep|TM203_HUMAN,0.30819714152554
t32310aep|LSM1_HUMAN,0.0289952307915078
t32305aep|PPCT_MOUSE,0.0418695690579267
t32819aep|T106C_HUMAN,0.310012653997428
t32810aep|NDUA5_BOVIN,0.221707605030806
t35726aep|SO4C1_RAT,0.010113396513895
t35981aep|PRPF3_CHICK,0.106884622996616
t37010aep|NDUF4_PONAB,0.0137867514335012
t35994aep|MLRP2_ACRMI,1.25126384104374
t35982aep|NLTP_CHICK,0.0727732061661544
t35993aep|VATE_DROME,0.136588198605553
t35988aep|CIA30_DROME,0.0813114367153739
t35984aep|DYH6_HUMAN,0.0292984000905874
t35985aep|DYH6_HUMAN,0.059504444648291
t31647aep|PPT1_HUMAN,0.707455161635337
t37013aep|LAGE3_MOUSE,0.220947109605008
t34435aep|IMPTB_XENTR,0.0439898101743233
t34431aep|RSPH1_HUMAN,0.730550877341129
t34434aep|S12A8_XENLA,0.0108552676770383
t34428aep|SPC25_RAT,0.064751649335893
t31842aep|TERA_XENLA,0.00406358526333028
t31849aep|TYPH_RAT,0.125400493075176
t31848aep|SPCS3_CHICK,0.0815864127996797
t34790aep|TWF1_HUMAN,0.350083722993288
t32481aep|GUAA_RAT,0.205425372390534
t32473aep|RB18B_DANRE,0.015899269588502
t32470aep|LYRM2_MOUSE,0.0234822632564615
t31225aep|RT35_BOVIN,0.11277250264441
t36653aep|DOHH_RAT,0.147014698850752
t37814aep|CC105_BOVIN,0.196682653370977
t37817aep|RS6_BRAFL,0.259014706848679
t37818aep|EF1A_HYDVU,0.056006573575149
t32256aep|P5CR1_BOVIN,0.093994702796485
t32253aep|YPEL5_PONAB,0.157451565616723
t32269aep|FSTL1_BOVIN,1.29000871411774
t35087aep|CJ076_XENLA,0.0513876422527029
t35082aep|WASH7_HUMAN,0.0187497452981562
t35075aep|COMD6_MOUSE,0.217571572549253
t35552aep|DTL_CHICK,0.00837229787410583
t35556aep|M4K2_HUMAN,0.0745284744196899
t35558aep|ARP10_HUMAN,0.0216922091008074
t36391aep|HETE1_PODAS,0.0377427326719024
t35409aep|BTBD7_HUMAN,0.0377427326719024
t35408aep|NK2R_RAT,0.147014698850752
t33710aep|SEC_ARATH,0.111222035802364
t35845aep|TIM9_MOUSE,0.154206859579281
t35851aep|OPSD1_MIZYE,0.135166221366881
t35848aep|MS3L1_PONAB,0.0290773187741364
t35846aep|SDHF3_NEMVE,0.0196949108909707
t35208aep|TTC28_MOUSE,0.0377427326719024
t37320aep|CO6A6_HUMAN,0.115742437359847
t37316aep|ASPM_SHEEP,0.0259803338520132
t37317aep|ASPM_SAIBB,0.00819057147709621
t36969aep|CISD3_HUMAN,0.0404102289506781
t32622aep|MK14_CANLF,0.0383616598086162
t32616aep|FBN1_BOVIN,0.0100684485056351
t33645aep|TLR1_DROME,0.242260200442156
t33641aep|AT5F1_BOVIN,0.207527865034179
t33657aep|TM243_BOVIN,0.164310220211877
t33650aep|DUS22_HUMAN,0.10204621970646
t37951aep|MPU1_MOUSE,0.143281715718721
t37948aep|RHG32_XENLA,0.0746644935830273
t31829aep|MYO10_HUMAN,0.118635158929504
t31819aep|CPSF1_BOVIN,0.0204851932715233
t31818aep|DYR_AEDAL,0.216218144260237
t31817aep|AKR1_YARLI,0.0748070966214592
t32428aep|UBP15_HUMAN,0.0377427326719024
t32421aep|PCS3_LOTJA,0.0992831956453053
t32416aep|COMD8_HUMAN,0.199313574769931
t32413aep|NTPES_BACSU,0.133944392662311
t36940aep|ROP1L_XENLA,0.0165627174678356
t36953aep|RBM26_HUMAN,0.357171823789046
t36948aep|RM54_HUMAN,0.27237463423298
t36944aep|CFA74_MOUSE,0.136456288914739
t33893aep|MCPI_MELCP,0.216833672820176
t33900aep|SIP2_YEAST,1.54248273131428
t33626aep|PFLD_ECOLI,0.0105809949654708
t31714aep|KLC4_RAT,0.0377427326719024
t31719aep|VATC_MANSE,0.292002247322255
t33183aep|PNKP_HUMAN,0.381629917662771
t33188aep|ADCY9_HUMAN,0.0541977093106174
t33191aep|ALRA_DICDI,0.0713241170215242
t37624aep|VATF_HUMAN,0.364021609086065
t37627aep|CD2B2_MOUSE,0.18362292917938
t37634aep|KELP_ARATH,0.236824764313046
t37637aep|DYHC_HELCR,0.0655700315606896
t36574aep|OPN4B_XENLA,0.0377427326719024
t36590aep|GLYM_HUMAN,0.00127409353700433
t36580aep|S39AD_DANRE,0.41629808863602
t34754aep|FXC2B_XENLA,0.464638644616832
t34759aep|TDRD5_AILME,0.0446071614753771
t34764aep|RSU1_BOVIN,0.407999112522836
t34577aep|ARSB_RAT,0.00805589402034741
t38683aep|H10A_XENLA,0.0270951518071931
t38680aep|PGAP3_XENTR,0.0745670815393011
t36972aep|FUCM_HUMAN,0.322128912533366
t32838aep|RASLC_DANRE,0.359143363714814
t32845aep|KTI12_DANRE,0.0726878739239393
t32852aep|NPC2_DROME,0.0597485572806747
t36490aep|CCD81_HUMAN,0.022496917025182
t36502aep|NPHP3_HUMAN,0.0545379267223656
t36496aep|TNAP3_MACFA,0.0277274269649703
t36491aep|VP37B_HUMAN,0.0709521437530069
t36486aep|SCN1_HETBL,0.0345001984170333
t38463aep|RS17_BOVIN,0.176878154803005
t34603aep|RWDD1_RAT,0.223202312540215
t34595aep|NDK_CHICK,0.601345021027785
t34604aep|RA51D_ARATH,0.01162717825514
t38363aep|DNAL4_PIG,0.344871668293465
t38365aep|TMOD2_RAT,1.47945968406884
t38366aep|DDRGK_TRIAD,0.0529020744321194
t32782aep|ARGLA_DANRE,0.0154778222871338
t37025aep|THG1_HUMAN,0.062862188879483
t32780aep|TBRG1_XENTR,0.0180216831873284
t32785aep|HEBP1_MOUSE,3.18754823598646
