t37645aep|CP4V2_MOUSE,0.0755202431105895
t31619aep|ABCA2_HUMAN,0.0152497810644276
t34451aep|RSGI5_CLOTH,0.0152497810644276
t36334aep|DOCK3_HUMAN,0.0222080807762916
t36340aep|AT1A_HYDVU,0.0152497810644276
t36329aep|FGOP2_CHICK,0.0303650761731124
t35904aep|DDAC_ENTAG,0.174804211536496
t35903aep|S35E3_DANRE,0.0340219184896917
t35908aep|CAF1A_CHICK,0.00876281447360936
t32664aep|AQP9_HUMAN,0.671562111676252
t31833aep|BP10_PARLI,0.00933238972288955
t31838aep|STXB1_RAT,0.0678772349403124
t38118aep|AGRIN_MOUSE,0.218086132566266
t33739aep|RPP14_MOUSE,0.0319547293188085
t33735aep|DHB11_RAT,0.208725780364181
t32686aep|MRP1_CHICK,0.0706553195444258
t32685aep|RN146_XENTR,0.139101661621563
t32696aep|OTOF_DANRE,0.0152497810644276
t32687aep|RAB23_HUMAN,0.139804797940064
t32691aep|PP14C_RAT,0.119819964853877
t35871aep|NOD1_MOUSE,0.0755202431105895
t35866aep|MEL2A_DANRE,0.0175159913058216
t35863aep|SSPO_CHICK,0.00447456909052921
t35872aep|NAPEP_BOVIN,0.157828925188475
t35862aep|MEGF6_HUMAN,0.0358232170026795
t35356aep|CASP8_RAT,0.00720678983520998
t37380aep|CBL_MOUSE,0.0842912781500173
t32309aep|TM203_HUMAN,0.0416460756529701
t33085aep|TXIP1_HUMAN,0.0241359625098102
t33589aep|THAP2_MOUSE,0.0152497810644276
t32819aep|T106C_HUMAN,0.192866598455828
t35726aep|SO4C1_RAT,0.150721734654076
t35994aep|MLRP2_ACRMI,1.24296554335928
t35988aep|CIA30_DROME,0.000514981511544354
t35984aep|DYH6_HUMAN,0.0219812480172199
t31651aep|LRRK2_MOUSE,0.0152497810644276
t31647aep|PPT1_HUMAN,0.885455815521648
t38646aep|PARG_BOVIN,0.0200014804171586
t34435aep|IMPTB_XENTR,0.0147112396088987
t34431aep|RSPH1_HUMAN,0.560937673888149
t34430aep|RPAP1_BOVIN,0.00274228064625831
t34427aep|ML12B_BOVIN,0.318470168866293
t31849aep|TYPH_RAT,0.0389455146861517
t31847aep|RS2_ICTPU,0.0178555534833487
t31848aep|SPCS3_CHICK,0.255218909198545
t34798aep|APH1_DROME,0.0279268891538407
t34796aep|PCMD2_BOVIN,0.000716942785972543
t34790aep|TWF1_HUMAN,0.0860923198119076
t32473aep|RB18B_DANRE,0.00229249942640972
t32469aep|CO6A4_MOUSE,0.0152497810644276
t31230aep|UNC89_CAEEL,0.0152497810644276
t36653aep|DOHH_RAT,0.0152497810644276
t37814aep|CC105_BOVIN,0.109151208354985
t37816aep|LRP2_RAT,0.00571134151476798
t32269aep|FSTL1_BOVIN,1.13011905657735
t32258aep|SHPK_MOUSE,0.0626761607711755
t35085aep|RS30_ORYLA,0.144994706348894
t35082aep|WASH7_HUMAN,0.102756218717645
t35556aep|M4K2_HUMAN,0.00197300218885645
t35545aep|KLC4_MOUSE,0.0455285260560346
t35558aep|ARP10_HUMAN,0.0159178347987075
t36388aep|YR826_MIMIV,0.0152497810644276
t36387aep|NPHP3_HUMAN,0.0304255805985346
t35401aep|LIN52_DANRE,0.0639632428160775
t35403aep|MYPN_MOUSE,0.0152497810644276
t35408aep|NK2R_RAT,0.113872592854779
t33710aep|SEC_ARATH,0.119988231512329
t35851aep|OPSD1_MIZYE,0.160494640822003
t35208aep|TTC28_MOUSE,0.0152497810644276
t37320aep|CO6A6_HUMAN,0.134727338208486
t37317aep|ASPM_SAIBB,0.0159763648612289
t36969aep|CISD3_HUMAN,0.0165375310160895
t32616aep|FBN1_BOVIN,0.0478459589443222
t33645aep|TLR1_DROME,0.134915944916399
t33657aep|TM243_BOVIN,0.0759474776477601
t33644aep|CC180_HUMAN,0.0310470688433804
t37951aep|MPU1_MOUSE,0.0811139699030562
t37948aep|RHG32_XENLA,0.203456030999366
t31829aep|MYO10_HUMAN,0.150598517434656
t31824aep|DNJC5_TETCF,0.209668321996274
t31818aep|DYR_AEDAL,0.0121062775084482
t32425aep|ANXA7_MOUSE,0.235479115355571
t32416aep|COMD8_HUMAN,0.0311269762662242
t32413aep|NTPES_BACSU,0.0717220396305469
t36953aep|RBM26_HUMAN,0.172831705864871
t36938aep|SYT15_HUMAN,0.0115174744760487
t33893aep|MCPI_MELCP,0.371706596181321
t33900aep|SIP2_YEAST,1.27294164341076
t33620aep|SYT7_HUMAN,0.0490132308405129
t36961aep|TRAF4_HUMAN,0.00355470173659136
t31714aep|KLC4_RAT,0.0152497810644276
t31719aep|VATC_MANSE,0.271361663353943
t33183aep|PNKP_HUMAN,0.350969896905942
t33188aep|ADCY9_HUMAN,0.0236896141203539
t37636aep|FAT2_DROME,0.0842392492556831
t37632aep|LGR5_XENTR,0.0152497810644276
t37624aep|VATF_HUMAN,0.0411019923902528
t37637aep|DYHC_HELCR,0.0362914609952651
t36583aep|CSTF3_MOUSE,0.030213417840372
t36573aep|LTBP4_HUMAN,0.00596365780319684
t36580aep|S39AD_DANRE,0.242226131724151
t34754aep|FXC2B_XENLA,0.407095007486144
t34760aep|QORL1_MOUSE,0.0396705373600257
t34764aep|RSU1_BOVIN,0.0902852844841093
t38683aep|H10A_XENLA,0.0661606480405134
t38674aep|S7A14_HUMAN,0.0106248298204446
t38670aep|RADI_BOVIN,0.0682925128350286
t38686aep|PIF1_PSYWF,0.0152497810644276
t38672aep|SHL2_ORYSJ,0.0152497810644276
t38680aep|PGAP3_XENTR,0.0475406142008782
t32838aep|RASLC_DANRE,0.515907066240737
t32852aep|NPC2_DROME,0.0389376717203336
t32851aep|STX18_HUMAN,0.0412242287723767
