t37645aep|CP4V2_MOUSE,0.140983438833737
t31618aep|DTBP1_CHICK,0.0204687761220996
t34453aep|RIFK_DROME,0.0139074122938151
t34446aep|VIAAT_XENLA,0.0121615523208136
t34450aep|KCNH5_MOUSE,0.0121615523208136
t36334aep|DOCK3_HUMAN,0.0986211407000134
t36329aep|FGOP2_CHICK,0.0511898979285241
t35904aep|DDAC_ENTAG,0.135929238543291
t35900aep|RHCG_XENTR,0.032251726941235
t35903aep|S35E3_DANRE,0.0102697100737675
t35908aep|CAF1A_CHICK,0.00623481689208377
t32664aep|AQP9_HUMAN,0.710459547260862
t31833aep|BP10_PARLI,0.0498554831637508
t31838aep|STXB1_RAT,0.0165705861875943
t38104aep|B3GN4_HUMAN,0.00245624326745845
t38118aep|AGRIN_MOUSE,0.17920575613331
t33743aep|EXOC7_RAT,0.044836790334302
t33739aep|RPP14_MOUSE,0.00173421385306214
t33741aep|IFT20_DANRE,0.00838082113786213
t33735aep|DHB11_RAT,0.0299391851324051
t32686aep|MRP1_CHICK,0.26860198341397
t32685aep|RN146_XENTR,0.00602344405422945
t32696aep|OTOF_DANRE,0.0364892813253542
t32693aep|S27A4_HUMAN,0.0374682335372417
t32687aep|RAB23_HUMAN,0.0816014849631324
t32691aep|PP14C_RAT,0.0166981330186716
t35871aep|NOD1_MOUSE,0.0121615523208136
t35860aep|KIF3A_MACFA,0.104718523792481
t35866aep|MEL2A_DANRE,0.0750514843848017
t35872aep|NAPEP_BOVIN,0.272912211669252
t35870aep|STK10_CHICK,0.0130218236985415
t35862aep|MEGF6_HUMAN,0.00245624326745845
t35857aep|PKD2_ORYLA,0.0121615523208136
t35356aep|CASP8_RAT,0.0411951024168599
t35353aep|B4GA1_DANRE,0.0336636804967383
t33691aep|ABCB2_DICDI,0.0243246503568872
t37371aep|IDI1_BOVIN,0.0530347694459968
t37381aep|RPAC2_BOVIN,0.0221122422549557
t37375aep|TC3A_CAEEL,0.0121615523208136
t32310aep|LSM1_HUMAN,0.052684445201742
t32305aep|PPCT_MOUSE,0.0157179049822953
t32304aep|SWT15_VITVI,0.0221341404911857
t33470aep|PGBD3_HUMAN,0.0121615523208136
t33080aep|KIF17_HUMAN,0.0260662263566545
t38021aep|YD286_MOUSE,0.079662044861059
t32812aep|TCB2_CAEBR,0.0121615523208136
t32819aep|T106C_HUMAN,0.314664069264463
t35726aep|SO4C1_RAT,0.118408546793197
t35979aep|ECI1_RAT,0.0500154041583799
t35994aep|MLRP2_ACRMI,0.91703866639281
t35988aep|CIA30_DROME,0.00657868223836394
t35984aep|DYH6_HUMAN,0.0402110999645132
t31647aep|PPT1_HUMAN,0.650936895251502
t38633aep|DRG1_XENLA,0.0144441931770667
t38636aep|ALG3_HUMAN,0.0345003339424549
t38648aep|TM175_CHICK,0.0121615523208136
t34435aep|IMPTB_XENTR,0.0300058049925018
t34431aep|RSPH1_HUMAN,0.710692437487462
t34436aep|XRN1_HUMAN,0.0703577241140711
t34429aep|PP4C_XENTR,0.0471458194829351
t31844aep|TLL1_DANRE,0.250641266422815
t31849aep|TYPH_RAT,0.0513780397534882
t34802aep|PISD_CRIGR,0.0283614853308967
t34790aep|TWF1_HUMAN,0.194643378262235
t32481aep|GUAA_RAT,0.0696753466121088
t32473aep|RB18B_DANRE,0.0268119694624277
t31227aep|SYCP2_RAT,0.0121615523208136
t36653aep|DOHH_RAT,0.0121615523208136
t36650aep|ANKK1_MOUSE,0.0544954236961235
t37814aep|CC105_BOVIN,0.10589011407436
t32266aep|GGT1_PIG,0.0600492896569108
t32269aep|FSTL1_BOVIN,0.988328796640096
t32263aep|IF172_DANRE,0.0149749011074801
t35087aep|CJ076_XENLA,0.0504108263531552
t35075aep|COMD6_MOUSE,0.130292310073213
t35552aep|DTL_CHICK,0.00655744678171044
t35556aep|M4K2_HUMAN,0.0692038947068585
t35545aep|KLC4_MOUSE,0.0243246503568872
t36387aep|NPHP3_HUMAN,0.0243246503568872
t35409aep|BTBD7_HUMAN,0.0121615523208136
t35401aep|LIN52_DANRE,0.0339663692732624
t35403aep|MYPN_MOUSE,0.0121615523208136
t35408aep|NK2R_RAT,0.121683567779545
t33710aep|SEC_ARATH,0.0364892813253542
t33695aep|GID8_NEMVE,0.0568671152683451
t35845aep|TIM9_MOUSE,0.0384179782577774
t35851aep|OPSD1_MIZYE,0.126150026453954
t35848aep|MS3L1_PONAB,0.0704560532990927
t35217aep|CEBPB_CHICK,0.0771307859333224
t37320aep|CO6A6_HUMAN,0.125308760147506
t37312aep|UBC12_SCHPO,0.0151591775489594
t36969aep|CISD3_HUMAN,0.0574718399335007
t32622aep|MK14_CANLF,0.0243776546267946
t32623aep|F1142_BOVIN,0.034533359431684
t32633aep|MED16_XENTR,0.0410295150395113
t32616aep|FBN1_BOVIN,0.00881499715908682
t33656aep|CRYAB_BOVIN,0.0250571724808501
t33645aep|TLR1_DROME,0.213951348632041
t33641aep|AT5F1_BOVIN,0.078063705534187
t33657aep|TM243_BOVIN,0.115142099049053
t33648aep|KPCD3_HUMAN,0.0438657491843677
t33644aep|CC180_HUMAN,0.0206366432837607
t33650aep|DUS22_HUMAN,0.0616569402460055
t37951aep|MPU1_MOUSE,0.0271153869716223
t37954aep|DYH10_HUMAN,0.0121615523208136
t37961aep|NRDC_MOUSE,0.06931972471323
t37948aep|RHG32_XENLA,0.113047976910331
t31829aep|MYO10_HUMAN,0.0838758239654811
t31817aep|AKR1_YARLI,0.0364892813253542
t32418aep|TSEAR_HUMAN,0.0121615523208136
t32420aep|RPE_HUMAN,0.112628710454209
t32425aep|ANXA7_MOUSE,0.0309087744606705
t32422aep|UTP11_MOUSE,0.0621588610134578
t32416aep|COMD8_HUMAN,0.187239220840081
t32413aep|NTPES_BACSU,0.0612423638104575
t36940aep|ROP1L_XENLA,0.00257871228601406
t36953aep|RBM26_HUMAN,0.302273607072935
t36948aep|RM54_HUMAN,0.0733335139115414
t36938aep|SYT15_HUMAN,0.027708011452007
t33893aep|MCPI_MELCP,0.385331126159261
