t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0.110138956703849
t31628aep|TSP1_BOVIN,0.00462495124398297
t31619aep|ABCA2_HUMAN,0.00926156590879852
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,-0.0652668500913217
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.0306669156077909
t34456aep|TAF3_CHICK,-0.104458385316132
t34453aep|RIFK_DROME,-0.00683150566110392
t34451aep|RSGI5_CLOTH,0.00462495124398297
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0.00462495124398297
t36334aep|DOCK3_HUMAN,-0.0100607904416436
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0.00926156590879852
t36336aep|CEP76_PONAB,-0.0469049784702599
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.0787743676543615
t36337aep|CRYAB_BOVIN,-0.185869840776469
t35904aep|DDAC_ENTAG,0.110138956703849
t35900aep|RHCG_XENTR,-0.0478597055779931
t35903aep|S35E3_DANRE,0.0891228612595041
t35908aep|CAF1A_CHICK,0.0364776230214046
t32664aep|AQP9_HUMAN,0.749513195001185
t32662aep|SERB_BOVIN,-0.0589059419306844
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,-0.00591739134153808
t31838aep|STXB1_RAT,0.102117422315468
t38104aep|B3GN4_HUMAN,-0.00508035780937207
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,-0.0451703476944366
t38118aep|AGRIN_MOUSE,0.097013595777068
t38103aep|PTSS1_DANRE,-0.0106395373051259
t38117aep|SAXO1_RAT,-0.0222170896147644
t33743aep|EXOC7_RAT,-0.00754616650829144
t33739aep|RPP14_MOUSE,0.0250106083005084
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,-0.0394563448451384
t33735aep|DHB11_RAT,0.035164259009661
t32686aep|MRP1_CHICK,0.353610038117214
t32685aep|RN146_XENTR,0.0458103755883269
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,-0.0771154430147713
t32693aep|S27A4_HUMAN,-0.0585077435383169
t32687aep|RAB23_HUMAN,-0.0393610260876759
t32691aep|PP14C_RAT,0.0414434863530138
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0.00926156590879852
t35860aep|KIF3A_MACFA,0.00527808078182016
t35866aep|MEL2A_DANRE,0.0588074193728065
t35863aep|SSPO_CHICK,0.00779454073471188
t35872aep|NAPEP_BOVIN,0.321832988943134
t35870aep|STK10_CHICK,-0.0357289599027892
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,-0.00931441890935751
t35862aep|MEGF6_HUMAN,0.0445880258914032
t35855aep|MIPEP_PONAB,-0.0253264720626451
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.0120461360120012
t35353aep|B4GA1_DANRE,-0.00865919675908686
t33691aep|ABCB2_DICDI,0.0542933349447585
t37371aep|IDI1_BOVIN,-0.0233128279301554
t37374aep|VWDE_HUMAN,0.00462495124398297
t37381aep|RPAC2_BOVIN,-0.0137043116072143
t37368aep|PEX10_MOUSE,-0.0458256920584142
t37380aep|CBL_MOUSE,0.0478060521317907
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,-0.0167690647547654
t32310aep|LSM1_HUMAN,-0.102812022291057
t32305aep|PPCT_MOUSE,-0.00501303457040331
t32304aep|SWT15_VITVI,-0.0572265957278472
t33480aep|MSRB_METBF,0.135296889871591
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,-0.0725040892016246
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0.00926156590879852
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,-0.00417205303948177
t36728aep|ARL5B_MOUSE,-0.0930090910413762
t33589aep|THAP2_MOUSE,0.0139098358419896
t32812aep|TCB2_CAEBR,0.00462495124398297
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0.0185697527086102
t32819aep|T106C_HUMAN,0.113293488724376
t32810aep|NDUA5_BOVIN,-0.117226348339333
t35726aep|SO4C1_RAT,0.100940504770821
t35724aep|SYF2_DANRE,0.125914314421186
t35979aep|ECI1_RAT,-0.105435423883517
t35981aep|PRPF3_CHICK,-0.165708158652804
t35991aep|FLNC_RAT,-0.0115047699970839
t37010aep|NDUF4_PONAB,-0.0741750763058105
t35994aep|MLRP2_ACRMI,0.596765881623353
t35982aep|NLTP_CHICK,-0.0818511942984664
t35993aep|VATE_DROME,0.14689418812039
t35988aep|CIA30_DROME,-0.0160007632450007
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,0.0101254201272955
t35985aep|DYH6_HUMAN,0
t31651aep|LRRK2_MOUSE,0.00462495124398297
t31647aep|PPT1_HUMAN,0.412266244164878
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,-0.0590591481573825
t38636aep|ALG3_HUMAN,-0.0356686871323844
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,-0.0330839533712841
t37013aep|LAGE3_MOUSE,0.022652226649008
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.0018020123864164
t34431aep|RSPH1_HUMAN,0.686213307673682
t34434aep|S12A8_XENLA,-0.0176258990860653
t34436aep|XRN1_HUMAN,-0.0241177835061675
t34428aep|SPC25_RAT,-0.0402358340596708
t34430aep|RPAP1_BOVIN,-0.0054605289561962
t34429aep|PP4C_XENTR,-0.0212956215064607
t34427aep|ML12B_BOVIN,0.0837428699029678
t31846aep|CEP70_RAT,0.00849984852792705
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,0.0566765809488939
t31849aep|TYPH_RAT,0.0594087825095233
t31847aep|RS2_ICTPU,0.473124648295573
t31848aep|SPCS3_CHICK,0.293689327045167
t34798aep|APH1_DROME,0.0177201607390955
t34802aep|PISD_CRIGR,-0.0110323813061326
t34796aep|PCMD2_BOVIN,-0.0141422149968234
