t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0.265763755544118
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0.00842599486837041
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.0410246344305262
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,-0.039691850745116
t34456aep|TAF3_CHICK,-0.100266723120799
t34453aep|RIFK_DROME,0.115370377588206
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,0.0817965324868728
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,-0.0103172208305795
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,0.0273602643920463
t36337aep|CRYAB_BOVIN,0.123173471144676
t35904aep|DDAC_ENTAG,0.0168480653236363
t35900aep|RHCG_XENTR,-0.0225934695573617
t35903aep|S35E3_DANRE,0.0259764075754361
t35908aep|CAF1A_CHICK,-0.0113440435399846
t32664aep|AQP9_HUMAN,0.725756981319914
t32662aep|SERB_BOVIN,-0.0158203038371056
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.00250860352683211
t31838aep|STXB1_RAT,0.150113235541841
t38104aep|B3GN4_HUMAN,-0.00127931418498477
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0.00842599486837041
t38110aep|P2R3C_HUMAN,-0.000315438267901635
t38118aep|AGRIN_MOUSE,0.38472279668814
t38103aep|PTSS1_DANRE,0.0147655569605362
t38117aep|SAXO1_RAT,-0.0171173366745832
t33743aep|EXOC7_RAT,0.075822471503426
t33739aep|RPP14_MOUSE,-0.0774554432538698
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,-0.0599339959750822
t33735aep|DHB11_RAT,0.0760679947384622
t32686aep|MRP1_CHICK,1.23900155254224
t32685aep|RN146_XENTR,0.00633379571170622
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,-0.185403789055476
t32693aep|S27A4_HUMAN,0.0838837795556709
t32687aep|RAB23_HUMAN,0.404842845702122
t32691aep|PP14C_RAT,0.0905567739606882
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0.100858265349256
t35860aep|KIF3A_MACFA,0.0928122031355222
t35866aep|MEL2A_DANRE,0.00328874136165879
t35863aep|SSPO_CHICK,0.00607285334973788
t35872aep|NAPEP_BOVIN,0.301330377140219
t35870aep|STK10_CHICK,0.399888089995664
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,-0.0306184325371848
t35862aep|MEGF6_HUMAN,0.0827688024825484
t35855aep|MIPEP_PONAB,0.0252791510789974
t35857aep|PKD2_ORYLA,0.00842599486837041
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,0.00738127070554961
t35353aep|B4GA1_DANRE,-0.022480499708689
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,0.0108548748104177
t37374aep|VWDE_HUMAN,0.00842599486837041
t37381aep|RPAC2_BOVIN,-0.0032660838251309
t37368aep|PEX10_MOUSE,-0.0968021920951684
t37380aep|CBL_MOUSE,-0.0115902899076569
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,0.0422861753724061
t32310aep|LSM1_HUMAN,0.0890622330454699
t32305aep|PPCT_MOUSE,0.00915344831789954
t32304aep|SWT15_VITVI,-0.0414416986073294
t33480aep|MSRB_METBF,0.11713476700797
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0.00842599486837041
t33080aep|KIF17_HUMAN,-0.228374955336705
t33084aep|TXIP1_MOUSE,0.00842599486837041
t33085aep|TXIP1_HUMAN,0
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,0.00534236334973883
t36728aep|ARL5B_MOUSE,0.0704028029689273
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0.0168480653236363
t32819aep|T106C_HUMAN,0.256548922255279
t32810aep|NDUA5_BOVIN,-0.259865918113302
t35726aep|SO4C1_RAT,0.146477339726543
t35724aep|SYF2_DANRE,-0.274809008122124
t35979aep|ECI1_RAT,0.0226764062638513
t35981aep|PRPF3_CHICK,-0.108075750782338
t35991aep|FLNC_RAT,0.0488231102128013
t37010aep|NDUF4_PONAB,-0.0610171251468106
t35994aep|MLRP2_ACRMI,0.594864269851664
t35982aep|NLTP_CHICK,-0.175946904233299
t35993aep|VATE_DROME,-0.238222335625603
t35988aep|CIA30_DROME,-0.0130625337633539
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,0.0252361988570331
t35985aep|DYH6_HUMAN,0
t31651aep|LRRK2_MOUSE,0
t31647aep|PPT1_HUMAN,0.932246938645428
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,-0.0502600037600351
t38636aep|ALG3_HUMAN,-0.0485824418642377
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,0.0018011524455754
t37013aep|LAGE3_MOUSE,-0.150418994223077
t38648aep|TM175_CHICK,0
