t37645aep|CP4V2_MOUSE,0.00658871519717193
t31628aep|TSP1_BOVIN,0.0131934537028812
t31619aep|ABCA2_HUMAN,0.00658871519717193
t36340aep|AT1A_HYDVU,0.00658871519717193
t36336aep|CEP76_PONAB,0.000200298185067103
t35904aep|DDAC_ENTAG,0.00658871519717193
t35900aep|RHCG_XENTR,0.287895174150455
t35908aep|CAF1A_CHICK,0.0485697602851725
t32664aep|AQP9_HUMAN,0.00474912112156624
t38104aep|B3GN4_HUMAN,0.441959212961486
t32696aep|OTOF_DANRE,0.00658871519717193
t32692aep|GPTC4_XENTR,0.086502136980137
t32693aep|S27A4_HUMAN,0.00664831105624638
t32687aep|RAB23_HUMAN,0.00730739738893036
t32691aep|PP14C_RAT,0.00114616328133578
t32688aep|CPT2_MOUSE,0.272158028079314
t35863aep|SSPO_CHICK,0.00241824172898266
t35872aep|NAPEP_BOVIN,0.0393501985253286
t35870aep|STK10_CHICK,0.000575568813692797
t35857aep|PKD2_ORYLA,0.00658871519717193
t33691aep|ABCB2_DICDI,0.00658871519717193
t37380aep|CBL_MOUSE,0.179393618188437
t33480aep|MSRB_METBF,0.127679844251114
t33473aep|THAP1_DANRE,0.00658871519717193
t38021aep|YD286_MOUSE,0.038359185374767
t32809aep|TRPA1_HUMAN,0.00658871519717193
t32810aep|NDUA5_BOVIN,0.12291233384195
t35726aep|SO4C1_RAT,0.0945567107612134
t35724aep|SYF2_DANRE,0.505073756191872
t35991aep|FLNC_RAT,0.191252982130572
t35982aep|NLTP_CHICK,0.262663264809287
t35993aep|VATE_DROME,0.470126409951019
t35989aep|M2K3_ARATH,0.00658871519717193
t31651aep|LRRK2_MOUSE,0.00658871519717193
t31647aep|PPT1_HUMAN,0.0123736458241931
t37013aep|LAGE3_MOUSE,0.0962168815298418
t34427aep|ML12B_BOVIN,0.182308474047848
t31846aep|CEP70_RAT,0.00653004992918605
t31842aep|TERA_XENLA,0.0448662079874467
t31849aep|TYPH_RAT,0.00483665663747537
t31847aep|RS2_ICTPU,0.551206346641074
t31848aep|SPCS3_CHICK,0.235847302915128
t34798aep|APH1_DROME,0.00806479415848649
t34790aep|TWF1_HUMAN,0.215652464639968
t32473aep|RB18B_DANRE,0.0046073993296503
t32475aep|WHITE_DROME,0.054429966324644
t31220aep|P52K_HUMAN,0.0131934537028812
t31230aep|UNC89_CAEEL,0.00658871519717193
t31231aep|UNC89_CAEEL,0.0198141810302627
t36663aep|AA2AR_CANLF,0.00658871519717193
t37818aep|EF1A_HYDVU,0.0906508799310612
t32256aep|P5CR1_BOVIN,0.343885397787896
t32265aep|SYD1_CAEEL,0.0100942516794482
