t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,-0.173378481601993
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,-0.178665546654603
t34456aep|TAF3_CHICK,-0.0405906298396538
t34453aep|RIFK_DROME,0.0350755449678453
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0.0276293361580071
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,-0.0304771037033503
t36327aep|RAD21_SCHPO,0.0276293361580071
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,-0.0608148143122495
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.0389710663130066
t36337aep|CRYAB_BOVIN,0.292143171398174
t35904aep|DDAC_ENTAG,0.0276293361580071
t35900aep|RHCG_XENTR,-0.0478597055779931
t35903aep|S35E3_DANRE,0.180722506899789
t35908aep|CAF1A_CHICK,-0.0667574286369801
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,-0.00445813444289016
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,4.73068566793948
t31838aep|STXB1_RAT,-0.15244937160505
t38104aep|B3GN4_HUMAN,-0.00970530905335521
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0.0276293361580071
t38110aep|P2R3C_HUMAN,-0.0560211002813398
t38118aep|AGRIN_MOUSE,0.105366992249052
t38103aep|PTSS1_DANRE,-0.0790992541807217
t38117aep|SAXO1_RAT,0.943392395127885
t33743aep|EXOC7_RAT,0.0286030389735474
t33739aep|RPP14_MOUSE,-0.0477648922133415
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.00520916281494908
t33735aep|DHB11_RAT,0.018740784796149
t32686aep|MRP1_CHICK,-0.154008716677528
t32685aep|RN146_XENTR,-0.135035439487311
t32696aep|OTOF_DANRE,0.0276293361580071
t32692aep|GPTC4_XENTR,-0.135463400606141
t32693aep|S27A4_HUMAN,-0.0384407049381307
t32687aep|RAB23_HUMAN,-0.0743695907964546
t32691aep|PP14C_RAT,0.0229994875340035
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,0.159370719499557
t35866aep|MEL2A_DANRE,-0.0748429040484998
t35863aep|SSPO_CHICK,0.631798138398203
t35872aep|NAPEP_BOVIN,0.00710719053439944
t35870aep|STK10_CHICK,-0.283058775099939
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,-0.0895188407366356
t35862aep|MEGF6_HUMAN,-0.00970530905335521
t35855aep|MIPEP_PONAB,-0.0444704858013325
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.0133566662142198
t35353aep|B4GA1_DANRE,-0.0116992288743183
t33691aep|ABCB2_DICDI,0.0276293361580071
t37371aep|IDI1_BOVIN,-0.0171427343735221
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,-0.146055634126798
t37368aep|PEX10_MOUSE,0.0125254311742172
t37380aep|CBL_MOUSE,-0.249489201761877
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,-0.0658990601448945
t32310aep|LSM1_HUMAN,-0.0790972995961161
t32305aep|PPCT_MOUSE,0.0490536965501354
t32304aep|SWT15_VITVI,0
t33480aep|MSRB_METBF,-0.143282990837754
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,0.0529496342698694
t33084aep|TXIP1_MOUSE,0.0549567870611599
t33085aep|TXIP1_HUMAN,0.0276293361580071
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,-0.0622149230769459
t36728aep|ARL5B_MOUSE,-0.111627426447206
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0
t32819aep|T106C_HUMAN,0.117836938466511
t32810aep|NDUA5_BOVIN,-0.170894702335216
t35726aep|SO4C1_RAT,0
t35724aep|SYF2_DANRE,0.556966510913064
t35979aep|ECI1_RAT,-0.152847544220745
t35981aep|PRPF3_CHICK,-0.211755031331278
t35991aep|FLNC_RAT,-0.0115047699970839
t37010aep|NDUF4_PONAB,-0.0355550161226705
t35994aep|MLRP2_ACRMI,-0.0423492449469329
t35982aep|NLTP_CHICK,-0.283836609747774
t35993aep|VATE_DROME,-0.81680778410121
t35988aep|CIA30_DROME,-0.0299105990869903
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,-0.00844433258131474
t35985aep|DYH6_HUMAN,0
t31651aep|LRRK2_MOUSE,0.0549567870611599
t31647aep|PPT1_HUMAN,-0.10771034223468
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,-0.0863240389442428
t38636aep|ALG3_HUMAN,-0.0595538976790827
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,-0.0704096698248644
t37013aep|LAGE3_MOUSE,-0.0917602590205358
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,-0.00318795028912879
t34431aep|RSPH1_HUMAN,0.721149032245524
t34434aep|S12A8_XENLA,0.0973727471731072
t34436aep|XRN1_HUMAN,-0.144649507406431
t34428aep|SPC25_RAT,0.0752732984065972
t34430aep|RPAP1_BOVIN,-0.0427862454097765
t34429aep|PP4C_XENTR,-0.260655518228783
t34427aep|ML12B_BOVIN,-0.0449084303718369
t31846aep|CEP70_RAT,0.0314382015301552
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,-0.0662605602255658
t31849aep|TYPH_RAT,-0.0216142057755755
t31847aep|RS2_ICTPU,-0.574949553443364
t31848aep|SPCS3_CHICK,0.0544991441630797
t34798aep|APH1_DROME,-0.00752747402702263
t34802aep|PISD_CRIGR,-0.0202939472149311
t34796aep|PCMD2_BOVIN,-0.0171822471120548
t34792aep|PTH2_BOVIN,0.0320669538352369
t34790aep|TWF1_HUMAN,-0.0652262866158927
t32481aep|GUAA_RAT,-0.140271722160693
t32473aep|RB18B_DANRE,0.0331133239777595
t32475aep|WHITE_DROME,-0.00544237782429253
t32469aep|CO6A4_MOUSE,0.0276293361580071
t32470aep|LYRM2_MOUSE,-0.079881497087428
t31220aep|P52K_HUMAN,0.0276293361580071
t31227aep|SYCP2_RAT,0
t31225aep|RT35_BOVIN,-0.255433374513353
t31230aep|UNC89_CAEEL,0
t31231aep|UNC89_CAEEL,0
t36653aep|DOHH_RAT,0
t36650aep|ANKK1_MOUSE,-0.0428395661879803
