t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0.00717828539025504
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.0645889273901317
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.236630915750329
t34456aep|TAF3_CHICK,0.04446598150763
t34453aep|RIFK_DROME,-0.0180439092956133
t34451aep|RSGI5_CLOTH,0.00717828539025504
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0.00717828539025504
t36334aep|DOCK3_HUMAN,-0.0127019242010184
t36327aep|RAD21_SCHPO,0.00717828539025504
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.0239605541096842
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,0.0594735695055434
t36337aep|CRYAB_BOVIN,0.161527367639112
t35904aep|DDAC_ENTAG,0.00717828539025504
t35900aep|RHCG_XENTR,0.599694120310615
t35903aep|S35E3_DANRE,0.0378655013530273
t35908aep|CAF1A_CHICK,0.0876018419446905
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,0.0289778761666563
t31832aep|P52K_HUMAN,0.00717828539025504
t31833aep|BP10_PARLI,-0.00591739134153808
t31838aep|STXB1_RAT,-0.045199973327973
t38104aep|B3GN4_HUMAN,0.393355612311293
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.0490676658638352
t38118aep|AGRIN_MOUSE,0.0110088821319287
t38103aep|PTSS1_DANRE,0.0978086231378748
t38117aep|SAXO1_RAT,-0.0566563729520058
t33743aep|EXOC7_RAT,0.162299386592646
t33739aep|RPP14_MOUSE,0.070323323202644
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.0532775017473221
t33735aep|DHB11_RAT,0.0568081543255099
t32686aep|MRP1_CHICK,-0.139961372936152
t32685aep|RN146_XENTR,-0.119740962218168
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,0.0664269947245562
t32693aep|S27A4_HUMAN,-0.000516139374074049
t32687aep|RAB23_HUMAN,0.0391817782380006
t32691aep|PP14C_RAT,-0.00610089215445975
t32688aep|CPT2_MOUSE,0.11800669872718
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,-0.133611159746059
t35866aep|MEL2A_DANRE,0.111072293951231
t35863aep|SSPO_CHICK,-0.00359692658364353
t35872aep|NAPEP_BOVIN,0.0156335420798988
t35870aep|STK10_CHICK,-0.0698935156322106
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,0.116139249451796
t35862aep|MEGF6_HUMAN,-0.00252702366310015
t35855aep|MIPEP_PONAB,0.0655975656591227
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,0.0358571868901208
t35353aep|B4GA1_DANRE,0.00842575322208269
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,0.0149416750727839
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,0.127889157861838
t37368aep|PEX10_MOUSE,0.214451531536066
t37380aep|CBL_MOUSE,0.0242271110175699
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,0.0828096059611551
t32310aep|LSM1_HUMAN,0.0561442671177434
t32305aep|PPCT_MOUSE,-0.011323321787957
t32304aep|SWT15_VITVI,0.0168625207187414
t33480aep|MSRB_METBF,0.0860752297363955
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,0.268548837535467
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,0.0294939978585037
t36728aep|ARL5B_MOUSE,0.0554710107454635
t33589aep|THAP2_MOUSE,0.00717828539025504
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0.0143830323154295
t32809aep|TRPA1_HUMAN,0.00717828539025504
t32819aep|T106C_HUMAN,-0.0452270739124977
t32810aep|NDUA5_BOVIN,0.305966996216154
t35726aep|SO4C1_RAT,0.101856998823063
t35724aep|SYF2_DANRE,0.256657942953309
t35979aep|ECI1_RAT,0.0287460881392514
t35981aep|PRPF3_CHICK,0.273095731385843
t35991aep|FLNC_RAT,0.35172259563333
t37010aep|NDUF4_PONAB,0.0320617426865549
t35994aep|MLRP2_ACRMI,-0.035170959556678
t35982aep|NLTP_CHICK,0.232006959081287
t35993aep|VATE_DROME,0.646256708354356
t35988aep|CIA30_DROME,0.0548647693349436
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,0.00593869973411489
t35985aep|DYH6_HUMAN,0.00717828539025504
t31651aep|LRRK2_MOUSE,0.00717828539025504
t31647aep|PPT1_HUMAN,-0.0155582367209158
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,0.44017489008851
t38636aep|ALG3_HUMAN,0.0696582616587231
t38647aep|RAP1_CAEEL,0.0361556877035065
t38646aep|PARG_BOVIN,0.0174680647334971
t37013aep|LAGE3_MOUSE,0.328103062239108
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.0390712265202815
t34431aep|RSPH1_HUMAN,-0.0414232457753863
t34434aep|S12A8_XENLA,0.0325314372559623
t34436aep|XRN1_HUMAN,0.21401336450206
t34428aep|SPC25_RAT,0.10288639498051
t34430aep|RPAP1_BOVIN,0.0601040990507481
t34429aep|PP4C_XENTR,0.37708222536759
t34427aep|ML12B_BOVIN,0.0360459824298209
t31846aep|CEP70_RAT,0.034222345838421
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,0.400655355522059
t31849aep|TYPH_RAT,0
t31847aep|RS2_ICTPU,0.314426210552558
t31848aep|SPCS3_CHICK,0.0424094219031499
t34798aep|APH1_DROME,0
t34802aep|PISD_CRIGR,0.0378712347445297
t34796aep|PCMD2_BOVIN,-0.0159398134198527
t34792aep|PTH2_BOVIN,0.0763053977355054
t34790aep|TWF1_HUMAN,0.12067480273539
t32481aep|GUAA_RAT,0.318024932688568
t32473aep|RB18B_DANRE,0.0143122246201061
t32475aep|WHITE_DROME,0.0496638047052968
t32469aep|CO6A4_MOUSE,0.00717828539025504
t32470aep|LYRM2_MOUSE,0.018644717447809
t31220aep|P52K_HUMAN,0
t31227aep|SYCP2_RAT,0.00717828539025504
t31225aep|RT35_BOVIN,0.284272534676489
t31230aep|UNC89_CAEEL,0
t31231aep|UNC89_CAEEL,0.0143830323154295
t36653aep|DOHH_RAT,0
t36650aep|ANKK1_MOUSE,0.0165793360628459
t36663aep|AA2AR_CANLF,0
