t37645aep|CP4V2_MOUSE,0.310657290320836
t37459aep|RTBS_DROME,0.00748702008367106
t36604aep|LANC3_MOUSE,0.0182748247835254
t36593aep|THAP4_BOVIN,0.00748702008367106
t36591aep|ZMYM1_HUMAN,0.0079265208226092
t36606aep|TBD_CANLF,0.0262250659457253
t36612aep|ERIC3_HUMAN,0.0273797951380049
t34689aep|RAB14_PONAB,0.171266943266084
t34694aep|PGBD4_HUMAN,0.00748702008367106
t34695aep|SORCN_SCHJA,0.0149909628479461
t32283aep|PPBT_CHICK,0.92976615615542
t32296aep|HSP70_HYDVU,0.357978994950614
t32293aep|PKHM2_HUMAN,0.0377116989607591
t32275aep|CAN5_MOUSE,0.017697920837152
t32278aep|TRM2A_HUMAN,0.000307546529965916
t32280aep|5HTR_LYMST,0.0210616205467704
t32909aep|F228B_MOUSE,0.0430063911774701
t32902aep|AFAD_HUMAN,0.0786770178233705
t32901aep|APBP2_RAT,0.0535850762969718
t32931aep|OCTL_DROME,0.0136170707426842
t32343aep|GRT1A_DANRE,0.142493164266311
t32349aep|CRJ1A_TRICY,0.0637032354888684
t32332aep|EXSA_BACCE,0.00748702008367106
t32897aep|CASP2_CHICK,0.0287094794863445
t32893aep|TNG2_BOVIN,0.0545257976012801
t32895aep|RMR2_ORYSJ,0.000930512864134653
t32872aep|AMPN_RABIT,1.1832863905856
t32869aep|ZMYM1_HUMAN,0.00748702008367106
t32887aep|TOPB1_HUMAN,0.0078763541257102
t37681aep|NFX1_BOVIN,0.110981460269045
t37698aep|S18B1_MOUSE,0.0783437897787288
t37694aep|THAP9_HUMAN,0.0149909628479461
t37699aep|AGTRB_MOUSE,0.00748702008367106
t37695aep|ANPRA_MOUSE,0.0187940159672597
t33213aep|CEP44_XENTR,0.0066980009042765
t33223aep|ZMYM1_HUMAN,0.0149909628479461
t33222aep|ENPP4_XENTR,0.00748702008367106
t33214aep|EXOS1_HUMAN,0.0243089434336364
t33843aep|Y2R2_DROME,0.00748702008367106
t33844aep|RTJK_DROME,0.00748702008367106
t33855aep|RASF2_MOUSE,0.0746277229840675
t33849aep|CATL_SARPE,3.58644411499121
t33858aep|RIMK_SYNPX,0.118113533111313
t33864aep|CNTP5_CANLF,0.147803393827594
t33853aep|RN220_HUMAN,0.108153553663694
t33847aep|NAS15_CAEEL,0.00748702008367106
t33845aep|SEPT2_CHICK,0.00131777961031501
t35773aep|FRIS_LYMST,0.0934269677615813
t35776aep|KLC4_MOUSE,0.120495596168612
t35771aep|RASEF_MOUSE,0.274530030795863
t35781aep|NISCH_HUMAN,0.00947780431022885
t37400aep|AMPP1_PENRW,0.0871068485152292
t37409aep|ATS9_HUMAN,0.00748702008367106
t37422aep|ADA12_MOUSE,0.251275154263353
t37416aep|DEN1A_XENLA,0.0933585529514871
t37417aep|GRM8_RAT,0.0300494168146024
t37413aep|MACF1_HUMAN,0.128160732176301
t37401aep|FNIP1_CHICK,0.0100158455051742
t37427aep|Y2R2_DROME,0.00748702008367106
t37421aep|RIMB1_RAT,0.00227387734986882
t37414aep|KCNB1_PIG,0.00748702008367106
t37420aep|TTLL6_DANRE,0.0239186943281928
t32189aep|NINL_HUMAN,0.00410504844780961
t32210aep|VIAAT_XENTR,0.120460693993095
t32188aep|ZBED4_HUMAN,0.00748702008367106
t32204aep|GON4L_HUMAN,0.0184953152857237
t32206aep|EGL15_CAEEL,0.0523813451146897
t32191aep|TC1A_CAEEL,0.00748702008367106
t32200aep|S35F6_HUMAN,0.330786121025473
t32203aep|GAPD1_BOVIN,0.0803401402817421
t32192aep|MALT1_HUMAN,0.0778547549321405
t38721aep|TC3A_CAEEL,0.00748702008367106
t38720aep|RTKN_HUMAN,0.100058465024696
t38728aep|EPB1B_XENLA,0.0340915115096795
t38731aep|SAC2_DANRE,0.0783287926305347
t38147aep|TCB2_CAEBR,0.00748702008367106
t38166aep|CUBN_HUMAN,0.00748702008367106
t38160aep|P52K_HUMAN,0.0149909628479461
t38157aep|ABH15_MOUSE,0.0759460808402501
t37740aep|SAL_SILAS,0.0301747037118106
t37750aep|ABHD8_BOVIN,0.000577465472300764
t37745aep|USH2A_HUMAN,0.00748702008367106
t37746aep|USH2A_HUMAN,0.00748702008367106
t37739aep|RFC1_HUMAN,0.0848260007291228
t37743aep|WDR87_HUMAN,0.0079316116881653
t33059aep|TIGD1_HUMAN,0.00748702008367106
t33073aep|PMGT1_BOVIN,0.0354433105998116
t32607aep|SMYD4_PONAB,0.289742466126976
t37484aep|HMP_OCEIH,0.488387677268274
t32591aep|ACSF2_MOUSE,0.0451397528689112
t32609aep|OPTN_DANRE,0.607908418531064
t32601aep|CYTSA_DANRE,0.868251474515216
t32589aep|DHDH_XENTR,0.0369211984884196
t35655aep|NPHP3_HUMAN,0.74063590773947
t35677aep|PGDH_HUMAN,1.18059058317734
t35676aep|ANK3_HUMAN,0.00497416002590997
t31393aep|MEC2_CAEEL,0.201609988574735
t31400aep|WDR93_HUMAN,0.089903344069635
t31424aep|CFA57_MOUSE,0.0667549370734826
t31425aep|RTBS_DROME,0.00748702008367106
t31404aep|MOS1T_DROMA,0.00748702008367106
t31407aep|TRF6A_XENLA,0.0292754992151791
t31409aep|TRF6A_XENLA,0.874968596418059
t31408aep|TRF6A_XENLA,0.805583507046804
t31419aep|ISPD_XENTR,0.0319991671671689
t37801aep|FA69C_MOUSE,0.0149909628479461
t37791aep|Y381_RICFE,0.21756005831411
t37797aep|TRI56_MOUSE,0.0771157748024562
t37793aep|TDRD1_DANRE,0.0227115082631536
t37779aep|TRAF3_MOUSE,0.123956046463046
t37803aep|SPNS1_DANRE,0.0817853896970985
t35813aep|GRM3_MACFA,0.00748702008367106
t35805aep|MLP_ACRMI,0.00748702008367106
t35801aep|NOS1_MOUSE,0.00375471349529218
t35803aep|GT2D2_BOVIN,0.00748702008367106
t35793aep|CND1_XENLA,0.00530698800311657
t35823aep|FYCO1_MOUSE,0.0196313685544404
t35799aep|TCB1_CAEBR,0.0149909628479461
t34507aep|SAMD9_HUMAN,0.0042157508740475
t34532aep|TFF3_RAT,0.00748702008367106
t34489aep|PK1L2_MOUSE,0.00748702008367106
t34490aep|PK1L2_MOUSE,0.00139912622689021
t34523aep|K1468_XENTR,0.0149248076033108
t34509aep|RTJK_DROME,0.0225117784535778
t34517aep|ATG9A_PONAB,0.0175639066579101
t34493aep|VPP1_MOUSE,0.382146431472649
t34497aep|CHIT3_DROME,0.147844995557891
t34536aep|NALP7_HUMAN,0.0444419931280773
t34538aep|NAL12_HUMAN,0.173666108810872
t37134aep|TILB_XENTR,0.0489966084801481
t37151aep|ANR28_MOUSE,0.00856327328745203
t37125aep|RTXE_DROME,0.00748702008367106
t37155aep|MRC1_MOUSE,0.0170694006292852
t37168aep|M3K3_HUMAN,0.184213714527132
t37145aep|ZCPW1_HUMAN,0.00242008065659529
t37161aep|CFA69_PAPAN,0.0336210562116275
t37121aep|HMCN1_HUMAN,0.0167435032450228
t36793aep|CUBN_HUMAN,0.0149909628479461
t36805aep|SZT2_MOUSE,0.0149909628479461
t36813aep|KCNQ2_MOUSE,0.00748702008367106
t36774aep|GGT1_RAT,0.0717638736027204
t36788aep|K0100_MOUSE,0.00543101021728586
t36775aep|ANKE1_HUMAN,0.0160184852897733
t36802aep|LRK1_CAEEL,0.197429359660878
t36783aep|TC1A_CAEEL,0.0149909628479461
t36771aep|TM175_DANRE,0.467085869793925
t36785aep|PGBD4_HUMAN,0.0149909628479461
t31809aep|KPCA_RAT,0.0494017927301839
t31783aep|DMBT1_RABIT,0.00566377334652663
t31812aep|ARHGI_MOUSE,0.148677068357449
t31788aep|PRKDC_XENLA,0.0181038227465671
t31786aep|NPHP3_HUMAN,0.00748702008367106
t31804aep|P53_TETMU,0.00748702008367106
t31796aep|GTSF1_BOVIN,0.0240775006629827
t36091aep|F166B_XENTR,0.159101212136218
t36111aep|P20D2_MOUSE,0.0482066487620781
t36126aep|RTXE_DROME,0.00748702008367106
t36128aep|CAH2_TRIHK,0.362103328844006
t36133aep|FA5_PIG,0.00748702008367106
t36093aep|ZN862_HUMAN,0.00079702118917005
t36104aep|SDK1_HUMAN,0.192219978574802
t36094aep|ZN622_MOUSE,0.0202711496077014
t31315aep|FLNA_MOUSE,0.641056599055114
t31314aep|MFSD1_BOVIN,0.0841468573170786
t31332aep|AMACR_MOUSE,0.00327236489818899
t31356aep|OTOF_HUMAN,0.0403249682199317
t31319aep|RTXE_DROME,0.00748702008367106
t31335aep|AT132_HUMAN,0.00748702008367106
t31320aep|NALP7_HUMAN,0.0466592568601788
t31338aep|RTBS_DROME,0.0118744941432177
t31341aep|DNLI3_HUMAN,0.0198866381520432
t31345aep|RAB1B_ARATH,0.412860058355658
t31303aep|AB1IP_CHICK,0.50236122506038
t31318aep|PRKDC_CANLF,0.00748702008367106
t31346aep|MGT4A_RAT,0.113478221686967
t31316aep|ROR1_HUMAN,0.991326590398102
t31326aep|HMCN1_HUMAN,0.0149909628479461
t31333aep|WSDU1_DANRE,0.0937950161701503
t37266aep|HARB1_HUMAN,0.0218240869607946
t37270aep|CUBN_RAT,0.0149909628479461
t37247aep|NAS13_CAEEL,0.00514022004276429
t37310aep|TMC7_HUMAN,0.0163582363145225
t37307aep|SPTCS_HUMAN,0.00867788216337978
t37243aep|PK2L1_MOUSE,0.00076723311014106
t37294aep|RUFY2_MOUSE,0.0350769568675246
t37283aep|GABT_HUMAN,0.264331253520112
t37256aep|PTPRS_RAT,0.0225117784535778
t37258aep|PTPRS_MOUSE,0.0225117784535778
t37257aep|PTPRS_MOUSE,0.0300494168146024
t31485aep|TOR1A_MACFA,0.25478864663097
t31525aep|HOBOT_DROME,0.125983265225643
t31544aep|YVNF_AZOCH,0.00330148679913486
t31534aep|RTXE_DROME,0.00748702008367106
t31547aep|CNTRB_MOUSE,0.000564300963331456
t31545aep|NEK10_MOUSE,0.0665265114042917
t31519aep|PLDX1_MOUSE,0.0158207368232914
t31502aep|FGFR3_CHICK,0.00748702008367106
t34403aep|WDFY3_MOUSE,0.0232957440586345
t34404aep|RTBS_DROME,0.00748702008367106
t34405aep|RTXE_DROME,0.0149909628479461
t34387aep|YDJC_MOUSE,0.00606745380971922
t34391aep|GRDP1_ARATH,0.0687917895395302
t34397aep|ZBED1_HUMAN,0.0420306296644276
t34398aep|ZBED1_HUMAN,0.0149909628479461
t34425aep|ZMYM1_HUMAN,0.014938872821552
t34361aep|QRFPR_HUMAN,0.417890047443389
