t37645aep|CP4V2_MOUSE,0.11827660984212
t31618aep|DTBP1_CHICK,0.0333695799733326
t36970aep|EXOS6_DANRE,0.0911573308690796
t36340aep|AT1A_HYDVU,0.0131654921573853
t36336aep|CEP76_PONAB,0.00495277941942716
t35904aep|DDAC_ENTAG,0.178354563740883
t35903aep|S35E3_DANRE,0.0752974154472346
t35908aep|CAF1A_CHICK,0.0384004609936773
t32664aep|AQP9_HUMAN,0.626362562092867
t32662aep|SERB_BOVIN,0.00507733296667707
t31838aep|STXB1_RAT,0.0296372084646076
t38104aep|B3GN4_HUMAN,0.0111586967718603
t38110aep|P2R3C_HUMAN,0.0280799526150124
t38118aep|AGRIN_MOUSE,0.182637119319987
t33743aep|EXOC7_RAT,0.150105885937008
t33739aep|RPP14_MOUSE,0.0701992534150975
t33735aep|DHB11_RAT,0.00727400133696155
t32686aep|MRP1_CHICK,0.415334397680655
t32685aep|RN146_XENTR,0.0686260748753965
t32687aep|RAB23_HUMAN,0.212030606645364
t32691aep|PP14C_RAT,0.0732005901035009
t35871aep|NOD1_MOUSE,0.0263249402911698
t35860aep|KIF3A_MACFA,0.0979682883126746
t35866aep|MEL2A_DANRE,0.0234757298535839
t35863aep|SSPO_CHICK,0.0155497283172714
t35872aep|NAPEP_BOVIN,0.446824165514161
t35870aep|STK10_CHICK,0.11544882077039
t35862aep|MEGF6_HUMAN,0.0560622846783214
t35353aep|B4GA1_DANRE,0.007841366520738
t32309aep|TM203_HUMAN,0.00235284479839909
t32310aep|LSM1_HUMAN,0.0112578331584038
t32305aep|PPCT_MOUSE,0.0196884067923222
t33480aep|MSRB_METBF,0.148106283064973
t33080aep|KIF17_HUMAN,0.0844243337186579
t33085aep|TXIP1_HUMAN,0.0131654921573853
t38021aep|YD286_MOUSE,0.0218861298194062
t36728aep|ARL5B_MOUSE,0.179905016243985
t32819aep|T106C_HUMAN,0.269562850579733
t35726aep|SO4C1_RAT,0.111428503799505
t37010aep|NDUF4_PONAB,0.0384738787111146
t35994aep|MLRP2_ACRMI,0.762330829842547
t35993aep|VATE_DROME,0.045909211578203
t35989aep|M2K3_ARATH,0.0131654921573853
t35984aep|DYH6_HUMAN,0.0310340694366329
t31647aep|PPT1_HUMAN,0.758689877809908
t38633aep|DRG1_XENLA,0.0502218546808383
t38636aep|ALG3_HUMAN,0.0179746557935673
t37013aep|LAGE3_MOUSE,0.0312153974280908
t34431aep|RSPH1_HUMAN,0.802010411337696
t34430aep|RPAP1_BOVIN,0.00983968894607808
t34429aep|PP4C_XENTR,0.0466714283978617
t34427aep|ML12B_BOVIN,0.0140469700392598
t31846aep|CEP70_RAT,0.0152145711481638
t31842aep|TERA_XENLA,0.204281391174798
t31849aep|TYPH_RAT,0.0441533879561011
t31847aep|RS2_ICTPU,0.0782529070592623
t34798aep|APH1_DROME,0.00328333264349416
t34802aep|PISD_CRIGR,0.0191844548030164
t34792aep|PTH2_BOVIN,0.0435682402366728
t34790aep|TWF1_HUMAN,0.233812641548465
t32481aep|GUAA_RAT,0.167127710660409
t32473aep|RB18B_DANRE,0.0307824712724542
t36653aep|DOHH_RAT,0.0394784020179475
t37814aep|CC105_BOVIN,0.0387556671110106
t37817aep|RS6_BRAFL,0.103458795114636
t37818aep|EF1A_HYDVU,0.141848728365135
t32269aep|FSTL1_BOVIN,1.36855712008376
t32258aep|SHPK_MOUSE,0.0702752168694561
t32263aep|IF172_DANRE,0.0189454029175068
t35085aep|RS30_ORYLA,0.0298763388415414
t35082aep|WASH7_HUMAN,0.0935389789992804
t35075aep|COMD6_MOUSE,0.258120749818494
t35552aep|DTL_CHICK,0.0933904152038859
t35545aep|KLC4_MOUSE,0.0131654921573853
t36397aep|ARMC7_MOUSE,0.0811447164807037
t36392aep|UTP15_HUMAN,0.152773217891963
t36391aep|HETE1_PODAS,0.0131654921573853
t35403aep|MYPN_MOUSE,0.0263249402911698
t35408aep|NK2R_RAT,0.0734522714537339
t33710aep|SEC_ARATH,0.0394784020179475
t33696aep|CNRP1_BOVIN,0.0131654921573853
t35851aep|OPSD1_MIZYE,0.127209362473641
t35853aep|TM175_MOUSE,0.0131654921573853
t35215aep|MTA1_HUMAN,0.00622230806480599
t37320aep|CO6A6_HUMAN,0.0933570667669934
t32622aep|MK14_CANLF,0.0818311730292769
t33645aep|TLR1_DROME,0.0907748573152277
t33641aep|AT5F1_BOVIN,0.243911205137459
t33648aep|KPCD3_HUMAN,0.029408631508159
t33644aep|CC180_HUMAN,0.0962225860892558
t37951aep|MPU1_MOUSE,0.0171168898754218
t37954aep|DYH10_HUMAN,0.0131654921573853
t37948aep|RHG32_XENLA,0.229340203305991
t31829aep|MYO10_HUMAN,0.165905739136577
t31824aep|DNJC5_TETCF,0.253269102221306
t31818aep|DYR_AEDAL,0.0571144745890741
t31817aep|AKR1_YARLI,0.0131654921573853
t32420aep|RPE_HUMAN,0.146987136322752
t32421aep|PCS3_LOTJA,0.07042290582465
t32425aep|ANXA7_MOUSE,0.408854078915017
t32423aep|CADA_STAAR,0.000931108623992895
t32416aep|COMD8_HUMAN,0.342808927617714
t32413aep|NTPES_BACSU,0.169336845493591
t36940aep|ROP1L_XENLA,0.0206590568342306
t36953aep|RBM26_HUMAN,0.265894267960959
t36948aep|RM54_HUMAN,0.148880356957259
t36938aep|SYT15_HUMAN,0.00943318556900641
t33893aep|MCPI_MELCP,0.469552477443618
t33904aep|TFB1M_XENTR,0.0409401583817208
t33900aep|SIP2_YEAST,1.94439417859997
t33907aep|BRAT1_MOUSE,0.0146501406206267
t33627aep|VMP1_DANRE,0.0320148788713213
t33620aep|SYT7_HUMAN,0.0025492506093408
t31719aep|VATC_MANSE,0.434202491857415
t33183aep|PNKP_HUMAN,0.424008833813595
t33188aep|ADCY9_HUMAN,0.145547543807729
t33191aep|ALRA_DICDI,0.0425860280128923
t37636aep|FAT2_DROME,0.0263249402911698
t37632aep|LGR5_XENTR,0.0131654921573853
t37624aep|VATF_HUMAN,0.141134481949066
t37622aep|NEK4_MOUSE,0.0637438877291324
