t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0.0136113579905808
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.0151652286713675
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.57150178232916
t34456aep|TAF3_CHICK,0.0174445808029415
t34453aep|RIFK_DROME,-0.0333043211552419
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,-0.0583132935917007
t36327aep|RAD21_SCHPO,0.0136113579905808
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.0808728373916593
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,0.0967182229111029
t36337aep|CRYAB_BOVIN,-0.211301048664329
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,0.000711844102694477
t35903aep|S35E3_DANRE,0.0178090845949928
t35908aep|CAF1A_CHICK,0.271588189382178
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,-0.00564082726364974
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,-0.00591739134153808
t31838aep|STXB1_RAT,-0.214630389043033
t38104aep|B3GN4_HUMAN,-0.00970530905335521
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0.0136113579905808
t38110aep|P2R3C_HUMAN,0.101278784946112
t38118aep|AGRIN_MOUSE,0.01023720780708
t38103aep|PTSS1_DANRE,0.0136776549755898
t38117aep|SAXO1_RAT,-0.0792007026649315
t33743aep|EXOC7_RAT,0.134082196565011
t33739aep|RPP14_MOUSE,0.142799174808339
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.24377981085047
t33735aep|DHB11_RAT,-0.27060365458825
t32686aep|MRP1_CHICK,-0.144123198360314
t32685aep|RN146_XENTR,-0.253589373405465
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,0.199056305934103
t32693aep|S27A4_HUMAN,-0.0930268131453658
t32687aep|RAB23_HUMAN,-0.184257058192808
t32691aep|PP14C_RAT,-0.0319572995271562
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,-0.0381831715845239
t35866aep|MEL2A_DANRE,0.214033557978711
t35863aep|SSPO_CHICK,0.0028361460166823
t35872aep|NAPEP_BOVIN,-0.0205221456236079
t35870aep|STK10_CHICK,-0.16527405750165
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,0.181558473955476
t35862aep|MEGF6_HUMAN,0.0039060489372256
t35855aep|MIPEP_PONAB,0.061890201217868
t35857aep|PKD2_ORYLA,0.0136113579905808
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.0683134532753795
t35353aep|B4GA1_DANRE,-0.0121546664025184
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,-0.012545255371755
t37374aep|VWDE_HUMAN,0.0136113579905808
t37381aep|RPAC2_BOVIN,0.18698458241438
t37368aep|PEX10_MOUSE,0.46199125634491
t37380aep|CBL_MOUSE,-0.078146987658894
t37375aep|TC3A_CAEEL,0.0136113579905808
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,0.237216118580553
t32310aep|LSM1_HUMAN,-0.0990884245862425
t32305aep|PPCT_MOUSE,-0.0193261695729517
t32304aep|SWT15_VITVI,0.0927769091563116
t33480aep|MSRB_METBF,-0.116534582531604
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,0.432043322292539
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0
