t37645aep|CP4V2_MOUSE,0.120853509411408
t31628aep|TSP1_BOVIN,0.00582828287761268
t31619aep|ABCA2_HUMAN,0.00582828287761268
t31633aep|PREA_SALTY,0.00582828287761268
t31620aep|PTRB_MORLA,0.00582828287761268
t36970aep|EXOS6_DANRE,0.00327397863492094
t34453aep|RIFK_DROME,4.18737262228281e-05
t34450aep|KCNH5_MOUSE,0.00582828287761268
t36334aep|DOCK3_HUMAN,0.0546709441969325
t36332aep|COPG2_ORYSJ,0.00582828287761268
t36340aep|AT1A_HYDVU,0.0292599743417073
t36329aep|FGOP2_CHICK,0.0412282723547459
t35904aep|DDAC_ENTAG,0.30174480226723
t35903aep|S35E3_DANRE,0.132535568465749
t35908aep|CAF1A_CHICK,0.00148666294390298
t32664aep|AQP9_HUMAN,1.1020522742123
t31832aep|P52K_HUMAN,0.0233843156247415
t31838aep|STXB1_RAT,0.0252059839173301
t38104aep|B3GN4_HUMAN,0.00196313669543892
t38110aep|P2R3C_HUMAN,0.035700579610744
t38118aep|AGRIN_MOUSE,0.271386744049261
t38103aep|PTSS1_DANRE,0.0711708248862761
t33743aep|EXOC7_RAT,0.129644948037136
t33739aep|RPP14_MOUSE,0.0100234410870561
t33735aep|DHB11_RAT,0.172297523854789
t32686aep|MRP1_CHICK,0.390447367054817
t32685aep|RN146_XENTR,0.196846617256778
t32687aep|RAB23_HUMAN,0.00419882957107638
t32691aep|PP14C_RAT,0.0457455459984265
t32688aep|CPT2_MOUSE,0.0292599743417073
t35871aep|NOD1_MOUSE,0.082668187468232
t35860aep|KIF3A_MACFA,0.0587945099993728
t35866aep|MEL2A_DANRE,0.0294893933309597
t35863aep|SSPO_CHICK,0.0184847623678089
t35872aep|NAPEP_BOVIN,0.391684731779268
t35870aep|STK10_CHICK,0.021162930508431
t35862aep|MEGF6_HUMAN,0.0610128302718522
t35356aep|CASP8_RAT,0.0153721739014185
t35353aep|B4GA1_DANRE,0.0588532980285493
t33691aep|ABCB2_DICDI,0.0233843156247415
t37371aep|IDI1_BOVIN,0.0162553250189542
t37374aep|VWDE_HUMAN,0.00582828287761268
t37375aep|TC3A_CAEEL,0.00582828287761268
t32310aep|LSM1_HUMAN,0.012739557875671
t32305aep|PPCT_MOUSE,0.0318229884881823
t33473aep|THAP1_DANRE,0.00582828287761268
t33084aep|TXIP1_MOUSE,0.00582828287761268
t33085aep|TXIP1_HUMAN,0.0116684457487941
t36728aep|ARL5B_MOUSE,0.0328452736538406
t32809aep|TRPA1_HUMAN,0.00582828287761268
t32819aep|T106C_HUMAN,0.499823118540677
t32810aep|NDUA5_BOVIN,0.106787113367281
t35726aep|SO4C1_RAT,0.165696623145892
t35979aep|ECI1_RAT,0.0356436081275125
t35994aep|MLRP2_ACRMI,0.694627241257182
t35993aep|VATE_DROME,0.0084337023843369
t35984aep|DYH6_HUMAN,0.0326022849556717
t35985aep|DYH6_HUMAN,0.00582828287761268
t31647aep|PPT1_HUMAN,1.03721423131753
t38636aep|ALG3_HUMAN,0.0180452116058894
t34435aep|IMPTB_XENTR,0.00777951558913381
t34431aep|RSPH1_HUMAN,0.895553034664339
t34436aep|XRN1_HUMAN,0.064055944953883
t34429aep|PP4C_XENTR,0.176599067328979
t34427aep|ML12B_BOVIN,0.0649425684572652
t31846aep|CEP70_RAT,0.0261343490312971
t31842aep|TERA_XENLA,0.114679587466702
t31849aep|TYPH_RAT,0.104272944609753
t31847aep|RS2_ICTPU,0.120175984166101
