t37645aep|CP4V2_MOUSE,0.019143578932453
t31619aep|ABCA2_HUMAN,0.0381784006136209
t36970aep|EXOS6_DANRE,0.25224291857785
t34456aep|TAF3_CHICK,0.0773020832840079
t36336aep|CEP76_PONAB,0.0709756007533752
t36329aep|FGOP2_CHICK,0.0941388348014868
t35900aep|RHCG_XENTR,0.00924679080406836
t35908aep|CAF1A_CHICK,0.0278929415532185
t32664aep|AQP9_HUMAN,0.0106992463511384
t32662aep|SERB_BOVIN,0.0477466808380093
t31833aep|BP10_PARLI,0.0322610092720829
t38104aep|B3GN4_HUMAN,0.556171679925153
t38110aep|P2R3C_HUMAN,0.111988919827892
t38103aep|PTSS1_DANRE,0.0530880715795131
t33739aep|RPP14_MOUSE,0.187240897567519
t33741aep|IFT20_DANRE,0.0841638964147336
t33735aep|DHB11_RAT,0.0876628261009747
t32696aep|OTOF_DANRE,0.019143578932453
t32692aep|GPTC4_XENTR,0.29599174377057
t32693aep|S27A4_HUMAN,0.0788433341501531
t32687aep|RAB23_HUMAN,0.3573959071929
t32688aep|CPT2_MOUSE,0.0571064963820613
t35866aep|MEL2A_DANRE,0.0584737175069453
t35870aep|STK10_CHICK,0.190036654090959
t35356aep|CASP8_RAT,0.0076163908615276
t35353aep|B4GA1_DANRE,0.0288014746678128
t37371aep|IDI1_BOVIN,0.0805924058806179
t37381aep|RPAC2_BOVIN,0.028530330953119
t37368aep|PEX10_MOUSE,0.13019254382333
t32309aep|TM203_HUMAN,0.0500697067532851
t32310aep|LSM1_HUMAN,0.14458689607235
t33080aep|KIF17_HUMAN,0.105400372022869
t33084aep|TXIP1_MOUSE,0.019143578932453
t38021aep|YD286_MOUSE,0.00694393439744198
t32818aep|SY65_DROME,0.019143578932453
t32810aep|NDUA5_BOVIN,0.213927897613199
t35726aep|SO4C1_RAT,0.0105490644556137
t35979aep|ECI1_RAT,0.016549202226215
t35981aep|PRPF3_CHICK,0.0868761579897624
t35991aep|FLNC_RAT,0.1049192115736
t35982aep|NLTP_CHICK,0.24543079258583
t35993aep|VATE_DROME,0.630227529307235
t35989aep|M2K3_ARATH,0.019143578932453
t31651aep|LRRK2_MOUSE,0.019143578932453
t31647aep|PPT1_HUMAN,0.185553624177164
t38633aep|DRG1_XENLA,0.441178238310609
t38636aep|ALG3_HUMAN,0.0477445477076291
t38647aep|RAP1_CAEEL,0.23002401147127
t38646aep|PARG_BOVIN,0.06138074524076
t37013aep|LAGE3_MOUSE,0.100669890928163
t34435aep|IMPTB_XENTR,0.0184461678935553
t34434aep|S12A8_XENLA,0.0112909356187571
t34428aep|SPC25_RAT,0.0231657604913021
t34429aep|PP4C_XENTR,0.184345635563956
t31846aep|CEP70_RAT,0.00655347379854869
t31847aep|RS2_ICTPU,0.17996268798915
t31848aep|SPCS3_CHICK,0.218472905957822
t34798aep|APH1_DROME,0.0134455830487249
t34802aep|PISD_CRIGR,0.0178844533986899
t34796aep|PCMD2_BOVIN,0.0311182608668453
t34792aep|PTH2_BOVIN,0.0574220094594721
t34790aep|TWF1_HUMAN,0.306115275862048
t32473aep|RB18B_DANRE,0.0163349375302206
t32475aep|WHITE_DROME,0.107827573215314
t32470aep|LYRM2_MOUSE,0.037413522119162
t31225aep|RT35_BOVIN,0.141185378467089
t31230aep|UNC89_CAEEL,0.019143578932453
t37817aep|RS6_BRAFL,0.353837412937564
t37818aep|EF1A_HYDVU,0.323306275231443
t37816aep|LRP2_RAT,0.0384118419933657
t32256aep|P5CR1_BOVIN,0.151625270149091
t32265aep|SYD1_CAEEL,0.00554337427604883
t32253aep|YPEL5_PONAB,0.109158968064905
t32266aep|GGT1_PIG,0.0317435377367763
t32267aep|CG050_MOUSE,0.211910769975695
t35079aep|RB39B_MOUSE,0.00875277728234208
t35556aep|M4K2_HUMAN,0.166261389255475
t35545aep|KLC4_MOUSE,0.019143578932453
t36397aep|ARMC7_MOUSE,0.0883866042469511
t36392aep|UTP15_HUMAN,0.0747568988011349
t35403aep|MYPN_MOUSE,0.264857450129322
t33696aep|CNRP1_BOVIN,0.0381784006136209
t33709aep|TC3A_CAEEL,0.019143578932453
t33695aep|GID8_NEMVE,0.00501706220084773
t35851aep|OPSD1_MIZYE,0.0263299231297498
t35848aep|MS3L1_PONAB,0.10260015018808
t35846aep|SDHF3_NEMVE,0.0586864192456548
t35847aep|PHF3_HUMAN,0.0642157186030554
t35208aep|TTC28_MOUSE,0.019143578932453
t37320aep|CO6A6_HUMAN,0.00946169695266161
t37316aep|ASPM_SHEEP,0.0829636522961788
t37317aep|ASPM_SAIBB,0.0463776829421013
