t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.205469996738058
t36047aep|FUCTA_DROME,0.0161209767341781
t36970aep|EXOS6_DANRE,0.462745603730248
t34456aep|TAF3_CHICK,0.109494401936085
t34453aep|RIFK_DROME,0.00108271085487943
t34451aep|RSGI5_CLOTH,0.0161209767341781
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,-0.0487090416987855
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.148432334049207
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,0.133742705761119
t36337aep|CRYAB_BOVIN,-0.0364530151454107
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,-0.0478597055779931
t35903aep|S35E3_DANRE,-0.0406375997717714
t35908aep|CAF1A_CHICK,0.373700052281264
t32664aep|AQP9_HUMAN,0.0076766441528636
t32662aep|SERB_BOVIN,0.042767381577172
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.0102035853926401
t31838aep|STXB1_RAT,-0.20690129227044
t38104aep|B3GN4_HUMAN,0.0224143775181846
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0.0161209767341781
t38110aep|P2R3C_HUMAN,-0.000621641076700267
t38118aep|AGRIN_MOUSE,0.0127468265506771
t38103aep|PTSS1_DANRE,0.0565862369038359
t38117aep|SAXO1_RAT,0.0328546906856365
t33743aep|EXOC7_RAT,0.240678269979903
t33739aep|RPP14_MOUSE,0.0682380808595588
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.290734733505524
t33735aep|DHB11_RAT,-0.261173315013276
t32686aep|MRP1_CHICK,0.0155337689851137
t32685aep|RN146_XENTR,-0.164871276463261
t32696aep|OTOF_DANRE,0.0161209767341781
t32692aep|GPTC4_XENTR,0.384311198500313
t32693aep|S27A4_HUMAN,-0.0368256011048842
t32687aep|RAB23_HUMAN,-0.130009150562861
t32691aep|PP14C_RAT,0.0160410904735457
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,0.0465204483386712
t35866aep|MEL2A_DANRE,0.184894333023947
t35863aep|SSPO_CHICK,0.00534576476027977
t35872aep|NAPEP_BOVIN,-0.0205221456236079
t35870aep|STK10_CHICK,-0.14604708019549
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,0.0664478177159794
t35862aep|MEGF6_HUMAN,-0.00970530905335521
t35855aep|MIPEP_PONAB,0.0687697755268737
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,0.0266227056883051
t35353aep|B4GA1_DANRE,-0.0072088784607856
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,0.0224075768780588
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,0.237036821916997
t37368aep|PEX10_MOUSE,0.310386106745327
t37380aep|CBL_MOUSE,-0.146797878718403
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0.0161209767341781
t32309aep|TM203_HUMAN,0.258020429166446
t32310aep|LSM1_HUMAN,0.132458322127234
t32305aep|PPCT_MOUSE,0.0308217585547002
t32304aep|SWT15_VITVI,0.0919000171216906
t33480aep|MSRB_METBF,-0.108775056446472
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,0.716471047572644
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0.0161209767341781
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,0.135692730386274
t36728aep|ARL5B_MOUSE,-0.0403987484683293
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0
t32819aep|T106C_HUMAN,-0.0299611395775785
t32810aep|NDUA5_BOVIN,0.182653807496572
t35726aep|SO4C1_RAT,-0.0276293361580072
t35724aep|SYF2_DANRE,0.359483941084509
t35979aep|ECI1_RAT,0.466056279301803
t35981aep|PRPF3_CHICK,0.627174126847123
t35991aep|FLNC_RAT,-0.0115047699970839
t37010aep|NDUF4_PONAB,0.0760192009442064
t35994aep|MLRP2_ACRMI,0.0525869140167516
t35982aep|NLTP_CHICK,0.188659066287144
t35993aep|VATE_DROME,0.100646687638115
t35988aep|CIA30_DROME,0.0957561522541585
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,-0.00844433258131474
t35985aep|DYH6_HUMAN,0
t31651aep|LRRK2_MOUSE,0.0321196865715399
t31647aep|PPT1_HUMAN,-0.164797179410812
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,0.282857209373716
t38636aep|ALG3_HUMAN,0.0775663313922026
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,0.17866458069189
t37013aep|LAGE3_MOUSE,0.643717674209902
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.0264147989136459
t34431aep|RSPH1_HUMAN,-0.0414232457753863
t34434aep|S12A8_XENLA,0.0368718211233689
t34436aep|XRN1_HUMAN,0.224281438079339
t34428aep|SPC25_RAT,0.431699624320541
t34430aep|RPAP1_BOVIN,0.136896437114683
t34429aep|PP4C_XENTR,0.598361077378876
t34427aep|ML12B_BOVIN,-0.0564167897956659
t31846aep|CEP70_RAT,0.0598032236822865
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,0.0597203948442959
t31849aep|TYPH_RAT,-0.0216142057755755
t31847aep|RS2_ICTPU,0.640845058812829
t31848aep|SPCS3_CHICK,0.0758200552179837
t34798aep|APH1_DROME,-0.0463632843540043
t34802aep|PISD_CRIGR,-0.00417297048075283
t34796aep|PCMD2_BOVIN,-0.0286906065358838
t34792aep|PTH2_BOVIN,0.210628780614537
t34790aep|TWF1_HUMAN,-0.22355793615052
t32481aep|GUAA_RAT,0.415843685435158
t32473aep|RB18B_DANRE,0.0102762234881394
t32475aep|WHITE_DROME,0.0106785989098855
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,-0.0131761893284908
t31220aep|P52K_HUMAN,0.0321196865715399
t31227aep|SYCP2_RAT,0
t31225aep|RT35_BOVIN,0.391051185051213
t31230aep|UNC89_CAEEL,0
t31231aep|UNC89_CAEEL,0.0161209767341781
t36653aep|DOHH_RAT,0
t36650aep|ANKK1_MOUSE,0.00515882381272159
t36663aep|AA2AR_CANLF,0
t37814aep|CC105_BOVIN,-0.0401477688768436
