t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.0809527411880026
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.483816325987225
t34456aep|TAF3_CHICK,0.0607765293781425
t34453aep|RIFK_DROME,-0.0123869586202552
t34451aep|RSGI5_CLOTH,0.00616928985170595
t34446aep|VIAAT_XENLA,0.00616928985170595
t34450aep|KCNH5_MOUSE,0.012344340862303
t36334aep|DOCK3_HUMAN,-0.0255809956877187
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.180162961341324
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,0.168921621226532
t36337aep|CRYAB_BOVIN,0.153953361178364
t35904aep|DDAC_ENTAG,0.00616928985170595
t35900aep|RHCG_XENTR,-0.0355153647156901
t35903aep|S35E3_DANRE,0.0107808247569334
t35908aep|CAF1A_CHICK,0.173730705564696
t32664aep|AQP9_HUMAN,-0.00227504272960879
t32662aep|SERB_BOVIN,-0.00388697282804852
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.000251898510167752
t31838aep|STXB1_RAT,-0.100504841678499
t38104aep|B3GN4_HUMAN,-0.00970530905335521
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.0208293600804923
t38118aep|AGRIN_MOUSE,0.00897019067880214
t38103aep|PTSS1_DANRE,0.0558977262181815
t38117aep|SAXO1_RAT,-0.0681004113192745
t33743aep|EXOC7_RAT,0.0773314874085849
t33739aep|RPP14_MOUSE,0.170786990131752
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.305740938416939
t33735aep|DHB11_RAT,-0.178393322078359
t32686aep|MRP1_CHICK,0
t32685aep|RN146_XENTR,-0.221367587080487
t32696aep|OTOF_DANRE,0.030903868335102
t32692aep|GPTC4_XENTR,0.206102792103657
t32693aep|S27A4_HUMAN,0.0261241697703937
t32687aep|RAB23_HUMAN,-0.171795988451568
t32691aep|PP14C_RAT,-0.0134321657560577
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,-0.11089242049679
t35866aep|MEL2A_DANRE,0.202614833541359
t35863aep|SSPO_CHICK,0.0051839651862822
t35872aep|NAPEP_BOVIN,-0.0205221456236079
t35870aep|STK10_CHICK,-0.288999592537887
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,0.194631972033971
t35862aep|MEGF6_HUMAN,-0.00970530905335521
t35855aep|MIPEP_PONAB,0.0948893421851852
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.00636360983629336
t35353aep|B4GA1_DANRE,-0.004799844506758
t33691aep|ABCB2_DICDI,0.00616928985170595
t37371aep|IDI1_BOVIN,0
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,0.149346468438267
t37368aep|PEX10_MOUSE,0.389582801126852
t37380aep|CBL_MOUSE,-0.0595764254216706
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0.030903868335102
t32309aep|TM203_HUMAN,0.0947686901085394
t32310aep|LSM1_HUMAN,0.0118647932165672
t32305aep|PPCT_MOUSE,-0.00822587822729462
t32304aep|SWT15_VITVI,0.0382590047637155
t33480aep|MSRB_METBF,-0.221781752063504
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0.012344340862303
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,0.580910123985781
t33084aep|TXIP1_MOUSE,0.012344340862303
t33085aep|TXIP1_HUMAN,0
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,0.0172442966192756
t36728aep|ARL5B_MOUSE,0.100653969455204
t33589aep|THAP2_MOUSE,0.00616928985170595
t32812aep|TCB2_CAEBR,0.00616928985170595
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0.00616928985170595
t32819aep|T106C_HUMAN,-0.0578526610555565
t32810aep|NDUA5_BOVIN,0.149970130350908
t35726aep|SO4C1_RAT,-0.0276293361580072
t35724aep|SYF2_DANRE,0.451440817392877
t35979aep|ECI1_RAT,0.23253861159007
t35981aep|PRPF3_CHICK,0.520072920596995
t35991aep|FLNC_RAT,-0.0115047699970839
t37010aep|NDUF4_PONAB,0.108343370409984
t35994aep|MLRP2_ACRMI,-0.0300049040846299
t35982aep|NLTP_CHICK,0.184792940313237
t35993aep|VATE_DROME,-0.0378253655080811
t35988aep|CIA30_DROME,0.0856695112603169
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,0.0509231119682663
t35985aep|DYH6_HUMAN,0.00616928985170595
t31651aep|LRRK2_MOUSE,0.012344340862303
t31647aep|PPT1_HUMAN,-0.201514779550288
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0.00616928985170595
t38633aep|DRG1_XENLA,0.272667060584068
t38636aep|ALG3_HUMAN,0.0887460578854271
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,0.0992005862812904
t37013aep|LAGE3_MOUSE,0.772576339341157
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.0472380308899346
t34431aep|RSPH1_HUMAN,-0.0352539559236804
t34434aep|S12A8_XENLA,0.0350623784442223
t34436aep|XRN1_HUMAN,0.400265328163201
t34428aep|SPC25_RAT,0.264823211117167
t34430aep|RPAP1_BOVIN,0.191330369702828
t34429aep|PP4C_XENTR,0.814573423523591
t34427aep|ML12B_BOVIN,-0.0478261171936062
t31846aep|CEP70_RAT,0.00517637232695196
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,0.590148156806257
t31849aep|TYPH_RAT,0.00309744356066243
t31847aep|RS2_ICTPU,0.672067112350902
t31848aep|SPCS3_CHICK,-0.0929217581977381
t34798aep|APH1_DROME,-0.0315803927530804
t34802aep|PISD_CRIGR,0.010609921120171
t34796aep|PCMD2_BOVIN,-0.01390771493496
t34792aep|PTH2_BOVIN,0.12497853033707
t34790aep|TWF1_HUMAN,-0.268979541109634
t32481aep|GUAA_RAT,0.370936539192002
t32473aep|RB18B_DANRE,-0.00331832931230174
t32475aep|WHITE_DROME,0.00690196303801063
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,0.0624230290982983
t31220aep|P52K_HUMAN,0.012344340862303
t31227aep|SYCP2_RAT,0
t31225aep|RT35_BOVIN,0.473066471818156
t31230aep|UNC89_CAEEL,0
t31231aep|UNC89_CAEEL,0.012344340862303
t36653aep|DOHH_RAT,0.00616928985170595
t36650aep|ANKK1_MOUSE,0.0191102772511059
