t37645aep|CP4V2_MOUSE,0.00822350226218735
t31628aep|TSP1_BOVIN,0.0246624832380919
t36970aep|EXOS6_DANRE,0.378700531195546
t34456aep|TAF3_CHICK,0.358187772112656
t34453aep|RIFK_DROME,0.0187981961057107
t34451aep|RSGI5_CLOTH,0.0164443246438584
t34446aep|VIAAT_XENLA,0.00822350226218735
t34450aep|KCNH5_MOUSE,0.00822350226218735
t36327aep|RAD21_SCHPO,0.710896223742907
t36340aep|AT1A_HYDVU,0.0328779940315479
t36336aep|CEP76_PONAB,0.232282318675443
t36329aep|FGOP2_CHICK,0.221616764916895
t35900aep|RHCG_XENTR,0.0684226300719723
t35903aep|S35E3_DANRE,0.0763979996278795
t35908aep|CAF1A_CHICK,0.615776099028989
t32662aep|SERB_BOVIN,0.00308305877452246
t38104aep|B3GN4_HUMAN,0.0361885762381911
t38110aep|P2R3C_HUMAN,0.0870653285901716
t38103aep|PTSS1_DANRE,0.10739720938463
t38117aep|SAXO1_RAT,0.0282596572133644
t33743aep|EXOC7_RAT,0.00866725186254214
t33739aep|RPP14_MOUSE,0.108258548162943
t33741aep|IFT20_DANRE,0.240094412141735
t32686aep|MRP1_CHICK,0.127435410700475
t32692aep|GPTC4_XENTR,0.22767668290791
t32691aep|PP14C_RAT,0.0501590374966705
t35866aep|MEL2A_DANRE,0.150666631364271
t35863aep|SSPO_CHICK,0.0138872712641936
t35870aep|STK10_CHICK,0.00880074025641506
t35858aep|SCND3_HUMAN,0.0246624832380919
t35861aep|ABCBA_HUMAN,0.204335998048138
t35862aep|MEGF6_HUMAN,0.00673901559050352
t35855aep|MIPEP_PONAB,0.0653405411960243
t35353aep|B4GA1_DANRE,0.009972570603225
t37371aep|IDI1_BOVIN,0.139347970701035
t37374aep|VWDE_HUMAN,0.0164443246438584
t37381aep|RPAC2_BOVIN,0.381341819016223
t37368aep|PEX10_MOUSE,0.141891040904927
t32309aep|TM203_HUMAN,0.108284011852929
t32310aep|LSM1_HUMAN,0.237326750866549
t32304aep|SWT15_VITVI,0.126710271512995
t33470aep|PGBD3_HUMAN,0.00822350226218735
t33080aep|KIF17_HUMAN,0.272994282786203
t33084aep|TXIP1_MOUSE,0.0917064465665796
t33085aep|TXIP1_HUMAN,0.137440363155364
t38021aep|YD286_MOUSE,0.00514439518205062
t36728aep|ARL5B_MOUSE,0.07704085890341
t33589aep|THAP2_MOUSE,0.0164443246438584
t32812aep|TCB2_CAEBR,0.0164443246438584
t32809aep|TRPA1_HUMAN,0.00822350226218735
t32819aep|T106C_HUMAN,0.00748882157840198
t35724aep|SYF2_DANRE,0.462100489921084
t35979aep|ECI1_RAT,0.371967699558088
t35981aep|PRPF3_CHICK,0.693298457128621
t35991aep|FLNC_RAT,0.0425978549507631
t37010aep|NDUF4_PONAB,0.217538204903087
t35982aep|NLTP_CHICK,0.0582676168421334
t35988aep|CIA30_DROME,0.0959496566419463
t35984aep|DYH6_HUMAN,0.0538644406714209
t31651aep|LRRK2_MOUSE,0.00822350226218735
t38649aep|ATXA_LEIDO,0.00822350226218735
t38633aep|DRG1_XENLA,0.405599741979535
t38636aep|ALG3_HUMAN,0.0324973097199721
t38647aep|RAP1_CAEEL,0.0705123457152611
t38646aep|PARG_BOVIN,0.091565410166794
t37013aep|LAGE3_MOUSE,0.541635187097851
t34435aep|IMPTB_XENTR,0.0478960712953733
t34434aep|S12A8_XENLA,0.00599052903668398
t34436aep|XRN1_HUMAN,0.111901641181558
t34428aep|SPC25_RAT,0.614431226499236
t34430aep|RPAP1_BOVIN,0.0619069567401851
t34429aep|PP4C_XENTR,0.687546237500693
t31846aep|CEP70_RAT,0.0233633605894256
t31842aep|TERA_XENLA,0.342168360043833
t31849aep|TYPH_RAT,0.00304827746251652
t31847aep|RS2_ICTPU,0.232438512702735
t34802aep|PISD_CRIGR,0.00436853602316096
t34796aep|PCMD2_BOVIN,0.0126972146245536
t34792aep|PTH2_BOVIN,0.102714460905489
t32481aep|GUAA_RAT,0.221831553469773
t32473aep|RB18B_DANRE,0.0192474098218808
t32475aep|WHITE_DROME,0.0274356162072554
t32469aep|CO6A4_MOUSE,0.00822350226218735
t32470aep|LYRM2_MOUSE,0.0581777189813834
t31220aep|P52K_HUMAN,0.0294685693739985
t31227aep|SYCP2_RAT,0.292472008742556
t31225aep|RT35_BOVIN,0.513919208510317
t36650aep|ANKK1_MOUSE,0.0276727795272809
t37814aep|CC105_BOVIN,0.0761345667731216
t37817aep|RS6_BRAFL,0.0729255265145703
t37818aep|EF1A_HYDVU,0.0951768437370202
t37816aep|LRP2_RAT,0.0556370152431255
t32253aep|YPEL5_PONAB,0.0193312505390555
t32261aep|GAPR1_HUMAN,0.0164443246438584
t32266aep|GGT1_PIG,0.00830561251895213
t32269aep|FSTL1_BOVIN,0.163986963919487
t32255aep|CHSS1_MOUSE,0.00243123571565136
t32263aep|IF172_DANRE,0.0532312932020277
t32267aep|CG050_MOUSE,0.0011207622317853
t35087aep|CJ076_XENLA,0.0172566446007686
t35085aep|RS30_ORYLA,0.0165561801946612
