t37645aep|CP4V2_MOUSE,0.122218920824026
t31628aep|TSP1_BOVIN,0.034253466872315
t31619aep|ABCA2_HUMAN,0.0114321088445039
t31620aep|PTRB_MORLA,0.0114321088445039
t31618aep|DTBP1_CHICK,0.158421594479542
t36970aep|EXOS6_DANRE,0.173517653805095
t36334aep|DOCK3_HUMAN,0.0594753587030467
t36327aep|RAD21_SCHPO,0.0114321088445039
t36340aep|AT1A_HYDVU,0.0228498875635105
t36336aep|CEP76_PONAB,0.0255454310573569
t36329aep|FGOP2_CHICK,0.114267078057925
t35904aep|DDAC_ENTAG,0.0636664100317641
t35908aep|CAF1A_CHICK,0.00162286493899442
t32664aep|AQP9_HUMAN,1.09592016889226
t31838aep|STXB1_RAT,0.0841287326240056
t38111aep|KCC2D_BOVIN,0.0114321088445039
t38110aep|P2R3C_HUMAN,0.0159261626033633
t38118aep|AGRIN_MOUSE,0.240384024111085
t33743aep|EXOC7_RAT,0.211133202479002
t33739aep|RPP14_MOUSE,0.0673128211246506
t33735aep|DHB11_RAT,0.111973187438557
t32686aep|MRP1_CHICK,0.671621908702128
t32685aep|RN146_XENTR,0.219375242233202
t32696aep|OTOF_DANRE,0.0114321088445039
t32692aep|GPTC4_XENTR,0.130504405936381
t32693aep|S27A4_HUMAN,0.109619621724388
t32687aep|RAB23_HUMAN,0.545126592320653
t32691aep|PP14C_RAT,0.0364229940488181
t35871aep|NOD1_MOUSE,0.113691615275819
t35860aep|KIF3A_MACFA,0.166254913906979
t35863aep|SSPO_CHICK,0.0234782548984167
t35872aep|NAPEP_BOVIN,0.212074281915716
t35870aep|STK10_CHICK,0.342754011292318
t35858aep|SCND3_HUMAN,0.0114321088445039
t35861aep|ABCBA_HUMAN,0.0692727920761481
t35862aep|MEGF6_HUMAN,0.103986306222464
t35855aep|MIPEP_PONAB,0.0189630236493062
t35356aep|CASP8_RAT,0.0227493923332664
t35353aep|B4GA1_DANRE,0.0176899777625286
t37371aep|IDI1_BOVIN,0.0257429458880787
t37381aep|RPAC2_BOVIN,0.101162429326275
t32309aep|TM203_HUMAN,0.0754334037208102
t32310aep|LSM1_HUMAN,0.0401219194630547
t32305aep|PPCT_MOUSE,0.0581253180451134
t32304aep|SWT15_VITVI,0.0162449906080347
t33080aep|KIF17_HUMAN,0.0918647028479153
t33085aep|TXIP1_HUMAN,0.0114321088445039
t38021aep|YD286_MOUSE,0.0303643153874594
t32809aep|TRPA1_HUMAN,0.0228498875635105
t32819aep|T106C_HUMAN,0.211584733876052
t32810aep|NDUA5_BOVIN,0.116334480977356
t35726aep|SO4C1_RAT,0.126492350555653
