t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0.200703732720372
t31628aep|TSP1_BOVIN,0.0163508402796479
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.00496902577103896
t36047aep|FUCTA_DROME,0.00631886438995899
t36970aep|EXOS6_DANRE,-0.0146064867052876
t34456aep|TAF3_CHICK,0.011246275367569
t34453aep|RIFK_DROME,0.0653796119332511
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,0.0501223253639741
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0.00631886438995899
t36336aep|CEP76_PONAB,-0.0036515265686791
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.0170162046353411
t36337aep|CRYAB_BOVIN,-0.107325666534616
t35904aep|DDAC_ENTAG,0.141975825830468
t35900aep|RHCG_XENTR,0.0167823741654575
t35903aep|S35E3_DANRE,0.0598068321814826
t35908aep|CAF1A_CHICK,-0.0477762243038221
t32664aep|AQP9_HUMAN,1.31392610925372
t32662aep|SERB_BOVIN,-0.0714394956734161
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.000401473048421059
t31838aep|STXB1_RAT,0.173184570659622
t38104aep|B3GN4_HUMAN,0.00927589527980278
t38107aep|PKHL1_MOUSE,0.00631886438995899
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,-0.00780981543456832
t38118aep|AGRIN_MOUSE,0.15761974194177
t38103aep|PTSS1_DANRE,-0.00678055366284882
t38117aep|SAXO1_RAT,-0.0292569121416371
t33743aep|EXOC7_RAT,0.122304568595617
t33739aep|RPP14_MOUSE,0.0262872611507631
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,-0.0286498051311686
t33735aep|DHB11_RAT,0.100862204595224
t32686aep|MRP1_CHICK,0.517811478758733
t32685aep|RN146_XENTR,0.147162943705819
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,-0.0646970505396429
t32693aep|S27A4_HUMAN,0.0208196333002923
t32687aep|RAB23_HUMAN,0.175902342765031
t32691aep|PP14C_RAT,0.0787558575050668
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0.0571632877435704
t35860aep|KIF3A_MACFA,0.0396061267188918
t35866aep|MEL2A_DANRE,0.0109201449640124
t35863aep|SSPO_CHICK,-0.0107752119738985
t35872aep|NAPEP_BOVIN,0.383656796077912
t35870aep|STK10_CHICK,0.152222046936467
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,-0.00674030933713045
t35862aep|MEGF6_HUMAN,0.0538498394605202
t35855aep|MIPEP_PONAB,-0.0340639600180274
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,0.0246499669248378
t35353aep|B4GA1_DANRE,0.0370342307444337
t33691aep|ABCB2_DICDI,0.0126459409455253
t37371aep|IDI1_BOVIN,-0.00783387019934213
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,-0.0167971499355857
t37368aep|PEX10_MOUSE,-0.0582581264424221
t37380aep|CBL_MOUSE,0.00686206008449099
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,-0.0373054511264561
t32310aep|LSM1_HUMAN,0.0441371092515954
t32305aep|PPCT_MOUSE,0.0535976358715904
t32304aep|SWT15_VITVI,-0.0157777222323356
t33480aep|MSRB_METBF,0.135775761310806
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0.00631886438995899
t33080aep|KIF17_HUMAN,-0.0969091010844076
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0.00631886438995899
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,-0.00755509753643863
t36728aep|ARL5B_MOUSE,0.101639300487597
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0.00631886438995899
t32809aep|TRPA1_HUMAN,0.00631886438995899
t32819aep|T106C_HUMAN,0.22427728905059
t32810aep|NDUA5_BOVIN,-0.000304186782088814
t35726aep|SO4C1_RAT,0.0572162845720644
t35724aep|SYF2_DANRE,-0.309071404911078
t35979aep|ECI1_RAT,-0.0775649058272049
t35981aep|PRPF3_CHICK,-0.0031724910328957
t35991aep|FLNC_RAT,-0.0115047699970839
t37010aep|NDUF4_PONAB,-0.0273844379392809
t35994aep|MLRP2_ACRMI,0.544705674882759
t35982aep|NLTP_CHICK,-0.141002505690973
t35993aep|VATE_DROME,0.281516515397763
t35988aep|CIA30_DROME,-0.0172646581414651
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,0.0333154486207119
t35985aep|DYH6_HUMAN,0
t31651aep|LRRK2_MOUSE,0.00631886438995899
t31647aep|PPT1_HUMAN,0.859517704619401
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,0.101685551046007
t38636aep|ALG3_HUMAN,-0.00331372185873361
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,-0.0514284654917064
t37013aep|LAGE3_MOUSE,-0.0252571605316109
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.000858903751841357
t34431aep|RSPH1_HUMAN,0.738950055752804
t34434aep|S12A8_XENLA,-0.00790626066170586
t34436aep|XRN1_HUMAN,-0.0484376002259472
t34428aep|SPC25_RAT,-0.00767075604796321
t34430aep|RPAP1_BOVIN,0.00799319070575615
t34429aep|PP4C_XENTR,0.0660746403587555
t34427aep|ML12B_BOVIN,0.0569686341186444
t31846aep|CEP70_RAT,0.0268994083118317
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,0.170752692205652
t31849aep|TYPH_RAT,0.0611643256239296
t31847aep|RS2_ICTPU,-0.215442068583193
t31848aep|SPCS3_CHICK,-0.037566022573374
t34798aep|APH1_DROME,0.00481358894363501
t34802aep|PISD_CRIGR,0.0177419147263812
t34796aep|PCMD2_BOVIN,0.00596785284547057
t34792aep|PTH2_BOVIN,-0.0721894047093557
t34790aep|TWF1_HUMAN,0.195556537104517
t32481aep|GUAA_RAT,0.0603155214076151
t32473aep|RB18B_DANRE,0.03531982466017
t32475aep|WHITE_DROME,-0.00544237782429253
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,0.0184433902361774
t31220aep|P52K_HUMAN,0
t31227aep|SYCP2_RAT,0
t31225aep|RT35_BOVIN,0.0324860447288187
t31230aep|UNC89_CAEEL,0.00631886438995899
t31231aep|UNC89_CAEEL,0.00631886438995899
t36653aep|DOHH_RAT,0.0126459409455253
t36650aep|ANKK1_MOUSE,-0.00744418944430274
t36663aep|AA2AR_CANLF,0
t37814aep|CC105_BOVIN,0.0501467272648102
t37817aep|RS6_BRAFL,0.00148796213600959
t37818aep|EF1A_HYDVU,0.103028959861389
t37816aep|LRP2_RAT,-0.0807326321267336
