t37645aep|CP4V2_MOUSE,0.00542050285088834
t31618aep|DTBP1_CHICK,0.0421185263886886
t36970aep|EXOS6_DANRE,0.193529443291123
t34456aep|TAF3_CHICK,0.132844090407919
t34451aep|RSGI5_CLOTH,0.0108385364172241
t34450aep|KCNH5_MOUSE,0.0162541110735626
t36340aep|AT1A_HYDVU,0.0108385364172241
t36336aep|CEP76_PONAB,0.0789389000247294
t36329aep|FGOP2_CHICK,0.168506829042013
t35904aep|DDAC_ENTAG,0.00542050285088834
t35900aep|RHCG_XENTR,0.0610059404878742
t35903aep|S35E3_DANRE,0.0521804172328423
t35908aep|CAF1A_CHICK,0.283465196963616
t32662aep|SERB_BOVIN,0.0715880547343427
t31832aep|P52K_HUMAN,0.00542050285088834
t38104aep|B3GN4_HUMAN,0.00430143328325862
t38107aep|PKHL1_MOUSE,0.00542050285088834
t38110aep|P2R3C_HUMAN,0.0867053277179274
t33743aep|EXOC7_RAT,0.165393076310194
t33739aep|RPP14_MOUSE,0.119410388045794
t33741aep|IFT20_DANRE,0.244909973244719
t32686aep|MRP1_CHICK,0.0285304119501792
t32696aep|OTOF_DANRE,0.0216672371425217
t32692aep|GPTC4_XENTR,0.247152789029997
t35866aep|MEL2A_DANRE,0.168426601136514
t35863aep|SSPO_CHICK,6.33244433257497e-05
t35858aep|SCND3_HUMAN,0.0108385364172241
t35861aep|ABCBA_HUMAN,0.176070214062258
t35862aep|MEGF6_HUMAN,0.00113322736386921
t35855aep|MIPEP_PONAB,0.0765505995085524
t37371aep|IDI1_BOVIN,0.0745423971141385
t37381aep|RPAC2_BOVIN,0.0716100426329994
t37368aep|PEX10_MOUSE,0.430710809681426
t32309aep|TM203_HUMAN,0.0694348912797855
t32310aep|LSM1_HUMAN,0.075451064425865
t32304aep|SWT15_VITVI,0.0867267308367472
t33480aep|MSRB_METBF,0.153148846563283
t33081aep|ZMYM5_BOVIN,0.00542050285088834
t33080aep|KIF17_HUMAN,0.493640276008035
t33085aep|TXIP1_HUMAN,0.0108385364172241
t38021aep|YD286_MOUSE,0.0229850646177921
t36728aep|ARL5B_MOUSE,0.0305365070262302
t33589aep|THAP2_MOUSE,0.00542050285088834
t32810aep|NDUA5_BOVIN,0.119474417515313
t35724aep|SYF2_DANRE,0.427176857107932
t35979aep|ECI1_RAT,0.249074541406167
t35981aep|PRPF3_CHICK,0.54957516939793
t37010aep|NDUF4_PONAB,0.0207785094313199
t35982aep|NLTP_CHICK,0.26752272330022
t35993aep|VATE_DROME,0.436323665403493
t35988aep|CIA30_DROME,0.0672889611312701
t35984aep|DYH6_HUMAN,0.00239420383590956
t31651aep|LRRK2_MOUSE,0.0216672371425217
t38633aep|DRG1_XENLA,0.250088485856427
t38636aep|ALG3_HUMAN,0.0730865893494881
t38647aep|RAP1_CAEEL,0.00542050285088834
t38646aep|PARG_BOVIN,0.0889506212230193
t37013aep|LAGE3_MOUSE,0.515568395233472
t34435aep|IMPTB_XENTR,0.0156378677981535
t34434aep|S12A8_XENLA,0.0433893982723431
t34436aep|XRN1_HUMAN,0.31192166146814
t34428aep|SPC25_RAT,0.533005551993803
t34430aep|RPAP1_BOVIN,0.147342427466617
t34429aep|PP4C_XENTR,0.816655249323618
t31842aep|TERA_XENLA,0.43862827623279
t31847aep|RS2_ICTPU,0.849188632123425
t31848aep|SPCS3_CHICK,0.238588550708429
t34798aep|APH1_DROME,0.00870852677741617
t34792aep|PTH2_BOVIN,0.152662244780414
t32481aep|GUAA_RAT,0.723357221353732
t32475aep|WHITE_DROME,0.0324496484547738
t32470aep|LYRM2_MOUSE,0.141154153101094
t31220aep|P52K_HUMAN,0.0216672371425217
t31227aep|SYCP2_RAT,0.0108385364172241
t31225aep|RT35_BOVIN,0.436834558756829
t36650aep|ANKK1_MOUSE,0.0251998893756387
t37817aep|RS6_BRAFL,0.481297482087135
t37818aep|EF1A_HYDVU,0.489747997762956
t37816aep|LRP2_RAT,0.0423276897399642
t32256aep|P5CR1_BOVIN,1.01748394291598
t32261aep|GAPR1_HUMAN,0.00542050285088834
t32266aep|GGT1_PIG,0.0265348095654132
t32258aep|SHPK_MOUSE,0.000738145278121492
t35087aep|CJ076_XENLA,0.0423046541312926
t35085aep|RS30_ORYLA,0.0444779510549281
t35075aep|COMD6_MOUSE,0.263825773458126
t35079aep|RB39B_MOUSE,0.024642591972575
t35552aep|DTL_CHICK,0.120168028407567
t35549aep|PDRG1_RAT,0.435904957536114
t35558aep|ARP10_HUMAN,0.0388321884394604
t36397aep|ARMC7_MOUSE,0.113437811771111
t36392aep|UTP15_HUMAN,0.575821288808238
t36391aep|HETE1_PODAS,0.0162541110735626
t35409aep|BTBD7_HUMAN,0.0378920262790664
t35401aep|LIN52_DANRE,0.059466646159361
t35403aep|MYPN_MOUSE,0.00542050285088834
t33712aep|HACD_CAEEL,0.00542050285088834
t33710aep|SEC_ARATH,0.00542050285088834
t33695aep|GID8_NEMVE,0.100963236446753
t35845aep|TIM9_MOUSE,0.540689534118725
t35848aep|MS3L1_PONAB,0.216558863166397
t35846aep|SDHF3_NEMVE,0.181175788830112
t35850aep|CYTA_MOUSE,0.00542050285088834
t35847aep|PHF3_HUMAN,0.0130952705064448
t35215aep|MTA1_HUMAN,0.814379016447473
t35214aep|ZMYM1_HUMAN,0.00542050285088834
t35217aep|CEBPB_CHICK,0.122687873856789
t37316aep|ASPM_SHEEP,0.0483727974488144
t37317aep|ASPM_SAIBB,0.222301912093794
t37318aep|MYOG_DICDI,0.0108385364172241
t37319aep|ASPM_MACMU,0.00542050285088834
t36969aep|CISD3_HUMAN,0.347529919472783
t32614aep|XRRA1_MOUSE,0.00542050285088834
t32615aep|UNK_HUMAN,0.0736932168584873
t32623aep|F1142_BOVIN,0.0243405102046699
t32633aep|MED16_XENTR,0.131685974683156
t32616aep|FBN1_BOVIN,0.00481190038477597
t33641aep|AT5F1_BOVIN,0.176596031035644
t37963aep|NAPEP_BOVIN,0.00542050285088834
t37951aep|MPU1_MOUSE,0.208949559318539
t37961aep|NRDC_MOUSE,0.0467046617975089
t31825aep|F185A_MOUSE,0.20367422234898
t31819aep|CPSF1_BOVIN,0.240632798977574
t31818aep|DYR_AEDAL,0.147009051350403
t32418aep|TSEAR_HUMAN,0.00542050285088834
t32420aep|RPE_HUMAN,0.0327320913240874
t32421aep|PCS3_LOTJA,0.0908985114690602
t32422aep|UTP11_MOUSE,0.241046150722234
t32427aep|TBC20_MOUSE,0.293325033375653
t32412aep|M3K19_HUMAN,0.038718046986616
t32416aep|COMD8_HUMAN,0.0572366759033993
t36953aep|RBM26_HUMAN,0.540183180607044
t36948aep|RM54_HUMAN,0.131973144211998
t36938aep|SYT15_HUMAN,0.00168819626250918
t33904aep|TFB1M_XENTR,0.133107584767679
t33907aep|BRAT1_MOUSE,0.136972771008403
t33627aep|VMP1_DANRE,0.265051780518349
t33626aep|PFLD_ECOLI,0.0354851955176395
t33194aep|UBP54_RAT,0.0391146349251515
t33193aep|RSBNL_HUMAN,0.0683867816583965
t33183aep|PNKP_HUMAN,0.304040462099677
t33195aep|RA54B_CHICK,0.152577981821332
t33191aep|ALRA_DICDI,0.105971269472382
t37636aep|FAT2_DROME,0.0108385364172241
t37622aep|NEK4_MOUSE,0.151436155686565
t37627aep|CD2B2_MOUSE,0.264912747419278
t37634aep|KELP_ARATH,0.75390008882188
t37637aep|DYHC_HELCR,0.0178408598343401
t36963aep|PPID_HUMAN,0.248125911167874
t36583aep|CSTF3_MOUSE,0.148881687438116
t36585aep|CALM_MACPY,0.00780850704721997
t34760aep|QORL1_MOUSE,0.149990120826307
t34762aep|TYDP2_RAT,0.0163349500137542
t34765aep|ZBED4_HUMAN,0.00542050285088834
t34759aep|TDRD5_AILME,0.0672517179703166
t34577aep|ARSB_RAT,0.0082051876275116
t34564aep|YMH6_CAEEL,0.151936190088111
t34581aep|PELI1_MOUSE,0.027341704760163
t38671aep|SETD7_HUMAN,0.0453554586773414
t38685aep|TBP_XENTR,0.283128932353493
t38674aep|S7A14_HUMAN,0.324152967901074
t38672aep|SHL2_ORYSJ,0.00542050285088834
t38687aep|PTPRD_MOUSE,0.0162541110735626
t36972aep|FUCM_HUMAN,0.240979967149136
t32855aep|ZN205_BOVIN,0.0177698750637802
t32845aep|KTI12_DANRE,0.08954181559459
t32851aep|STX18_HUMAN,0.19178062358528
t32840aep|CNOT2_HUMAN,0.428865630476932
t36490aep|CCD81_HUMAN,0.0381904461337788
t36483aep|TAF8_DANRE,0.148156374223087
t36499aep|S22A5_HUMAN,0.0193019671251285
t36496aep|TNAP3_MACFA,0.00857696920522113
t36488aep|TIGD2_MOUSE,0.00542050285088834
t36486aep|SCN1_HETBL,0.00759600216235533
t38463aep|RS17_BOVIN,0.398783440269504
t34603aep|RWDD1_RAT,0.116398416763479
t34605aep|CRFR2_XENLA,0.0954582400383474
t34604aep|RA51D_ARATH,0.0634705660083726
t34600aep|KPSH1_BOVIN,0.0361014140911956
t38354aep|TC1A_CAEEL,0.00542050285088834
t38358aep|PLK4_NEMVE,0.152906915533626
t38366aep|DDRGK_TRIAD,0.187199494102665
t32782aep|ARGLA_DANRE,0.840256669041693
t37025aep|THG1_HUMAN,0.152648545684651
t32780aep|TBRG1_XENTR,0.0205984302530212
t32786aep|SETD4_HUMAN,0.0645375482502622
t36257aep|EDIL3_MOUSE,0.0371917263762979
t36261aep|CTU2A_XENLA,0.167432899312277
t36265aep|TXND_THEPA,0.368607600725859
t36270aep|Y1101_SYNY3,0.200799368273638
t37210aep|DPOD3_BOVIN,0.928018838606401
t37217aep|BAZ1A_HUMAN,0.784849205020126
t36465aep|PA1B3_RAT,0.0905990056929637
t36467aep|CEAM5_HUMAN,0.00542050285088834
t36474aep|RT06_BOVIN,0.448313838321145
t36462aep|PAPOG_MOUSE,0.74755204396359
t36469aep|DNLI1_XENLA,0.628460690204249
t36466aep|TF2H1_HUMAN,0.25032861975558
t38667aep|CAH5_CAEEL,0.0108385364172241
t38657aep|CCD94_MOUSE,0.0823005826385771
t38655aep|RRP44_HUMAN,0.696707695502521
t35885aep|PPR42_XENLA,0.0337844062850671
t35898aep|NPHP3_XENLA,0.00382811682534398
t38450aep|KCY_DANRE,0.109201128531214
t38457aep|RTEL1_DANRE,0.202611169567528
t31916aep|ZCRB1_XENLA,0.246537252830231
t31921aep|NXF1_COTJA,0.409824580517028
t31918aep|RAD9A_MOUSE,0.0145092084876919
t34557aep|KDSR_BOVIN,0.0216527136366067
t34555aep|TM107_DANRE,0.207718136340227
t34552aep|NPYR_DROME,0.0108385364172241
t34559aep|XPA_XENLA,0.308056294874923
t35295aep|RM09_RAT,0.152764919428032
t35307aep|DTD2_MOUSE,0.077591609462314
t35300aep|DJC11_PONAB,0.195266776539397
t37097aep|THA11_DANRE,0.00542050285088834
t37105aep|SNPC3_BOVIN,0.0514713206502899
t37095aep|AGRG4_HUMAN,0.00244587323075375
t34987aep|FA47E_HUMAN,0.0127988045471381
t34989aep|MOG1_BOVIN,0.0361994999647795
t34997aep|HBAP1_RAT,0.0972961784147442
t34991aep|RBM25_MOUSE,0.582466194489467
t34996aep|RET_RAT,0.00613780597956403
t31904aep|RPB11_MOUSE,0.382186119415826
t31912aep|HSP70_HYDVU,0.0341015063573704
t31909aep|RBM25_MOUSE,0.681376390223455
t31899aep|AT1A_HYDVU,0.11269844586485
t38176aep|APC1_MOUSE,0.19480323899219
t36373aep|RTXE_DROME,0.00542050285088834
t38183aep|APC_RAT,0.112669829999933
t32713aep|SDA1_RAT,0.476980106977837
t32719aep|T2FA_XENLA,0.43511027438921
t35366aep|XRN1_HUMAN,0.139748799699066
t35368aep|DCP2_MOUSE,0.0314045340934878
t35373aep|RS14_MARMM,0.732335614380558
t35372aep|ELYS_XENLA,0.174342230756945
t34194aep|THNS2_MOUSE,0.334840237900093
t34195aep|SAM9L_HUMAN,0.0548267166094502
t34183aep|TLN1_HUMAN,0.0185122983036812
t34191aep|SRSF7_BOVIN,0.990560316627448
t34181aep|HARB1_DANRE,0.00542050285088834
t36376aep|RTBS_DROME,0.00542050285088834
t34186aep|BRPF1_HUMAN,0.109923220613141
t32772aep|P4R3A_MOUSE,0.581233813616499
t32762aep|RAD50_MOUSE,0.296406074869238
t32757aep|INO80_MOUSE,0.0363497466762157
t32760aep|BRM_DROME,1.04097324680967
t32779aep|SNR48_HUMAN,0.168981765907343
t33155aep|CBPD_LOPSP,0.00542050285088834
t33154aep|OXR1_MOUSE,0.0396715181294942
t33151aep|LAT3_MOUSE,0.0108385364172241
t33149aep|TOLL6_DROME,0.113859191914123
t32176aep|AGRB2_MOUSE,0.00542050285088834
t32167aep|HAUS4_HUMAN,0.183801091420119
t32166aep|GBB5_PONAB,0.0204259281434368
t36923aep|ZGRF1_MOUSE,0.370424321538193
t35832aep|SPTN1_HUMAN,0.104163129254964
t35829aep|PLPL9_HUMAN,0.000730838433792782
t35007aep|NPFF2_HUMAN,0.00542050285088834
t35000aep|S23IP_MOUSE,0.00793055053494183
t35017aep|HSF_XENLA,0.0698772627082378
t35008aep|OPN4_PHOSU,0.0108385364172241
t35013aep|HERC1_HUMAN,0.000876448462876359
t35014aep|HERC1_HUMAN,0.00721518245259841
t35011aep|HEMK1_HUMAN,0.0235205757445921
t35005aep|CHRD_XENLA,0.00344131862014539
t32094aep|TCB2_CAEBR,0.0108385364172241
t32100aep|PRRT1_MOUSE,0.00161748191915746
t32108aep|FITM2_XENTR,0.0196763589301319
t32102aep|KRI1_MOUSE,0.138110078435833
t32111aep|TAF9B_RAT,0.0601670411064719
t32101aep|NEK4_HUMAN,0.116898967743893
t32099aep|DDX46_MOUSE,0.18879649848291
t32107aep|PPIL4_HUMAN,0.72308368581124
t32316aep|IPP_HUMAN,0.0334129052111672
t32313aep|USP9X_HUMAN,0.21308320163269
t32315aep|IN80B_HUMAN,0.295272494717136
t32323aep|SYMC_XENLA,0.694602231399396
t36035aep|TCEA2_HUMAN,0.616921351751855
t34090aep|MYLK_RABIT,0.0108385364172241
t35695aep|HMCN1_HUMAN,0.00542050285088834
t35700aep|TWHH_DANRE,0.00542050285088834
t35701aep|HOME2_HUMAN,0.0440775590116248
t35698aep|VPS36_XENLA,0.0521657335477853
t35690aep|HMGX4_HUMAN,0.747800642744815
t32144aep|CHST3_CHICK,0.00542050285088834
t32148aep|DPOA2_HUMAN,0.0162541110735626
t32147aep|DDX10_HUMAN,0.396444720993933
t32143aep|RN212_MOUSE,0.0162541110735626
t37177aep|MDC1_RAT,0.0416478330714106
t37192aep|FBXW2_MOUSE,0.0273923265359543
t37187aep|CDK7_HUMAN,0.318301161894854
t38445aep|ATRX_PONPY,0.325812955285033
t38447aep|SAX_LITCT,0.0247539069603206
t38446aep|RNF10_XENLA,0.0324049975470907
t38442aep|SMC1A_HUMAN,1.29155046523621
t38440aep|AGGF1_MOUSE,0.332196239111042
t38435aep|DHX9_XENLA,1.39094198080641
t36565aep|TF29_SCHPO,0.00542050285088834
t36566aep|YRD6_CAEEL,0.00542050285088834
t33385aep|CDD_DICDI,0.00542050285088834
t36571aep|FL2D_DANRE,0.434591524868043
t36569aep|BCD1_PONAB,0.20605664246536
t36564aep|D19L3_HUMAN,0.0655219943200373
t36557aep|DHSO_BOVIN,0.33448059609719
t36738aep|ZSCA2_MOUSE,0.0128698795987296
t36736aep|ARP8_SALSA,0.308585869610076
t36749aep|NEMP1_XENTR,0.0726372525490383
t36744aep|ZER1_HUMAN,0.0404079600314117
t36735aep|S30BP_HUMAN,0.47844531917451
t38616aep|G3ST1_HUMAN,0.118696263225623
t38621aep|MOCS3_AEDAE,0.163657822274673
t38617aep|U2AFM_HUMAN,0.39545650732621
t34473aep|PGBD4_HUMAN,0.00542050285088834
t34486aep|CHSTC_XENLA,0.00542050285088834
t34465aep|NPHP4_MOUSE,0.0896421738245876
t34481aep|PYM1_BOVIN,0.230382935401834
t34464aep|RUSD4_HUMAN,0.0565331649597652
t34477aep|HGH1_DROME,0.561919906533395
t34671aep|GT2D2_MOUSE,0.0185437089294322
t34686aep|CPMD8_HUMAN,0.00542050285088834
t34669aep|CK070_BOVIN,0.0128266436370725
t34670aep|VKORL_HUMAN,0.119450980701662
t33393aep|TEAN2_MOUSE,0.091645386570532
t37731aep|S17A9_MOUSE,0.00542050285088834
t37723aep|INTU_BOVIN,0.00790008345358665
t37717aep|TSAL_GEOSL,0.0792257802927033
t32504aep|RPN2_PONAB,0.675248806321091
t32514aep|NPHP1_CANLF,0.103846365053092
t32508aep|CLK2_MOUSE,0.455040703168649
t32496aep|CNR1A_TAKRU,0.131788094937856
t32515aep|ZFY26_BOVIN,0.0309146982192479
t32494aep|RBM45_MOUSE,0.715840746380531
t32512aep|ACSF4_HUMAN,0.00805587915194095
t36976aep|WBS22_MOUSE,0.309566281184981
t36990aep|TV23B_BOVIN,0.103338793929361
t36983aep|SCND3_HUMAN,0.00542050285088834
t36988aep|FAT4_HUMAN,0.000994749758121963
t36994aep|KINH_SYNRA,0.00542050285088834
t36996aep|MPIP1_HUMAN,0.393008999335692
t35153aep|RTBS_DROME,0.00542050285088834
t35148aep|MT21D_MOUSE,0.0575656782384676
t35154aep|DJC17_BOVIN,0.131391965043557
t35155aep|PRS8_DROME,0.460836141713861
t37975aep|ZNHI1_HUMAN,0.570522816468571
t37986aep|TIDC1_HUMAN,0.175835818752257
t37987aep|MET17_MOUSE,0.315883216473955
t37978aep|HDGF_RAT,1.52502787340666
t33520aep|DDX17_MOUSE,0.785867171372265
t33498aep|DDX51_DANRE,0.289709863481341
t33519aep|CCD25_DANRE,0.306863284521864
t33502aep|RET_RAT,0.0146545409724466
t33518aep|INT7_CHICK,0.0597828381786547
t38565aep|PDXK_HUMAN,0.0173323264917665
t38571aep|VLDLR_HUMAN,0.351193466027217
t38575aep|CC146_RAT,0.0288130843276979
t38572aep|TADA1_RAT,0.0490709458915061
t38574aep|DDX31_MOUSE,0.191430448560415
t31280aep|ANKL1_HUMAN,0.904515119150056
t31277aep|NHEJ1_DANRE,0.101685146125762
t31269aep|DALD3_RAT,0.333029222619957
t33777aep|IKBP1_HUMAN,0.0667676242453192
t33775aep|UB2G2_PONAB,0.0389686902075735
t33778aep|LARP1_MOUSE,1.0020835148954
t31929aep|CERS6_HUMAN,0.024350418167963
t31935aep|AP4S1_HUMAN,0.0112615243573771
t31947aep|HLH11_CAEEL,0.141710861051548
t31938aep|UCP4_HUMAN,0.0827948455359241
t31942aep|ECE1_CAVPO,0.0187472131314562
t31956aep|ARID2_HUMAN,0.287791443875855
t31952aep|HMCN1_HUMAN,0.00542050285088834
t31930aep|GXN_ACRMI,0.0080306088113752
t32747aep|ZIC2B_XENLA,0.00434168344032503
t32755aep|RBCC1_MOUSE,0.0109342476485014
t33610aep|VP33A_RAT,0.000419267317751325
t33590aep|STS_HUMAN,0.0153483727525627
t33591aep|EXOS4_BOVIN,0.223202941105905
t33605aep|BGLG_ASPTN,0.00542050285088834
t33603aep|XPP1_MOUSE,0.479790266149337
t32376aep|FA96A_HUMAN,0.256295035948266
t32382aep|TCHP_DANRE,0.136475029810185
t32369aep|GAPR1_HUMAN,0.0053961585929317
t32370aep|CREB_HYDVD,0.000145580546663992
t32363aep|RTBS_DROME,0.0108385364172241
t38580aep|BCOR_HUMAN,0.00318481192983017
t38579aep|CB069_DANRE,0.217531234239771
t38589aep|TC1A_CAEEL,0.00542050285088834
t38428aep|SIX6_HUMAN,0.00542050285088834
t38425aep|TCB1_CAEBR,0.00542050285088834
t38426aep|REPA_AGRRH,0.00542050285088834
t38414aep|ORC4_PONAB,0.0753280105468338
t38507aep|CHUR_BOVIN,0.0515135036912111
t38498aep|MARH1_HUMAN,0.00252627868383076
t38499aep|ECM29_HUMAN,0.264873325223467
t31740aep|PPIL2_MOUSE,0.402844424825175
t31735aep|NOTU2_XENLA,0.00603637333732952
t31732aep|F10C1_MOUSE,0.187141790864934
t31729aep|FREM2_MOUSE,0.0162432565485355
t31723aep|NADA_APLCA,0.0683402570554768
t31725aep|TPC13_XENTR,0.0210444827019422
t31734aep|VITRN_MOUSE,0.00834087658847794
t31730aep|S2611_HUMAN,0.0215841184272647
t33102aep|FAF2B_XENLA,0.094663201976994
t33101aep|SAFB1_MOUSE,0.472455878540293
t33109aep|DAG1_BOVIN,0.00542050285088834
t36769aep|MFSD6_PIG,0.00542050285088834
t37464aep|PK1L2_MOUSE,0.0463521980699225
t37461aep|EYS_HUMAN,0.0248325819132124
t36611aep|EDRF1_PONAB,0.0900164319781087
t36608aep|NCLN_DANRE,0.505044785573509
t36604aep|LANC3_MOUSE,0.0180565494254636
t36593aep|THAP4_BOVIN,0.0270779248951101
t36606aep|TBD_CANLF,0.0908553833461746
t34698aep|TSSK3_HUMAN,0.0177655761062358
t34695aep|SORCN_SCHJA,0.00542050285088834
t34691aep|PLCL2_MOUSE,0.00993524668360351
t34701aep|TM223_HUMAN,0.0632880915982217
t32273aep|CI172_HUMAN,0.169465702385039
t32296aep|HSP70_HYDVU,0.129181272825641
t32295aep|CHD1_MOUSE,0.2250555353026
t32275aep|CAN5_MOUSE,0.00703305657549575
t32290aep|NOL6_MOUSE,0.668531960332265
t32278aep|TRM2A_HUMAN,0.312540980272583
t32899aep|RTBS_DROME,0.00542050285088834
t32906aep|SNP47_RAT,0.0520718720678326
t32901aep|APBP2_RAT,0.0094719996750766
t32917aep|CC020_MOUSE,0.031244113765628
t32907aep|KALRN_MOUSE,0.585428071249148
t32932aep|HYD_DROME,0.103211871051062
t32334aep|DCTP1_MOUSE,0.0985746067621737
