t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0.00302474532889124
t31628aep|TSP1_BOVIN,0.00302474532889124
t31619aep|ABCA2_HUMAN,0.0199732089223271
t31633aep|PREA_SALTY,0.00302474532889124
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,-0.0416414147372668
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.117271929618441
t34456aep|TAF3_CHICK,-0.0695358696353806
t34453aep|RIFK_DROME,-0.0256792326427195
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0.00302474532889124
t34450aep|KCNH5_MOUSE,0.00302474532889124
t36334aep|DOCK3_HUMAN,-0.0359525111693332
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0.00605250712892829
t36336aep|CEP76_PONAB,-0.0347495164096881
t36335aep|RTJK_DROME,0.00302474532889124
t36329aep|FGOP2_CHICK,-0.175641850023902
t36337aep|CRYAB_BOVIN,-0.0879146202031403
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,0.278104541333473
t35903aep|S35E3_DANRE,-0.00546169730786705
t35908aep|CAF1A_CHICK,0.0268703110011246
t32664aep|AQP9_HUMAN,-0.00541958725242345
t32662aep|SERB_BOVIN,-0.0193374111578884
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,-0.00289264601264693
t31838aep|STXB1_RAT,-0.0136416529368139
t38104aep|B3GN4_HUMAN,0.652556483500562
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,-0.063496239256447
t38118aep|AGRIN_MOUSE,-0.000349404854609674
t38103aep|PTSS1_DANRE,0.0294058390189316
t38117aep|SAXO1_RAT,-0.0715756141524091
t33743aep|EXOC7_RAT,-0.123641646688826
t33739aep|RPP14_MOUSE,-0.000270029893956904
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,-0.0494510408113042
t33735aep|DHB11_RAT,0.0480251660298325
t32686aep|MRP1_CHICK,-0.242598365897212
t32685aep|RN146_XENTR,-0.145184801423222
t32696aep|OTOF_DANRE,0.00302474532889124
t32692aep|GPTC4_XENTR,0.110983916624853
t32693aep|S27A4_HUMAN,-0.0688535061793244
t32687aep|RAB23_HUMAN,-0.0803517050314106
t32691aep|PP14C_RAT,-0.0198402326944852
t32688aep|CPT2_MOUSE,0.322401886294056
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,-0.135877125228817
t35866aep|MEL2A_DANRE,0.0421213642886278
t35863aep|SSPO_CHICK,0.00134185485877254
t35872aep|NAPEP_BOVIN,0.030030876959905
t35870aep|STK10_CHICK,0.0108392011413557
t35858aep|SCND3_HUMAN,0.00302474532889124
t35861aep|ABCBA_HUMAN,0.0343240117538038
t35862aep|MEGF6_HUMAN,-0.000622026978459487
t35855aep|MIPEP_PONAB,-0.0153951628526849
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.0103307315160194
t35353aep|B4GA1_DANRE,-0.00894577142513069
t33691aep|ABCB2_DICDI,0.0151538580592768
t37371aep|IDI1_BOVIN,0.0103225478924813
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,-0.0483446119196266
t37368aep|PEX10_MOUSE,-0.0678882157874562
t37380aep|CBL_MOUSE,0.19193391296745
