t37645aep|CP4V2_MOUSE,0.0878979662605769
t31628aep|TSP1_BOVIN,0.0878979662605769
t31618aep|DTBP1_CHICK,0.298287954698552
t36334aep|DOCK3_HUMAN,0.1389768725244
t36335aep|RTJK_DROME,0.0878979662605769
t36329aep|FGOP2_CHICK,0.277343088197314
t35904aep|DDAC_ENTAG,0.0878979662605769
t32664aep|AQP9_HUMAN,1.51877832271877
t32662aep|SERB_BOVIN,0.0583721940711069
t31838aep|STXB1_RAT,0.323478661443647
t38104aep|B3GN4_HUMAN,0.0781926572072218
t38118aep|AGRIN_MOUSE,0.248071050157917
t38117aep|SAXO1_RAT,0.0787594102910374
t33743aep|EXOC7_RAT,0.367138375902572
t33739aep|RPP14_MOUSE,0.116009612681665
t33741aep|IFT20_DANRE,0.0111159049618583
t32686aep|MRP1_CHICK,0.191067971376073
t32685aep|RN146_XENTR,0.280558628749556
t32693aep|S27A4_HUMAN,0.0243896235758663
t32687aep|RAB23_HUMAN,0.102937713968399
t32691aep|PP14C_RAT,0.139614171419394
t35866aep|MEL2A_DANRE,0.148972960134911
t35872aep|NAPEP_BOVIN,0.451144290676938
t35862aep|MEGF6_HUMAN,0.161866161893195
t35855aep|MIPEP_PONAB,0.0157981443012372
t35356aep|CASP8_RAT,0.0195845129851974
t37381aep|RPAC2_BOVIN,0.308350477183735
t37368aep|PEX10_MOUSE,0.132452748111805
t32309aep|TM203_HUMAN,0.264494082253359
t32305aep|PPCT_MOUSE,0.218507672777886
t33085aep|TXIP1_HUMAN,0.0878979662605769
t32819aep|T106C_HUMAN,0.300835699236754
t32810aep|NDUA5_BOVIN,0.0760695199479086
t35726aep|SO4C1_RAT,0.143942134788543
t37010aep|NDUF4_PONAB,0.0383435235292993
t35994aep|MLRP2_ACRMI,1.07718740369054
t35993aep|VATE_DROME,0.0483481239399158
t31647aep|PPT1_HUMAN,0.718873645236115
t38636aep|ALG3_HUMAN,0.0843882371094599
t34435aep|IMPTB_XENTR,0.057080679813441
t34431aep|RSPH1_HUMAN,0.441951826061305
t34427aep|ML12B_BOVIN,0.0153601997307329
t31849aep|TYPH_RAT,0.149957265170974
t34798aep|APH1_DROME,0.109087209858368
t34802aep|PISD_CRIGR,0.0676040190456461
t34790aep|TWF1_HUMAN,0.385767648652965
t32473aep|RB18B_DANRE,0.229601737258018
t37814aep|CC105_BOVIN,0.330982993621007
t37817aep|RS6_BRAFL,0.166542787739166
t37818aep|EF1A_HYDVU,0.0398526612500228
t32253aep|YPEL5_PONAB,0.268500916291491
t32266aep|GGT1_PIG,0.0635171587720899
t32269aep|FSTL1_BOVIN,1.69825367089415
t32263aep|IF172_DANRE,0.0542174348222292
t35087aep|CJ076_XENLA,0.0759444143485011
t35085aep|RS30_ORYLA,0.109414293398702
t35552aep|DTL_CHICK,0.0214631675132237
t35556aep|M4K2_HUMAN,0.151504954871718
t35558aep|ARP10_HUMAN,0.0134046508172614
t36392aep|UTP15_HUMAN,0.265347032484329
t35401aep|LIN52_DANRE,0.0716778260580271
t35411aep|EDC3_PONAB,0.0223008476996191
t35408aep|NK2R_RAT,0.0878979662605769
t33710aep|SEC_ARATH,0.0878979662605769
t33696aep|CNRP1_BOVIN,0.0878979662605769
t33695aep|GID8_NEMVE,0.0397401865694772
t35845aep|TIM9_MOUSE,0.0142321027778395
t35851aep|OPSD1_MIZYE,0.389350599928601
t35847aep|PHF3_HUMAN,0.154290372753092
t35217aep|CEBPB_CHICK,0.00732228295441438
t37320aep|CO6A6_HUMAN,0.261414876310699
t37316aep|ASPM_SHEEP,0.039071203491131
t32622aep|MK14_CANLF,0.0514525294477338
t33645aep|TLR1_DROME,0.237062168025989
t33647aep|WHITE_LUCCU,0.0285158590571236
t33641aep|AT5F1_BOVIN,0.109847312052981
t33657aep|TM243_BOVIN,0.0469067477851262
t33644aep|CC180_HUMAN,0.0606295366766217
t37948aep|RHG32_XENLA,0.295424386840656
t31824aep|DNJC5_TETCF,0.461080605250621
t32421aep|PCS3_LOTJA,0.0199481235489382
t32425aep|ANXA7_MOUSE,0.3843128125559
t32412aep|M3K19_HUMAN,0.175924957230829
t32416aep|COMD8_HUMAN,0.283027076446868
t32413aep|NTPES_BACSU,1.0916871749092
t36940aep|ROP1L_XENLA,0.0296535871069535
t36953aep|RBM26_HUMAN,0.163361764503646
t33893aep|MCPI_MELCP,0.327883023494945
t33900aep|SIP2_YEAST,1.85217560030308
t33620aep|SYT7_HUMAN,0.0378212825140631
t31713aep|TBA_NOTVI,0.00209338000064639
t31719aep|VATC_MANSE,0.397145536596794
t33194aep|UBP54_RAT,0.0342786000037509
t33183aep|PNKP_HUMAN,0.440779869271265
t33195aep|RA54B_CHICK,0.0395343167071487
t33188aep|ADCY9_HUMAN,0.491505694903473
t33191aep|ALRA_DICDI,0.0122073844313495
t37632aep|LGR5_XENTR,0.0878979662605769
t37624aep|VATF_HUMAN,0.228228913450812
t36963aep|PPID_HUMAN,0.151896499383166
t36583aep|CSTF3_MOUSE,0.103307547369707
t36590aep|GLYM_HUMAN,0.475018433459258
t36585aep|CALM_MACPY,0.0848679368905727
t36580aep|S39AD_DANRE,0.765195526302369
t34754aep|FXC2B_XENLA,0.811552793942878
t34760aep|QORL1_MOUSE,0.0100465229138444
t34762aep|TYDP2_RAT,0.0124132574471912
t34765aep|ZBED4_HUMAN,0.0878979662605769
t34759aep|TDRD5_AILME,0.0691639335711752
t34764aep|RSU1_BOVIN,0.593001632796686
t34564aep|YMH6_CAEEL,0.022090459641909
t38685aep|TBP_XENTR,0.0120984693902849
t38670aep|RADI_BOVIN,0.0470815453759792
t38680aep|PGAP3_XENTR,0.0154503489491266
t36972aep|FUCM_HUMAN,0.0533699964799687
t32838aep|RASLC_DANRE,0.754622830008941
t32855aep|ZN205_BOVIN,0.0612254662705058
t32845aep|KTI12_DANRE,0.0274256720503128
t32852aep|NPC2_DROME,0.12009799242486
t32851aep|STX18_HUMAN,0.0746152149966323
t32840aep|CNOT2_HUMAN,0.116046657727026
t36502aep|NPHP3_HUMAN,0.231176030442325
t36483aep|TAF8_DANRE,0.0179123561971384
t36496aep|TNAP3_MACFA,0.138776777639739
t38463aep|RS17_BOVIN,0.118410124058561
t34603aep|RWDD1_RAT,0.105661930087796
t34595aep|NDK_CHICK,0.280695792310767
t34605aep|CRFR2_XENLA,0.0844598670376731
t34600aep|KPSH1_BOVIN,0.0344132599266379
t38360aep|PIGL_RAT,0.115803816167035
t38363aep|DNAL4_PIG,0.164303166285332
t38358aep|PLK4_NEMVE,0.0307346785170067
t38365aep|TMOD2_RAT,1.4356444300897
t38366aep|DDRGK_TRIAD,0.116759362234932
t32785aep|HEBP1_MOUSE,3.56507953207283
t37211aep|RYK_MOUSE,0.0185717267026042
t37217aep|BAZ1A_HUMAN,0.0579677868468687
t37214aep|ITA9_MOUSE,0.380899831056548
t36469aep|DNLI1_XENLA,0.00626646878003223
