t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0.0096048432226644
t31619aep|ABCA2_HUMAN,0.0384891837572746
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.0792369150008837
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.0113715101934606
t34456aep|TAF3_CHICK,0.0335337304437864
t34453aep|RIFK_DROME,0.00122467720297013
t34451aep|RSGI5_CLOTH,0.0096048432226644
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0.0096048432226644
t36334aep|DOCK3_HUMAN,-0.0159019982971641
t36327aep|RAD21_SCHPO,0.0096048432226644
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,-0.0263278594754065
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,0.0476785879778534
t36337aep|CRYAB_BOVIN,0.0255011076385191
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,-0.0037263381809235
t35903aep|S35E3_DANRE,-0.0929997459606521
t35908aep|CAF1A_CHICK,-0.00895447535569222
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,-0.0457223651923766
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.0229321072028734
t31838aep|STXB1_RAT,0.111969688878773
t38104aep|B3GN4_HUMAN,0.585367790164235
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.0302390531319895
t38118aep|AGRIN_MOUSE,-0.00337415018350096
t38103aep|PTSS1_DANRE,0.0433548482510208
t38117aep|SAXO1_RAT,-0.0390208302142686
t33743aep|EXOC7_RAT,-0.126398238701355
t33739aep|RPP14_MOUSE,0.00356342919820302
t33737aep|ZMYM6_HUMAN,0.0096048432226644
t33741aep|IFT20_DANRE,-0.0133215802701887
t33735aep|DHB11_RAT,0.253137475754217
t32686aep|MRP1_CHICK,-0.203541291623315
t32685aep|RN146_XENTR,0.13238181266235
t32696aep|OTOF_DANRE,0.0096048432226644
t32692aep|GPTC4_XENTR,-0.0756496575824303
t32693aep|S27A4_HUMAN,0.0683981726258742
t32687aep|RAB23_HUMAN,0.0276700870763316
t32691aep|PP14C_RAT,-0.0223524563044917
t32688aep|CPT2_MOUSE,0.166491303050446
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,-0.138389348838824
t35866aep|MEL2A_DANRE,-0.0639830564492326
t35863aep|SSPO_CHICK,-0.0107752119738985
t35872aep|NAPEP_BOVIN,0.00832735292080339
t35870aep|STK10_CHICK,0.248550129334793
t35858aep|SCND3_HUMAN,0
