t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0.0203862004704814
t31619aep|ABCA2_HUMAN,0.0135775237556591
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.109144629107419
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.0323608177679068
t34456aep|TAF3_CHICK,-0.0192916212181715
t34453aep|RIFK_DROME,0.0365176486233324
t34451aep|RSGI5_CLOTH,0.00678211139848609
t34446aep|VIAAT_XENLA,0.00678211139848609
t34450aep|KCNH5_MOUSE,0.0135775237556591
t36334aep|DOCK3_HUMAN,0.00870632949256629
t36327aep|RAD21_SCHPO,0.00678211139848609
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.0785077773774025
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.0268061458743071
t36337aep|CRYAB_BOVIN,0.36196881193555
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,0.0967785180753917
t35903aep|S35E3_DANRE,0.00442379308617849
t35908aep|CAF1A_CHICK,-0.0395493238375825
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,0.00506945148581896
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.000864720056947836
t31838aep|STXB1_RAT,0.0475544943242694
t38104aep|B3GN4_HUMAN,0.680830668045847
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.0312663553498458
t38118aep|AGRIN_MOUSE,-0.00337415018350096
t38103aep|PTSS1_DANRE,0.134974494874847
t38117aep|SAXO1_RAT,0.0143795269274267
t33743aep|EXOC7_RAT,0.02137091115385
t33739aep|RPP14_MOUSE,0.011455085384585
t33737aep|ZMYM6_HUMAN,0.00678211139848609
t33741aep|IFT20_DANRE,0.041486667062543
t33735aep|DHB11_RAT,0.109497334644759
t32686aep|MRP1_CHICK,-0.244899536573621
t32685aep|RN146_XENTR,0.0969086855643324
t32696aep|OTOF_DANRE,0.00678211139848609
t32692aep|GPTC4_XENTR,0.0525038479009987
t32693aep|S27A4_HUMAN,0.133009915558618
t32687aep|RAB23_HUMAN,0.127776239860937
t32691aep|PP14C_RAT,-0.0183797757714972
t32688aep|CPT2_MOUSE,0.214504516813159
t35871aep|NOD1_MOUSE,0.00678211139848609
t35860aep|KIF3A_MACFA,-0.0893395929985711
t35866aep|MEL2A_DANRE,0.014607370970969
t35863aep|SSPO_CHICK,0.0028023117817607
t35872aep|NAPEP_BOVIN,0.0381324534393092
t35870aep|STK10_CHICK,0.186318991079502
t35858aep|SCND3_HUMAN,0.00678211139848609
t35861aep|ABCBA_HUMAN,0.00781026099626962
t35862aep|MEGF6_HUMAN,0.0106808914171262
t35855aep|MIPEP_PONAB,-0.0134452228964225
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,0.0511447587751045
t35353aep|B4GA1_DANRE,0.0360001279919302
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,0.0291309417897354
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,0.0102730875667342
t37368aep|PEX10_MOUSE,-0.0417366005370872
t37380aep|CBL_MOUSE,0.215746253101424
t37375aep|TC3A_CAEEL,0.00678211139848609
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,-0.0225282305000268
t32310aep|LSM1_HUMAN,-0.0261464925942498
t32305aep|PPCT_MOUSE,-0.0125513270930512
t32304aep|SWT15_VITVI,0.00134800955594125
t33480aep|MSRB_METBF,0.187840532991326
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,-0.0789116481026512
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0.00678211139848609
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,0.0192313969973067
t36728aep|ARL5B_MOUSE,0.109863863837639
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0.00678211139848609
t32818aep|SY65_DROME,0.0203862004704814
t32809aep|TRPA1_HUMAN,0
t32819aep|T106C_HUMAN,0.0102759956806313
t32810aep|NDUA5_BOVIN,0.318908888888292
t35726aep|SO4C1_RAT,0.239680709824479
t35724aep|SYF2_DANRE,0.0774635676493264
t35979aep|ECI1_RAT,0.0654800721275375
t35981aep|PRPF3_CHICK,0.0633290950906392
t35991aep|FLNC_RAT,0.23599105602042
t37010aep|NDUF4_PONAB,0.0102131045081587
t35994aep|MLRP2_ACRMI,-0.0287717211912739
t35982aep|NLTP_CHICK,0.154822761907946
t35993aep|VATE_DROME,0.796763651973367
t35988aep|CIA30_DROME,0.00413260077176076
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,-0.00844433258131474
