t37645aep|CP4V2_MOUSE,0.181803792021214
t31628aep|TSP1_BOVIN,0.0181522025644906
t31619aep|ABCA2_HUMAN,0.00604615116183843
t31618aep|DTBP1_CHICK,0.0527979013527112
t34453aep|RIFK_DROME,0.0672285877663698
t36340aep|AT1A_HYDVU,0.00604615116183843
t36336aep|CEP76_PONAB,0.0217089679026806
t36329aep|FGOP2_CHICK,0.0301584450541362
t36337aep|CRYAB_BOVIN,0.243917091146297
t35900aep|RHCG_XENTR,0.0305254907212179
t35903aep|S35E3_DANRE,0.00903714351023825
t32664aep|AQP9_HUMAN,0.889556203375288
t31832aep|P52K_HUMAN,0.0181522025644906
t31833aep|BP10_PARLI,0.0365014704226957
t31838aep|STXB1_RAT,0.218815067051346
t38104aep|B3GN4_HUMAN,0.00239158154433132
t38111aep|KCC2D_BOVIN,0.00604615116183843
t38118aep|AGRIN_MOUSE,0.314180469538392
t38117aep|SAXO1_RAT,0.0350998676113452
t33743aep|EXOC7_RAT,0.127102651335754
t33735aep|DHB11_RAT,0.0940669658112149
t32686aep|MRP1_CHICK,0.566308856158514
t32696aep|OTOF_DANRE,0.0120968905976864
t32693aep|S27A4_HUMAN,0.00995937919522034
t32687aep|RAB23_HUMAN,0.212842478659447
t32691aep|PP14C_RAT,0.0627851501164662
t35871aep|NOD1_MOUSE,0.0738894507022168
t35860aep|KIF3A_MACFA,0.028686168419697
t35872aep|NAPEP_BOVIN,0.352362444287763
t35870aep|STK10_CHICK,0.367215028903076
t35862aep|MEGF6_HUMAN,0.0936926217793385
t35857aep|PKD2_ORYLA,0.00604615116183843
t35356aep|CASP8_RAT,0.00810757556909556
t33691aep|ABCB2_DICDI,0.0181522025644906
t37371aep|IDI1_BOVIN,0.00425673914405679
t37380aep|CBL_MOUSE,0.00565169126375062
t37375aep|TC3A_CAEEL,0.00604615116183843
t32307aep|NCAN_PANTR,0.0120968905976864
t32310aep|LSM1_HUMAN,0.0445432784185864
t32305aep|PPCT_MOUSE,0.0348554110474905
t33480aep|MSRB_METBF,0.0635413720607729
t33470aep|PGBD3_HUMAN,0.00604615116183843
t33084aep|TXIP1_MOUSE,0.00604615116183843
t33085aep|TXIP1_HUMAN,0.0181522025644906
t36728aep|ARL5B_MOUSE,0.118774467509566
t33589aep|THAP2_MOUSE,0.00604615116183843
t32818aep|SY65_DROME,0.00604615116183843
t32809aep|TRPA1_HUMAN,0.00604615116183843
t32819aep|T106C_HUMAN,0.334058399794605
t35726aep|SO4C1_RAT,0.265493656386675
t35979aep|ECI1_RAT,0.0211070558476517
t37010aep|NDUF4_PONAB,0.00291060427952051
t35994aep|MLRP2_ACRMI,0.678968361168051
t35984aep|DYH6_HUMAN,0.027901084017033
t35985aep|DYH6_HUMAN,0.00604615116183843
t31651aep|LRRK2_MOUSE,0.00604615116183843
t31647aep|PPT1_HUMAN,0.795883625646191
t38649aep|ATXA_LEIDO,0.00604615116183843
t38641aep|AL7A1_CAEEL,0.00604615116183843
t38636aep|ALG3_HUMAN,0.00398367420001753
t34435aep|IMPTB_XENTR,0.0369756521638871
t34431aep|RSPH1_HUMAN,1.02800744670898
t34429aep|PP4C_XENTR,0.0726803008735888
t34427aep|ML12B_BOVIN,0.0532987059787913
t31846aep|CEP70_RAT,0.0906859922947849
t31844aep|TLL1_DANRE,0.00604615116183843
t31842aep|TERA_XENLA,0.133252148325985
t31849aep|TYPH_RAT,0.0487084771710979
t31848aep|SPCS3_CHICK,0.0876203190093176
t34798aep|APH1_DROME,0.00783842185849067
t34802aep|PISD_CRIGR,0.00391812412939808
t34792aep|PTH2_BOVIN,0.0452308546535719
t34790aep|TWF1_HUMAN,0.2621700124438
t32481aep|GUAA_RAT,0.168968497062597
t32473aep|RB18B_DANRE,0.0155336660676976
t32469aep|CO6A4_MOUSE,0.00604615116183843
t31231aep|UNC89_CAEEL,0.0181522025644906
t36653aep|DOHH_RAT,0.0242120713443289
t37814aep|CC105_BOVIN,0.171059179208749
t32269aep|FSTL1_BOVIN,1.71334885140137
t32255aep|CHSS1_MOUSE,0.024132460781542
t32258aep|SHPK_MOUSE,0.00593948620783426
t32263aep|IF172_DANRE,0.00873833032588587
t35087aep|CJ076_XENLA,0.0210607043074965
t35082aep|WASH7_HUMAN,0.100172502334121
