t37645aep|CP4V2_MOUSE,0.0650078305052016
t31628aep|TSP1_BOVIN,0.00586940923796474
t31619aep|ABCA2_HUMAN,0.0117469630126656
t31618aep|DTBP1_CHICK,0.0101957940710034
t36047aep|FUCTA_DROME,0.00586940923796474
t34456aep|TAF3_CHICK,0.0530551608292814
t34453aep|RIFK_DROME,0.0037365845453103
t34446aep|VIAAT_XENLA,0.0412561329960578
t34450aep|KCNH5_MOUSE,0.0117469630126656
t36334aep|DOCK3_HUMAN,0.102297643384383
t36329aep|FGOP2_CHICK,0.339782606290548
t36337aep|CRYAB_BOVIN,0.12775931406757
t35900aep|RHCG_XENTR,0.0335802560273607
t31838aep|STXB1_RAT,0.231502852097996
t38104aep|B3GN4_HUMAN,0.383596243037603
t38107aep|PKHL1_MOUSE,0.00586940923796474
t38111aep|KCC2D_BOVIN,0.00586940923796474
t38110aep|P2R3C_HUMAN,0.0270677844154797
t38103aep|PTSS1_DANRE,0.124610355620172
t38117aep|SAXO1_RAT,0.0974404754420312
t33743aep|EXOC7_RAT,0.10648373097767
t33737aep|ZMYM6_HUMAN,0.00586940923796474
t33735aep|DHB11_RAT,0.394632739299288
t32685aep|RN146_XENTR,0.1582950236257
t32693aep|S27A4_HUMAN,0.0670121698838534
t32687aep|RAB23_HUMAN,0.453509721482984
t32691aep|PP14C_RAT,0.143552717593099
t32688aep|CPT2_MOUSE,0.108920058655484
t35860aep|KIF3A_MACFA,0.295796719406721
t35863aep|SSPO_CHICK,0.00685742746953906
t35872aep|NAPEP_BOVIN,0.00645565613965735
t35870aep|STK10_CHICK,0.755976666293641
t35861aep|ABCBA_HUMAN,0.0233713320092835
t35862aep|MEGF6_HUMAN,0.00792733039008228
t35857aep|PKD2_ORYLA,0.0176326394434374
t35354aep|KLC3_RAT,0.0235264166171817
t35356aep|CASP8_RAT,0.0480974803677346
t35353aep|B4GA1_DANRE,0.00192756796373228
t33691aep|ABCB2_DICDI,0.0353381853839687
t37380aep|CBL_MOUSE,0.131466113703159
t37375aep|TC3A_CAEEL,0.00586940923796474
t32307aep|NCAN_PANTR,0.0117469630126656
t32305aep|PPCT_MOUSE,0.12283187504662
t32304aep|SWT15_VITVI,0.00414903031336665
t33480aep|MSRB_METBF,0.220638794974103
t33081aep|ZMYM5_BOVIN,0.00586940923796474
t33085aep|TXIP1_HUMAN,0.0176326394434374
t36728aep|ARL5B_MOUSE,0.115551832727034
t33589aep|THAP2_MOUSE,0.00586940923796474
t32818aep|SY65_DROME,0.0328843733440297
t32809aep|TRPA1_HUMAN,0.0353381853839687
t32819aep|T106C_HUMAN,0.0179235283703644
t32810aep|NDUA5_BOVIN,0.208338039142524
t35726aep|SO4C1_RAT,0.11749800309427
t35991aep|FLNC_RAT,1.69394184613192
t35993aep|VATE_DROME,0.865233767660307
t35984aep|DYH6_HUMAN,0.00918830686212264
t31651aep|LRRK2_MOUSE,0.0117469630126656
t31647aep|PPT1_HUMAN,0.278791633327225
t38636aep|ALG3_HUMAN,0.0122187484523863
t38647aep|RAP1_CAEEL,0.0294282725891903
t38648aep|TM175_CHICK,0.00586940923796474
t34434aep|S12A8_XENLA,0.0560174217952321
t34427aep|ML12B_BOVIN,0.0786509442640401
t31842aep|TERA_XENLA,0.222701380430564
t34798aep|APH1_DROME,0.0780724751630703
t34802aep|PISD_CRIGR,0.0209621857811267
t34796aep|PCMD2_BOVIN,0.0331342349295512
t34790aep|TWF1_HUMAN,0.310451553492422
t32475aep|WHITE_DROME,0.111991793296633
t31220aep|P52K_HUMAN,0.0117469630126656
t31230aep|UNC89_CAEEL,0.00586940923796474
t31231aep|UNC89_CAEEL,0.0506522636911331
t36650aep|ANKK1_MOUSE,0.886270535278928
t37814aep|CC105_BOVIN,0.0427571179132525
t37816aep|LRP2_RAT,0.171820470003337
t32265aep|SYD1_CAEEL,0.0858017776330722
t32253aep|YPEL5_PONAB,0.136987653534616
t32255aep|CHSS1_MOUSE,0.0474990598837169
t32258aep|SHPK_MOUSE,0.00462477847170658
t32263aep|IF172_DANRE,0.192923495580797
t32267aep|CG050_MOUSE,0.0674806746769993
t35087aep|CJ076_XENLA,0.000267030314623922
t35082aep|WASH7_HUMAN,0.0491129078679494
t35079aep|RB39B_MOUSE,0.151183682351078
t35556aep|M4K2_HUMAN,0.218115421601169
t35545aep|KLC4_MOUSE,0.0923888638025501
t35549aep|PDRG1_RAT,0.0445553921400506
t35558aep|ARP10_HUMAN,0.0514704452068144
t36395aep|NAS15_CAEEL,0.0117469630126656
t36387aep|NPHP3_HUMAN,0.0353381853839687
t35403aep|MYPN_MOUSE,0.249664621841206
t35411aep|EDC3_PONAB,0.214636143501821
t35406aep|WDY_ANOGA,0.00586940923796474
t33712aep|HACD_CAEEL,0.00586940923796474
t33710aep|SEC_ARATH,0.00586940923796474
t33694aep|KLC4_MOUSE,0.0176326394434374
t33696aep|CNRP1_BOVIN,0.0294282725891903
t33695aep|GID8_NEMVE,0.0249202298933626
t35853aep|TM175_MOUSE,0.0117469630126656
t35850aep|CYTA_MOUSE,0.403034649608518
t35204aep|RET_RAT,0.158647448697727
t35214aep|ZMYM1_HUMAN,0.0117469630126656
t35217aep|CEBPB_CHICK,0.309626804874328
t37312aep|UBC12_SCHPO,0.250929343895436
t32622aep|MK14_CANLF,0.0834889039242813
t32614aep|XRRA1_MOUSE,0.00586940923796474
t32620aep|HMCN1_HUMAN,0.148672089911382
t32615aep|UNK_HUMAN,0.35586315576494
t32623aep|F1142_BOVIN,0.144026167309402
t32616aep|FBN1_BOVIN,0.00175398842292293
t33656aep|CRYAB_BOVIN,0.000314854168161608
t33645aep|TLR1_DROME,0.00914338430175206
t33652aep|DD3_DICDI,0.283839139042478
t33647aep|WHITE_LUCCU,0.281242241646826
t33657aep|TM243_BOVIN,0.457430381253056
t33648aep|KPCD3_HUMAN,0.12838849690427
t33650aep|DUS22_HUMAN,0.0751060877673331
t37963aep|NAPEP_BOVIN,0.0590579642492445
t37961aep|NRDC_MOUSE,0.0230570546281693
t37948aep|RHG32_XENLA,0.150867071950895
t31824aep|DNJC5_TETCF,0.660187042605462
t31817aep|AKR1_YARLI,0.00586940923796474
t32420aep|RPE_HUMAN,0.0416948299257323
t32425aep|ANXA7_MOUSE,0.620441827423994
t32427aep|TBC20_MOUSE,0.0446182031690238
t32412aep|M3K19_HUMAN,0.32138005342736
t32423aep|CADA_STAAR,0.139926230011375
t32416aep|COMD8_HUMAN,0.0345035890219363
t32413aep|NTPES_BACSU,0.10118967781253
t36940aep|ROP1L_XENLA,0.481435388462997
t36944aep|CFA74_MOUSE,0.244343034068867
t36946aep|ELOV5_XENTR,0.361593382647013
t36938aep|SYT15_HUMAN,0.0682464782092204
t33620aep|SYT7_HUMAN,0.0243776861467312
t36961aep|TRAF4_HUMAN,0.0780118351302365
t31714aep|KLC4_RAT,0.0353381853839687
t31713aep|TBA_NOTVI,3.20717719280887
t31719aep|VATC_MANSE,0.194156538151319
t31717aep|AB17C_DANRE,0.00586940923796474
t33194aep|UBP54_RAT,0.0829439422175554
t33193aep|RSBNL_HUMAN,0.0872615360689199
t33185aep|RTJK_DROME,0.00586940923796474
t33188aep|ADCY9_HUMAN,0.060998226961343
t37632aep|LGR5_XENTR,0.00586940923796474
t37624aep|VATF_HUMAN,0.156755962751635
t37637aep|DYHC_HELCR,0.0142893515564119
t36574aep|OPN4B_XENLA,0.0471820933908494
t36590aep|GLYM_HUMAN,0.169220392525518
t36573aep|LTBP4_HUMAN,1.05228926624429
t36585aep|CALM_MACPY,0.360711302204668
t34760aep|QORL1_MOUSE,0.00685903852685606
t34762aep|TYDP2_RAT,0.069642630438891
t34764aep|RSU1_BOVIN,0.540856707699317
t34577aep|ARSB_RAT,0.0962769219985754
t34581aep|PELI1_MOUSE,0.265689659819042
t38685aep|TBP_XENTR,0.0140350417860802
