t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0.0136475632717598
t31619aep|ABCA2_HUMAN,0.0523580563782516
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.0655981851678732
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.127827751676447
t34456aep|TAF3_CHICK,-0.0146543083117268
t34453aep|RIFK_DROME,-0.0264018054179372
t34451aep|RSGI5_CLOTH,0.00680959975829335
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,0.00837487024469894
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0.0205138737278853
t36336aep|CEP76_PONAB,0.0587918133800782
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.149640020335509
t36337aep|CRYAB_BOVIN,0.432804776992242
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,0.939536513888617
t35903aep|S35E3_DANRE,-0.00775385745242342
t35908aep|CAF1A_CHICK,0.00970503846133531
t32664aep|AQP9_HUMAN,-0.00163473282302119
t32662aep|SERB_BOVIN,-0.0254380548440787
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,-0.00591739134153808
t31838aep|STXB1_RAT,0.0690708250639148
t38104aep|B3GN4_HUMAN,0.713036672249193
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.01840093889984
t38118aep|AGRIN_MOUSE,-0.00337415018350096
t38103aep|PTSS1_DANRE,0.115075122737445
t38117aep|SAXO1_RAT,-0.0544178163689214
t33743aep|EXOC7_RAT,-0.0470615546714175
t33739aep|RPP14_MOUSE,-0.061438977179852
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,-0.024424004920467
t33735aep|DHB11_RAT,0.0940271769016159
t32686aep|MRP1_CHICK,-0.244872048213814
t32685aep|RN146_XENTR,-0.0618150667365708
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,0.00649859947178287
t32693aep|S27A4_HUMAN,0.0782976528917468
t32687aep|RAB23_HUMAN,0.0302524310474042
t32691aep|PP14C_RAT,-0.0319572995271562
t32688aep|CPT2_MOUSE,0.269326848389778
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,-0.113662729357103
t35866aep|MEL2A_DANRE,0.0256644608949522
t35863aep|SSPO_CHICK,-0.00396561221560491
t35872aep|NAPEP_BOVIN,0.00688636758725228
t35870aep|STK10_CHICK,0.00616863080033648
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,0.0155942035112598
t35862aep|MEGF6_HUMAN,0.0108085646745303
t35855aep|MIPEP_PONAB,0.030019570807701
t35857aep|PKD2_ORYLA,0.00680959975829335
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,0.00520200478262256
t35353aep|B4GA1_DANRE,0.00893364514115073
