t37645aep|CP4V2_MOUSE,0.0690669494972868
t31628aep|TSP1_BOVIN,0.0415631206342645
t36970aep|EXOS6_DANRE,0.0864455692315665
t34453aep|RIFK_DROME,0.022151270351464
t34450aep|KCNH5_MOUSE,0.0138960472320506
t36336aep|CEP76_PONAB,0.00825213518503724
t35904aep|DDAC_ENTAG,0.193190547464016
t35903aep|S35E3_DANRE,0.0561295837356105
t32664aep|AQP9_HUMAN,0.769835152611911
t31832aep|P52K_HUMAN,0.0138960472320506
t31838aep|STXB1_RAT,0.0705923915581226
t38104aep|B3GN4_HUMAN,0.00419073817869539
t38110aep|P2R3C_HUMAN,0.0475405022245211
t38118aep|AGRIN_MOUSE,0.203165194339159
t38103aep|PTSS1_DANRE,0.0297527102600905
t33743aep|EXOC7_RAT,0.153692843301676
t33739aep|RPP14_MOUSE,0.0881970465648494
t33741aep|IFT20_DANRE,0.0196294914201477
t33735aep|DHB11_RAT,0.328245870059072
t32686aep|MRP1_CHICK,0.63341490637203
t32685aep|RN146_XENTR,0.027100331356119
t32687aep|RAB23_HUMAN,0.15426422997261
t32691aep|PP14C_RAT,0.0644542531917102
t35871aep|NOD1_MOUSE,0.104379805238202
t35866aep|MEL2A_DANRE,0.0290521101350757
t35872aep|NAPEP_BOVIN,0.402573156641121
t35870aep|STK10_CHICK,0.0667818533148513
t35862aep|MEGF6_HUMAN,0.0318578115809095
t35855aep|MIPEP_PONAB,0.0186501127622559
t35353aep|B4GA1_DANRE,0.0297383844649613
t33691aep|ABCB2_DICDI,0.0277502460503297
t37371aep|IDI1_BOVIN,0.00846288333112566
t37381aep|RPAC2_BOVIN,0.0262977016289155
t32310aep|LSM1_HUMAN,0.105742553334426
t32305aep|PPCT_MOUSE,0.0498213808421192
t33480aep|MSRB_METBF,0.0483539744789741
t33085aep|TXIP1_HUMAN,0.0138960472320506
t38021aep|YD286_MOUSE,0.00642910582574591
t36728aep|ARL5B_MOUSE,0.0441590456243291
t32819aep|T106C_HUMAN,0.135842259338858
t32810aep|NDUA5_BOVIN,0.108143167806186
t35726aep|SO4C1_RAT,0.184439904761533
t35994aep|MLRP2_ACRMI,0.822043146471517
t35993aep|VATE_DROME,0.325952390536605
t35984aep|DYH6_HUMAN,0.00545171465073581
t35985aep|DYH6_HUMAN,0.0277502460503297
t31647aep|PPT1_HUMAN,0.662877954771795
t38636aep|ALG3_HUMAN,0.00922831888177637
t37013aep|LAGE3_MOUSE,0.0955980138326836
t34435aep|IMPTB_XENTR,0.0245178998125451
t34431aep|RSPH1_HUMAN,0.939184822303923
t34430aep|RPAP1_BOVIN,0.0262807040875101
t34429aep|PP4C_XENTR,0.143296757868913
t31846aep|CEP70_RAT,0.0185139269137738
t31842aep|TERA_XENLA,0.353510132056183
t31849aep|TYPH_RAT,0.0747973469432909
t34798aep|APH1_DROME,0.0339272916306839
t34802aep|PISD_CRIGR,0.00745629883539845
t34792aep|PTH2_BOVIN,0.00778568190628909
t34790aep|TWF1_HUMAN,0.0833102090311579
t32481aep|GUAA_RAT,0.0775352869094051
t32473aep|RB18B_DANRE,0.0197196575508644
t32470aep|LYRM2_MOUSE,0.0349859539727306
t31220aep|P52K_HUMAN,0.0220052802044337
t36653aep|DOHH_RAT,0.0415631206342645
t37814aep|CC105_BOVIN,0.131812330626834
t37817aep|RS6_BRAFL,0.206649692106987
t37818aep|EF1A_HYDVU,0.438832763062236
t32261aep|GAPR1_HUMAN,0.0138960472320506
t32269aep|FSTL1_BOVIN,1.3085913280809
t32258aep|SHPK_MOUSE,0.0127778713405384
t32263aep|IF172_DANRE,0.0216546548213333
t35087aep|CJ076_XENLA,0.0143983074309952
t35082aep|WASH7_HUMAN,0.0951675751888452
t35075aep|COMD6_MOUSE,0.128342470086205
t35556aep|M4K2_HUMAN,0.0301612758994326
t36397aep|ARMC7_MOUSE,0.0255614364136088
t36392aep|UTP15_HUMAN,0.252011759627617
t36391aep|HETE1_PODAS,0.0138960472320506
t36387aep|NPHP3_HUMAN,0.0415631206342645
t35408aep|NK2R_RAT,0.0553351862596811
t33710aep|SEC_ARATH,0.110025364029044
t33695aep|GID8_NEMVE,0.0444290569313997
t35845aep|TIM9_MOUSE,0.0766484988317935
t35851aep|OPSD1_MIZYE,0.229035004157512
t35848aep|MS3L1_PONAB,0.00569844491495605
t35850aep|CYTA_MOUSE,0.0138960472320506
t35217aep|CEBPB_CHICK,0.0845011557016589
t37320aep|CO6A6_HUMAN,0.0242817875373501
t32622aep|MK14_CANLF,0.00511768382142154
t32614aep|XRRA1_MOUSE,0.0138960472320506
t32633aep|MED16_XENTR,0.0249335821002171
t33656aep|CRYAB_BOVIN,0.00246393838754649
t33645aep|TLR1_DROME,0.218748775161624
t33641aep|AT5F1_BOVIN,0.338599281581319
t33657aep|TM243_BOVIN,0.118390601929512
t33644aep|CC180_HUMAN,0.0140515881212527
t33650aep|DUS22_HUMAN,0.0759137541381811
t37951aep|MPU1_MOUSE,0.165385386259941
t37961aep|NRDC_MOUSE,0.0200746449653732
t37948aep|RHG32_XENLA,0.135855143360179
t31825aep|F185A_MOUSE,0.0158619101606993
t31829aep|MYO10_HUMAN,0.0396887153902648
t31824aep|DNJC5_TETCF,0.122003764543695
t32420aep|RPE_HUMAN,0.072768966585926
t32421aep|PCS3_LOTJA,0.081508460079442
t32425aep|ANXA7_MOUSE,0.580153821478236
t32412aep|M3K19_HUMAN,0.0345051209184548
t32423aep|CADA_STAAR,0.0320530366651829
t32416aep|COMD8_HUMAN,0.337915806931241
t32413aep|NTPES_BACSU,0.083258158459801
t36953aep|RBM26_HUMAN,0.437852667149158
t36948aep|RM54_HUMAN,0.0355979317702931
t36944aep|CFA74_MOUSE,0.00264430536588138
t33893aep|MCPI_MELCP,0.58907003473632
t33904aep|TFB1M_XENTR,0.0607380637013135
t33900aep|SIP2_YEAST,2.13649323488345
t33907aep|BRAT1_MOUSE,0.0748319505653693
t33627aep|VMP1_DANRE,0.0156177921936113
t33620aep|SYT7_HUMAN,0.0463348689723526
t31719aep|VATC_MANSE,0.318289841727094
t33183aep|PNKP_HUMAN,0.622722837731616
t33188aep|ADCY9_HUMAN,0.538653528695458
t33191aep|ALRA_DICDI,0.170685714262561
t37636aep|FAT2_DROME,0.0690669494972868
t37624aep|VATF_HUMAN,0.227580060596942
t37623aep|RHES_HUMAN,0.110670073727859
t37622aep|NEK4_MOUSE,0.0662271554199744
t37627aep|CD2B2_MOUSE,0.00810576302858631
t37634aep|KELP_ARATH,0.0898686936088003
t37637aep|DYHC_HELCR,0.0185131809895601
t36963aep|PPID_HUMAN,0.284603449285726
t36590aep|GLYM_HUMAN,0.208442761966258
t36580aep|S39AD_DANRE,0.513521245552748
t34754aep|FXC2B_XENLA,0.563677417713295
t34759aep|TDRD5_AILME,0.0751206959139965
t34764aep|RSU1_BOVIN,0.484680582010812
t34564aep|YMH6_CAEEL,0.0303251358573467
t38686aep|PIF1_PSYWF,0.0138960472320506
t38673aep|RDR2_ORYSJ,0.0138960472320506
t38687aep|PTPRD_MOUSE,0.0138960472320506
t38680aep|PGAP3_XENTR,0.0239639354074157
t36972aep|FUCM_HUMAN,0.245433015121234
t32838aep|RASLC_DANRE,0.703947109808999
t32845aep|KTI12_DANRE,0.00878301841801291
t32851aep|STX18_HUMAN,0.110826984631264
