t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0.0410628147968059
t31618aep|DTBP1_CHICK,-0.0521007864872474
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.15943915625355
t34456aep|TAF3_CHICK,-0.105169069374496
t34453aep|RIFK_DROME,-0.0469156791458227
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,0.0088093672977278
t36327aep|RAD21_SCHPO,0.0410628147968059
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0.0410628147968059
t36336aep|CEP76_PONAB,-0.0197519995154433
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,0.0419697731843663
t36337aep|CRYAB_BOVIN,-0.110629498843694
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,0.580328488166964
t35903aep|S35E3_DANRE,-0.0210239173477344
t35908aep|CAF1A_CHICK,0.0937258512732703
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,-0.0721364620786367
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,-0.00591739134153808
t31838aep|STXB1_RAT,-0.255665160721647
t38104aep|B3GN4_HUMAN,0.323596850253306
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,-0.029498375306207
t38118aep|AGRIN_MOUSE,-0.00337415018350096
t38103aep|PTSS1_DANRE,0.0336274315036428
t38117aep|SAXO1_RAT,-0.0928120606555124
t33743aep|EXOC7_RAT,-0.130675163570425
t33739aep|RPP14_MOUSE,0.0963989502175041
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,-0.0357192465019125
t33735aep|DHB11_RAT,-0.136628110405051
t32686aep|MRP1_CHICK,-0.170202135935815
t32685aep|RN146_XENTR,-0.127180585978191
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,-0.0148252500982158
t32693aep|S27A4_HUMAN,0.0133014325395667
t32687aep|RAB23_HUMAN,0.0122673661221127
t32691aep|PP14C_RAT,-0.0319572995271562
t32688aep|CPT2_MOUSE,0.0410628147968059
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,0.0511264374305168
t35866aep|MEL2A_DANRE,0.018805454908239
t35863aep|SSPO_CHICK,0.0302876028229077
t35872aep|NAPEP_BOVIN,0.100755549491138
t35870aep|STK10_CHICK,-0.173128164416768
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,0.330689951348775
t35862aep|MEGF6_HUMAN,-0.00970530905335521
t35855aep|MIPEP_PONAB,0.00937969007695302
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,0.0131660587609131
t35353aep|B4GA1_DANRE,-0.0393285650323254
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,-0.006469157351448
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,0.0152147244287849
t37368aep|PEX10_MOUSE,-0.123038821123586
t37380aep|CBL_MOUSE,0.04931337825158
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,-0.0154273000443671
t32310aep|LSM1_HUMAN,-0.146775627231863
t32305aep|PPCT_MOUSE,-0.0329375275635326
t32304aep|SWT15_VITVI,-0.02726163039626
t33480aep|MSRB_METBF,0.0302479527805309
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,-0.132104345394156
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,-0.0761088953412997
t36728aep|ARL5B_MOUSE,-0.189640614004783
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0
t32819aep|T106C_HUMAN,0.0282898924282136
t32810aep|NDUA5_BOVIN,0.0277672197476427
t35726aep|SO4C1_RAT,0.0538501758782854
t35724aep|SYF2_DANRE,0
t35979aep|ECI1_RAT,0.0300335019121272
t35981aep|PRPF3_CHICK,-0.151867210237462
t35991aep|FLNC_RAT,0.28501775904234
t37010aep|NDUF4_PONAB,0.0658926820747549
t35994aep|MLRP2_ACRMI,-0.0423492449469329
t35982aep|NLTP_CHICK,-0.144144421211726
t35993aep|VATE_DROME,0.278502337038591
t35988aep|CIA30_DROME,-0.0299105990869903
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,-0.00844433258131474
t35985aep|DYH6_HUMAN,0
t31651aep|LRRK2_MOUSE,0
t31647aep|PPT1_HUMAN,-0.137611680679588
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,-0.178617595046832
t38636aep|ALG3_HUMAN,-0.00570372180079732
t38647aep|RAP1_CAEEL,0.0410628147968059
t38646aep|PARG_BOVIN,-0.0293468550280584
t37013aep|LAGE3_MOUSE,0.17544153367763
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.0506622255891567
t34431aep|RSPH1_HUMAN,-0.000360430978580231
t34434aep|S12A8_XENLA,0.0545920470414287
t34436aep|XRN1_HUMAN,-0.000485664975585303
t34428aep|SPC25_RAT,-0.0563006851858576
t34430aep|RPAP1_BOVIN,-0.00172343061297041
t34429aep|PP4C_XENTR,0.0818608289479108
t34427aep|ML12B_BOVIN,0.558729551640913
t31846aep|CEP70_RAT,-0.00949020778670681
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,-0.0596468693779292
t31849aep|TYPH_RAT,-0.0216142057755755
t31847aep|RS2_ICTPU,0.29376109196901
t31848aep|SPCS3_CHICK,0.20433780227887
t34798aep|APH1_DROME,-0.0214214462913764
t34802aep|PISD_CRIGR,0.0207688675818751
t34796aep|PCMD2_BOVIN,-0.044811583270062
t34792aep|PTH2_BOVIN,-0.08828987765612
t34790aep|TWF1_HUMAN,-0.0219715660747812
t32481aep|GUAA_RAT,0.00389212027015289
t32473aep|RB18B_DANRE,-0.0218434630834003
t32475aep|WHITE_DROME,0.193678251667713
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,0.03695084431596
t31220aep|P52K_HUMAN,0.0410628147968059
t31227aep|SYCP2_RAT,0.06478168959304
t31225aep|RT35_BOVIN,-0.0538405118002872
t31230aep|UNC89_CAEEL,0
t31231aep|UNC89_CAEEL,0
t36653aep|DOHH_RAT,0
t36650aep|ANKK1_MOUSE,0.0386399458483123
t36663aep|AA2AR_CANLF,0
t37814aep|CC105_BOVIN,-0.0401477688768436
