t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0.0202939472149311
t31619aep|ABCA2_HUMAN,0.0305328631607539
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,-0.0208097754648804
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.110769005237193
t34456aep|TAF3_CHICK,0.0434899163189597
t34453aep|RIFK_DROME,0.0208257941738644
t34451aep|RSGI5_CLOTH,0.0101163050939984
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0.0101163050939984
t36334aep|DOCK3_HUMAN,-0.0192194018031948
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.00692665900743739
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.00880409761625469
t36337aep|CRYAB_BOVIN,0.0660783673637375
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,0.845657288368592
t35903aep|S35E3_DANRE,-0.0388595968072621
t35908aep|CAF1A_CHICK,0.0115029459370821
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,0.0331603855297077
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,-0.00591739134153808
t31838aep|STXB1_RAT,0.100370950418597
t38104aep|B3GN4_HUMAN,0.43468958642143
t38107aep|PKHL1_MOUSE,0.0101163050939984
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.0162885245711366
t38118aep|AGRIN_MOUSE,0.01691979703143
t38103aep|PTSS1_DANRE,0.0232763012623251
t38117aep|SAXO1_RAT,-0.0622791974947585
t33743aep|EXOC7_RAT,0.0153899404142087
t33739aep|RPP14_MOUSE,-0.00947275326067779
t33737aep|ZMYM6_HUMAN,0.0101163050939984
t33741aep|IFT20_DANRE,-0.00904058797903181
t33735aep|DHB11_RAT,0.0945691865079812
t32686aep|MRP1_CHICK,-0.221148784811354
t32685aep|RN146_XENTR,-0.0335714378902113
t32696aep|OTOF_DANRE,0.0101163050939984
t32692aep|GPTC4_XENTR,0.181447397442142
t32693aep|S27A4_HUMAN,0
t32687aep|RAB23_HUMAN,0.0374408539568761
t32691aep|PP14C_RAT,0.0296592455303638
t32688aep|CPT2_MOUSE,0.0202939472149311
t35871aep|NOD1_MOUSE,0.0101163050939984
t35860aep|KIF3A_MACFA,-0.127700244846557
t35866aep|MEL2A_DANRE,-0.0198282600531257
t35863aep|SSPO_CHICK,-0.0107752119738985
t35872aep|NAPEP_BOVIN,-0.000228198408676927
t35870aep|STK10_CHICK,-0.0270630604321342
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,0.0304198605697256
t35862aep|MEGF6_HUMAN,0.0105886381615759
t35855aep|MIPEP_PONAB,0
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0.0101163050939984
t35356aep|CASP8_RAT,-0.0171192152033674
t35353aep|B4GA1_DANRE,-0.00277794226102207
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,0.0159658915567317
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,0.133278309614007
t37368aep|PEX10_MOUSE,0.104159176471584
t37380aep|CBL_MOUSE,0.129766370243121
t37375aep|TC3A_CAEEL,0.0101163050939984
t32307aep|NCAN_PANTR,0.0202939472149311
t32309aep|TM203_HUMAN,0.0538658181372114
t32310aep|LSM1_HUMAN,-0.0232458093390494
t32305aep|PPCT_MOUSE,-0.0329375275635326
t32304aep|SWT15_VITVI,0.0531490815980714
t33480aep|MSRB_METBF,0.105494553094041
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0.0101163050939984
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,0.0266904547885079
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0
t38023aep|FUT3_PONPY,0.0101163050939984
t38021aep|YD286_MOUSE,-0.0283316071798524
t36728aep|ARL5B_MOUSE,-0.0886244739208772
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0.0101163050939984
t32809aep|TRPA1_HUMAN,0.0202939472149311
t32819aep|T106C_HUMAN,0.004824354260004
t32810aep|NDUA5_BOVIN,0.119376988212013
t35726aep|SO4C1_RAT,0.0444704858013326
t35724aep|SYF2_DANRE,0.0920302448672284
t35979aep|ECI1_RAT,0.0298640906406758
t35981aep|PRPF3_CHICK,0.0472157687668035
t35991aep|FLNC_RAT,0.362376438354723
t37010aep|NDUF4_PONAB,0.0378285437873921
t35994aep|MLRP2_ACRMI,-0.0220552977320019
t35982aep|NLTP_CHICK,0.316044441297449
t35993aep|VATE_DROME,0.47179595820693
t35988aep|CIA30_DROME,0.0212836389850218
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,-0.00844433258131474
t35985aep|DYH6_HUMAN,0
t31651aep|LRRK2_MOUSE,0
t31647aep|PPT1_HUMAN,0.106120669711932
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,0.064369158837809
t38636aep|ALG3_HUMAN,-0.0150834118777502
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,0.0677140491607854
t37013aep|LAGE3_MOUSE,0.21928177078725
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.0100156981482866
t34431aep|RSPH1_HUMAN,-0.0414232457753863
t34434aep|S12A8_XENLA,-0.00659351777993281
t34436aep|XRN1_HUMAN,-0.0155606852913161
t34428aep|SPC25_RAT,-0.0445312712083266
t34430aep|RPAP1_BOVIN,0.00410026799085356
t34429aep|PP4C_XENTR,0.041525704733705
t34427aep|ML12B_BOVIN,0.267140632153351
t31846aep|CEP70_RAT,0.000641215488499195
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,0.160631331239159
t31849aep|TYPH_RAT,-0.0216142057755755
t31847aep|RS2_ICTPU,0.480095720004178
t31848aep|SPCS3_CHICK,0.385467649652007
t34798aep|APH1_DROME,-0.0362083658021961
t34802aep|PISD_CRIGR,0
t34796aep|PCMD2_BOVIN,-0.0142787201093081
t34792aep|PTH2_BOVIN,-0.00208628053928968
t34790aep|TWF1_HUMAN,0.170759149179769
t32481aep|GUAA_RAT,0.128732152089007
t32473aep|RB18B_DANRE,0.00868940007735349
t32475aep|WHITE_DROME,0.117335557710423
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,0.00538043435054709
t31220aep|P52K_HUMAN,0.0305328631607539
t31227aep|SYCP2_RAT,0
t31225aep|RT35_BOVIN,0.226567997929038
t31230aep|UNC89_CAEEL,0.0101163050939984
t31231aep|UNC89_CAEEL,0.0101163050939984
t36653aep|DOHH_RAT,0
t36650aep|ANKK1_MOUSE,-0.0225456189730494
t36663aep|AA2AR_CANLF,0
t37814aep|CC105_BOVIN,-0.0198538216619125
t37817aep|RS6_BRAFL,0.330049757231139
t37818aep|EF1A_HYDVU,0.171681181169255
t37816aep|LRP2_RAT,0.084162252760323
t32256aep|P5CR1_BOVIN,0.886736187890064
t32265aep|SYD1_CAEEL,0.0229504181148993
t32253aep|YPEL5_PONAB,-0.00818786913144144
t32261aep|GAPR1_HUMAN,0
t32266aep|GGT1_PIG,0.562367069636221
t32269aep|FSTL1_BOVIN,-0.0642864415210868
t32255aep|CHSS1_MOUSE,0.0207474797561156
t32258aep|SHPK_MOUSE,0.00863692315286913
t32263aep|IF172_DANRE,-0.0336805314383479
t32267aep|CG050_MOUSE,0.0711186335023083
t35087aep|CJ076_XENLA,0.0298004223809328
t35085aep|RS30_ORYLA,-0.000540632490327932
t35082aep|WASH7_HUMAN,0.0456514284814421
t35075aep|COMD6_MOUSE,-0.0542860798592582
t35079aep|RB39B_MOUSE,-0.00556052179704512
t35552aep|DTL_CHICK,0.0162091814060279
t35556aep|M4K2_HUMAN,0.1220007267784
t35545aep|KLC4_MOUSE,0.0101163050939984
t35549aep|PDRG1_RAT,-0.0196520034185198
t35558aep|ARP10_HUMAN,-0.0541993682283846
t36397aep|ARMC7_MOUSE,0.113567409728558
t36395aep|NAS15_CAEEL,0
t36392aep|UTP15_HUMAN,0.171927105781768
t36388aep|YR826_MIMIV,0
t36391aep|HETE1_PODAS,0.0101163050939984
t36387aep|NPHP3_HUMAN,0
t35409aep|BTBD7_HUMAN,0.0101163050939984
t35401aep|LIN52_DANRE,0.0711628463161196
t35403aep|MYPN_MOUSE,0.402827237021086
t35411aep|EDC3_PONAB,0.0526992725183781
t35406aep|WDY_ANOGA,0
t35408aep|NK2R_RAT,0
t33712aep|HACD_CAEEL,0
t33710aep|SEC_ARATH,0
t33694aep|KLC4_MOUSE,0
t33696aep|CNRP1_BOVIN,0.0101163050939984
t33709aep|TC3A_CAEEL,0
t33695aep|GID8_NEMVE,-0.0569489793133781
t35845aep|TIM9_MOUSE,0.101665881053141
t35851aep|OPSD1_MIZYE,-0.011848477483871
t35853aep|TM175_MOUSE,0
t35848aep|MS3L1_PONAB,0.0561454927470898
t35846aep|SDHF3_NEMVE,0.0593752654678861
t35850aep|CYTA_MOUSE,0
t35847aep|PHF3_HUMAN,-0.0366163638280635
t35212aep|EFCB2_MOUSE,0
t35208aep|TTC28_MOUSE,0
t35207aep|CP17A_ICTPU,0.0305328631607539
t35215aep|MTA1_HUMAN,0.193646866431931
t35204aep|RET_RAT,0
t35214aep|ZMYM1_HUMAN,0.0101163050939984
t35217aep|CEBPB_CHICK,-0.222820303253415
t37320aep|CO6A6_HUMAN,-0.0359352840234919
t37316aep|ASPM_SHEEP,0.0338172173839354
t37317aep|ASPM_SAIBB,-0.00327626590881961
t37318aep|MYOG_DICDI,0
t37319aep|ASPM_MACMU,0
t37312aep|UBC12_SCHPO,-0.109260642454039
t36969aep|CISD3_HUMAN,0.194446870076538
t32622aep|MK14_CANLF,0.0147488012591691
t32614aep|XRRA1_MOUSE,0
t32620aep|HMCN1_HUMAN,0.107361025160985
t32615aep|UNK_HUMAN,0.00373611310712385
t32623aep|F1142_BOVIN,-0.0578433557810609
t32633aep|MED16_XENTR,0.0131501233516884
t32616aep|FBN1_BOVIN,0.00285857899448686
t33656aep|CRYAB_BOVIN,-0.011432108844504
t33645aep|TLR1_DROME,0.00591091489950145
t33652aep|DD3_DICDI,0
t33647aep|WHITE_LUCCU,0.196466405571262
t33641aep|AT5F1_BOVIN,0.267392137774955
t33657aep|TM243_BOVIN,0.0131874499157546
t33648aep|KPCD3_HUMAN,0.0631364211962052
t33644aep|CC180_HUMAN,-0.0665820415063445
t33650aep|DUS22_HUMAN,0.089808900015891
t37963aep|NAPEP_BOVIN,0
t37951aep|MPU1_MOUSE,0.0458682741616275
t37954aep|DYH10_HUMAN,0.0101163050939984
t37961aep|NRDC_MOUSE,0.0545542472340262
t37948aep|RHG32_XENLA,-0.0364627102545406
t31825aep|F185A_MOUSE,0.0287890736475916
t31829aep|MYO10_HUMAN,0.0167698670571961
t31824aep|DNJC5_TETCF,0.16832120310084
t31819aep|CPSF1_BOVIN,0.0647186250065608
t31818aep|DYR_AEDAL,0.0149014441850195
t31817aep|AKR1_YARLI,0
t32428aep|UBP15_HUMAN,0
t32418aep|TSEAR_HUMAN,0
t32411aep|CNGA2_BOVIN,0
t32420aep|RPE_HUMAN,-0.0401384312624535
t32421aep|PCS3_LOTJA,0.0148448515029171
t32425aep|ANXA7_MOUSE,0.202177716913508
t32422aep|UTP11_MOUSE,0.00657026421983693
t32427aep|TBC20_MOUSE,-0.00760696153355351
t32412aep|M3K19_HUMAN,-0.0449873799498356
t32423aep|CADA_STAAR,0.0215082345711878
t32416aep|COMD8_HUMAN,-0.00353121955389851
