t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0.0469011732670212
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,-0.173378481601993
t36047aep|FUCTA_DROME,0.0925339933900748
t36970aep|EXOS6_DANRE,0
t34456aep|TAF3_CHICK,-0.000285478656287933
t34453aep|RIFK_DROME,-1.45058788013466e-05
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,0.191535892393195
t36327aep|RAD21_SCHPO,0.0469011732670212
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,-0.0608148143122495
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.12252762437424
t36337aep|CRYAB_BOVIN,0.538194452496838
t35904aep|DDAC_ENTAG,0.0469011732670212
t35900aep|RHCG_XENTR,0.132417800240627
t35903aep|S35E3_DANRE,0.0410081415865705
t35908aep|CAF1A_CHICK,-0.0198562553699588
t32664aep|AQP9_HUMAN,0.0384568406857065
t32662aep|SERB_BOVIN,0.067078228943177
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.156519299140181
t31838aep|STXB1_RAT,0.437068158418167
t38104aep|B3GN4_HUMAN,-0.00970530905335521
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,-0.0640767140754783
t38118aep|AGRIN_MOUSE,-0.00337415018350096
t38103aep|PTSS1_DANRE,-0.0953064032231996
t38117aep|SAXO1_RAT,0.348338591871355
t33743aep|EXOC7_RAT,-0.0227442609544112
t33739aep|RPP14_MOUSE,-0.102721679274501
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,-0.0298808880316975
t33735aep|DHB11_RAT,0.0134796781296727
t32686aep|MRP1_CHICK,-0.0291663091275521
t32685aep|RN146_XENTR,0.192532344264046
t32696aep|OTOF_DANRE,0.0469011732670212
