t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0.00813883104360281
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0.00813883104360281
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.0259869660923845
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.624898967087842
t34456aep|TAF3_CHICK,0.0249554812940826
t34453aep|RIFK_DROME,-0.0306384351083155
t34451aep|RSGI5_CLOTH,0.00813883104360281
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0.00813883104360281
t36334aep|DOCK3_HUMAN,-0.0392337006052094
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0.00813883104360281
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.153427475395174
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,0.0823633608254847
t36337aep|CRYAB_BOVIN,0.0282735398927447
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,-0.0268219879713216
t35903aep|S35E3_DANRE,0.0922436927073619
t35908aep|CAF1A_CHICK,0.144111091160363
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,-0.0189363972671176
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,-0.00591739134153808
t31838aep|STXB1_RAT,-0.243936096555727
t38104aep|B3GN4_HUMAN,-0.00970530905335521
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.0564782643792866
t38118aep|AGRIN_MOUSE,-0.00337415018350096
t38103aep|PTSS1_DANRE,-0.0203842448914881
t38117aep|SAXO1_RAT,-0.031089662896316
t33743aep|EXOC7_RAT,0.0695293526468401
t33739aep|RPP14_MOUSE,0.267284101360118
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.145588804130127
t33735aep|DHB11_RAT,-0.17191274097616
t32686aep|MRP1_CHICK,-0.0435757581262181
t32685aep|RN146_XENTR,-0.183695084986002
t32696aep|OTOF_DANRE,0.00813883104360281
t32692aep|GPTC4_XENTR,0.490111639472155
t32693aep|S27A4_HUMAN,0.0195172419133777
t32687aep|RAB23_HUMAN,-0.0622454781297558
t32691aep|PP14C_RAT,-0.00754205817252143
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,-0.0991674292920424
t35866aep|MEL2A_DANRE,0.278415755110675
t35863aep|SSPO_CHICK,0.0136400293807364
t35872aep|NAPEP_BOVIN,-0.0205221456236079
t35870aep|STK10_CHICK,-0.103432692353383
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,0.265622192451896
t35862aep|MEGF6_HUMAN,-0.00156647800975241
t35855aep|MIPEP_PONAB,0.108242991489633
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.0147271769692181
t35353aep|B4GA1_DANRE,0.022393832726871
t33691aep|ABCB2_DICDI,0.00813883104360281
t37371aep|IDI1_BOVIN,0.16693292016585
t37374aep|VWDE_HUMAN,0.00813883104360281
t37381aep|RPAC2_BOVIN,0.340220470012016
t37368aep|PEX10_MOUSE,0.569125366297743
t37380aep|CBL_MOUSE,-0.104817255136734
t37375aep|TC3A_CAEEL,0.00813883104360281
t32307aep|NCAN_PANTR,0.0244152413546348
t32309aep|TM203_HUMAN,0.181189922582232
t32310aep|LSM1_HUMAN,0.0602970298356658
t32305aep|PPCT_MOUSE,-0.00852228620889779
t32304aep|SWT15_VITVI,0.146140447121038
t33480aep|MSRB_METBF,-0.0351295980761123
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,0.677721228192318
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,0.110565037182768
t36728aep|ARL5B_MOUSE,0.07260314010005
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0.00813883104360281
t32809aep|TRPA1_HUMAN,0
t32819aep|T106C_HUMAN,0
t32810aep|NDUA5_BOVIN,0.322154979570985
t35726aep|SO4C1_RAT,-0.0276293361580072
t35724aep|SYF2_DANRE,0.373333407774128
t35979aep|ECI1_RAT,0.419179985900649
t35981aep|PRPF3_CHICK,0.505559816213393
t35991aep|FLNC_RAT,-0.0115047699970839
t37010aep|NDUF4_PONAB,0.0342282043045357
t35994aep|MLRP2_ACRMI,-0.00979641959273438
t35982aep|NLTP_CHICK,0.273179006268061
t35993aep|VATE_DROME,0.153309974643844
t35988aep|CIA30_DROME,0.12941449149172
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,0.01597090877332
t35985aep|DYH6_HUMAN,0.00813883104360281
t31651aep|LRRK2_MOUSE,0.00813883104360281
t31647aep|PPT1_HUMAN,-0.210233088051622
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0.00813883104360281
t38633aep|DRG1_XENLA,0.346902413030736
t38636aep|ALG3_HUMAN,0.0640104194817701
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,0.085540615147495
t37013aep|LAGE3_MOUSE,0.845858736751383
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.0471761484806707
t34431aep|RSPH1_HUMAN,-0.0251460017378791
t34434aep|S12A8_XENLA,0.0511059699329428
t34436aep|XRN1_HUMAN,0.391601140428775
t34428aep|SPC25_RAT,0.317570308156495
t34430aep|RPAP1_BOVIN,0.187712835832407
t34429aep|PP4C_XENTR,1.12729725821989
t34427aep|ML12B_BOVIN,-0.0433622936668313
t31846aep|CEP70_RAT,0.00303325372264863
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,0.349600442127928
t31849aep|TYPH_RAT,0.00280103557905946
t31847aep|RS2_ICTPU,0.837153997233564
t31848aep|SPCS3_CHICK,-0.243552636272901
t34798aep|APH1_DROME,0.00261481379772755
t34802aep|PISD_CRIGR,-0.00401670317742383
t34796aep|PCMD2_BOVIN,0.00401517949938392
t34792aep|PTH2_BOVIN,0.146535645297422
t34790aep|TWF1_HUMAN,-0.240500660186398
t32481aep|GUAA_RAT,0.406226946115622
t32473aep|RB18B_DANRE,0.0107093622707981
t32475aep|WHITE_DROME,0.027110447529906
t32469aep|CO6A4_MOUSE,0.00813883104360281
t32470aep|LYRM2_MOUSE,0.0371743520278473
t31220aep|P52K_HUMAN,0.0162772440375071
t31227aep|SYCP2_RAT,0.00813883104360281
t31225aep|RT35_BOVIN,0.610482012571257
t31230aep|UNC89_CAEEL,0.00813883104360281
t31231aep|UNC89_CAEEL,0.00813883104360281
t36653aep|DOHH_RAT,0
t36650aep|ANKK1_MOUSE,-0.0184243248333455
t36663aep|AA2AR_CANLF,0.0325528253541985
t37814aep|CC105_BOVIN,-0.0238705248393365
