t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0.0690669494972868
t31628aep|TSP1_BOVIN,0.0415631206342645
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,-0.0633531175729492
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,0.0864455692315665
t34456aep|TAF3_CHICK,-0.0447028716915712
t34453aep|RIFK_DROME,0.022151270351464
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0.0138960472320506
t36334aep|DOCK3_HUMAN,-0.0353872955169888
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.00825213518503724
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.0101228717538469
t36337aep|CRYAB_BOVIN,-0.0934644123044266
t35904aep|DDAC_ENTAG,0.193190547464016
t35900aep|RHCG_XENTR,-0.0339636583459427
t35903aep|S35E3_DANRE,0.0561295837356105
t35908aep|CAF1A_CHICK,-0.0528613814049297
t32664aep|AQP9_HUMAN,0.769835152611911
t32662aep|SERB_BOVIN,-0.0167877241565765
t31832aep|P52K_HUMAN,0.0138960472320506
t31833aep|BP10_PARLI,-0.00591739134153808
t31838aep|STXB1_RAT,0.0705923915581226
t38104aep|B3GN4_HUMAN,0.00419073817869539
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.0475405022245211
t38118aep|AGRIN_MOUSE,0.203165194339159
t38103aep|PTSS1_DANRE,0.0297527102600905
t38117aep|SAXO1_RAT,-0.0650618146051828
t33743aep|EXOC7_RAT,0.153692843301676
t33739aep|RPP14_MOUSE,0.0881970465648494
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.0196294914201477
t33735aep|DHB11_RAT,0.328245870059072
t32686aep|MRP1_CHICK,0.63341490637203
t32685aep|RN146_XENTR,0.027100331356119
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,-0.340152836512762
t32693aep|S27A4_HUMAN,-0.0644229389650317
t32687aep|RAB23_HUMAN,0.15426422997261
t32691aep|PP14C_RAT,0.0644542531917102
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0.104379805238202
t35860aep|KIF3A_MACFA,-0.0108558177022732
t35866aep|MEL2A_DANRE,0.0290521101350757
t35863aep|SSPO_CHICK,-0.0107752119738985
t35872aep|NAPEP_BOVIN,0.402573156641121
t35870aep|STK10_CHICK,0.0667818533148513
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,-0.00675993233098366
t35862aep|MEGF6_HUMAN,0.0318578115809095
t35855aep|MIPEP_PONAB,0.0186501127622559
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.0129782670156984
t35353aep|B4GA1_DANRE,0.0297383844649613
t33691aep|ABCB2_DICDI,0.0277502460503297
t37371aep|IDI1_BOVIN,0.00846288333112566
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,0.0262977016289155
t37368aep|PEX10_MOUSE,0
t37380aep|CBL_MOUSE,-0.0452955521662453
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,-0.0131041791952613
t32310aep|LSM1_HUMAN,0.105742553334426
t32305aep|PPCT_MOUSE,0.0498213808421192
t32304aep|SWT15_VITVI,-0.0948450952005023
t33480aep|MSRB_METBF,0.0483539744789741
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,-0.000124639929939077
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0.0138960472320506
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,0.00642910582574591
t36728aep|ARL5B_MOUSE,0.0441590456243291
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0
t32819aep|T106C_HUMAN,0.135842259338858
t32810aep|NDUA5_BOVIN,0.108143167806186
t35726aep|SO4C1_RAT,0.184439904761533
t35724aep|SYF2_DANRE,-0.365561214566675
t35979aep|ECI1_RAT,-0.00983925685045606
t35981aep|PRPF3_CHICK,-0.125125672841399
t35991aep|FLNC_RAT,-0.0115047699970839
t37010aep|NDUF4_PONAB,-0.0288481421790487
t35994aep|MLRP2_ACRMI,0.822043146471517
t35982aep|NLTP_CHICK,-0.10962207009626
t35993aep|VATE_DROME,0.325952390536605
t35988aep|CIA30_DROME,-0.0160145518549398
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,0.00545171465073581
t35985aep|DYH6_HUMAN,0.0277502460503297
t31651aep|LRRK2_MOUSE,0
t31647aep|PPT1_HUMAN,0.662877954771795
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,-0.0189821186713729
t38636aep|ALG3_HUMAN,0.00922831888177637
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,-0.00703705680086881
t37013aep|LAGE3_MOUSE,0.0955980138326836
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.0245178998125451
t34431aep|RSPH1_HUMAN,0.939184822303923
t34434aep|S12A8_XENLA,-0.026887464994864
t34436aep|XRN1_HUMAN,-0.0624679201083754
t34428aep|SPC25_RAT,-0.0062558468805673
t34430aep|RPAP1_BOVIN,0.0262807040875101
t34429aep|PP4C_XENTR,0.143296757868913
t34427aep|ML12B_BOVIN,-0.0309746458955794
t31846aep|CEP70_RAT,0.0185139269137738
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,0.353510132056183
t31849aep|TYPH_RAT,0.0747973469432909
t31847aep|RS2_ICTPU,-0.093575418281763
t31848aep|SPCS3_CHICK,-0.0691851926074565
t34798aep|APH1_DROME,0.0339272916306839
t34802aep|PISD_CRIGR,0.00745629883539845
t34796aep|PCMD2_BOVIN,-0.0170613372197325
t34792aep|PTH2_BOVIN,0.00778568190628909
t34790aep|TWF1_HUMAN,0.0833102090311579
t32481aep|GUAA_RAT,0.0775352869094051
t32473aep|RB18B_DANRE,0.0197196575508644
t32475aep|WHITE_DROME,-0.00544237782429253
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,0.0349859539727306
t31220aep|P52K_HUMAN,0.0220052802044337
t31227aep|SYCP2_RAT,0
