t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,-0.0934655531693778
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,-0.287406689087156
t34456aep|TAF3_CHICK,0.0606287836626635
t34453aep|RIFK_DROME,0.032997249286793
t34451aep|RSGI5_CLOTH,0
t34446aep|VIAAT_XENLA,0.0799129284326157
t34450aep|KCNH5_MOUSE,0
t36334aep|DOCK3_HUMAN,0.0435536839845326
t36327aep|RAD21_SCHPO,0
t36332aep|COPG2_ORYSJ,0.0799129284326157
t36340aep|AT1A_HYDVU,0
t36336aep|CEP76_PONAB,0.0190981141203661
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,-0.171616730041759
t36337aep|CRYAB_BOVIN,0.330867937818139
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,0.180830712748821
t35903aep|S35E3_DANRE,-0.0254851854564337
t35908aep|CAF1A_CHICK,-0.0667574286369801
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,-0.0332863484428272
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.222773026985276
t31838aep|STXB1_RAT,0.191337209852983
t38104aep|B3GN4_HUMAN,-0.00970530905335521
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.117712530984314
t38118aep|AGRIN_MOUSE,-0.00337415018350096
t38103aep|PTSS1_DANRE,-0.0318183848117235
t38117aep|SAXO1_RAT,1.34516753180132
t33743aep|EXOC7_RAT,-0.399189313288808
t33739aep|RPP14_MOUSE,-0.0228087508418857
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.0792399505028324
t33735aep|DHB11_RAT,0.0650423539941613
t32686aep|MRP1_CHICK,0.33222551882516
t32685aep|RN146_XENTR,0.00528609431636313
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,-0.359802136583586
t32693aep|S27A4_HUMAN,0.00884016443086739
t32687aep|RAB23_HUMAN,-0.224945309526546
t32691aep|PP14C_RAT,-0.0319572995271562
t32688aep|CPT2_MOUSE,0.0799129284326157
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,0.0806962262653256
t35866aep|MEL2A_DANRE,-0.0225593117738915
t35863aep|SSPO_CHICK,0.145246799827653
t35872aep|NAPEP_BOVIN,-0.0205221456236079
t35870aep|STK10_CHICK,-0.292864824240953
t35858aep|SCND3_HUMAN,0
t35861aep|ABCBA_HUMAN,-0.00960591230401997
t35862aep|MEGF6_HUMAN,-0.00970530905335521
t35855aep|MIPEP_PONAB,0.00781310647327592
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.0683134532753795
t35353aep|B4GA1_DANRE,0.116693446769225
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,-0.00803574095512492
t37374aep|VWDE_HUMAN,0
t37381aep|RPAC2_BOVIN,-0.216718424424273
t37368aep|PEX10_MOUSE,-0.084188707487776
t37380aep|CBL_MOUSE,0.108694072557882
t37375aep|TC3A_CAEEL,0.0799129284326157
t32307aep|NCAN_PANTR,1.41131914060861
t32309aep|TM203_HUMAN,0.0193170166424381
t32310aep|LSM1_HUMAN,-0.0318164302271178
t32305aep|PPCT_MOUSE,0.0469754008690831
t32304aep|SWT15_VITVI,-0.108741142432553
t33480aep|MSRB_METBF,-0.48758885144667
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,-0.129341162532625
t33084aep|TXIP1_MOUSE,0
t33085aep|TXIP1_HUMAN,0
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,-0.117171710138106
t36728aep|ARL5B_MOUSE,-0.194101882113483
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0
t32819aep|T106C_HUMAN,-0.0148087252622409
t32810aep|NDUA5_BOVIN,-0.663331637234526
t35726aep|SO4C1_RAT,0.128392675643544
t35724aep|SYF2_DANRE,-0.0726021023934394
t35979aep|ECI1_RAT,-0.0593718077128511
t35981aep|PRPF3_CHICK,-0.240521752245359
t35991aep|FLNC_RAT,0.705163602832074
t37010aep|NDUF4_PONAB,0.0227940643843006
t35994aep|MLRP2_ACRMI,0.0375636834856826
t35982aep|NLTP_CHICK,-0.327676804554913
t35993aep|VATE_DROME,-0.495508431391081
t35988aep|CIA30_DROME,-0.0299105990869903
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,-0.00844433258131474
t35985aep|DYH6_HUMAN,0
t31651aep|LRRK2_MOUSE,0
t31647aep|PPT1_HUMAN,-0.164741826061876
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0
t38633aep|DRG1_XENLA,-0.567445828352144
t38636aep|ALG3_HUMAN,0.0688387779644612
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,0.00950325860775106
t37013aep|LAGE3_MOUSE,-0.201831049194503
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,-0.0308172864471359
t34431aep|RSPH1_HUMAN,-0.0414232457753863
t34434aep|S12A8_XENLA,0.129134546806687
t34436aep|XRN1_HUMAN,0.0290841238592235
t34428aep|SPC25_RAT,-0.0578672687895346
t34430aep|RPAP1_BOVIN,-0.0427862454097765
t34429aep|PP4C_XENTR,-0.288300958602997
t34427aep|ML12B_BOVIN,-0.0725377665298441
t31846aep|CEP70_RAT,0.0293599058491026
t31844aep|TLL1_DANRE,0
t31842aep|TERA_XENLA,-0.232754155031233
t31849aep|TYPH_RAT,0.05829872265704
t31847aep|RS2_ICTPU,-1.28642647197008
t31848aep|SPCS3_CHICK,-0.357833910528705
t34798aep|APH1_DROME,-0.0624842610881824
t34802aep|PISD_CRIGR,-0.0202939472149311
t34796aep|PCMD2_BOVIN,0.445842121608252
t34792aep|PTH2_BOVIN,-0.0494397640203103
t34790aep|TWF1_HUMAN,-0.162472083312654
t32481aep|GUAA_RAT,-0.195228509221853
t32473aep|RB18B_DANRE,-0.0218434630834003
t32475aep|WHITE_DROME,-0.00544237782429253
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,0.174699273878127
t31220aep|P52K_HUMAN,0.0799129284326157
t31227aep|SYCP2_RAT,0
t31225aep|RT35_BOVIN,0.00599649250655515
t31230aep|UNC89_CAEEL,0
t31231aep|UNC89_CAEEL,0
t36653aep|DOHH_RAT,0
t36650aep|ANKK1_MOUSE,0.255392143284437
t36663aep|AA2AR_CANLF,0
t37814aep|CC105_BOVIN,0.188542649449971
