t37645aep|CP4V2_MOUSE,0.0169014789791925
t34195aep|SAM9L_HUMAN,0.0588596147917701
t34191aep|SRSF7_BOVIN,1.27453409907442
t34181aep|HARB1_DANRE,0.00844433258131483
t34186aep|BRPF1_HUMAN,0.0926651761551896
t32772aep|P4R3A_MOUSE,0.479817369437028
t32762aep|RAD50_MOUSE,0.775314035239655
t32757aep|INO80_MOUSE,0.221217560647617
t32760aep|BRM_DROME,0.572473254618127
t32773aep|TRI50_MOUSE,0.0149644095620467
t32779aep|SNR48_HUMAN,0.436858960513247
t33147aep|MFSD8_DANRE,0.0169014789791925
t33154aep|OXR1_MOUSE,0.0149628516679016
t33151aep|LAT3_MOUSE,0.00844433258131483
t33149aep|TOLL6_DROME,0.168670146560224
t32167aep|HAUS4_HUMAN,0.253933233663412
t36920aep|SWI5_HUMAN,0.0070179363653268
t36923aep|ZGRF1_MOUSE,0.249814393966616
t35832aep|SPTN1_HUMAN,0.162968590485716
t35017aep|HSF_XENLA,0.146064007698716
t35008aep|OPN4_PHOSU,0.00844433258131483
t35013aep|HERC1_HUMAN,0.0299764081942473
t35014aep|HERC1_HUMAN,0.0428551230838157
t35005aep|CHRD_XENLA,0.0240967170690633
t35006aep|CER1_HUMAN,0.00844433258131483
t32094aep|TCB2_CAEBR,0.0253713835724362
t32108aep|FITM2_XENTR,0.0398043178043746
t32102aep|KRI1_MOUSE,0.184573494941388
t32111aep|TAF9B_RAT,0.0245159608249494
t32101aep|NEK4_HUMAN,0.0398611122399329
t32099aep|DDX46_MOUSE,0.379777232775282
t32107aep|PPIL4_HUMAN,0.929233546544892
t32321aep|DYH7_HUMAN,0.0114984197333665
t32313aep|USP9X_HUMAN,0.119009243604173
t32315aep|IN80B_HUMAN,0.433128254454492
t32323aep|SYMC_XENLA,0.794885481409174
t36032aep|ABCA1_HUMAN,0.0146377572082445
t36031aep|ANPRA_MOUSE,0.0186376510472987
t36035aep|TCEA2_HUMAN,0.826547387869101
t36962aep|RTBS_DROME,0.00844433258131483
t35701aep|HOME2_HUMAN,0.0880644082351742
t35698aep|VPS36_XENLA,0.094426411755374
t35690aep|HMGX4_HUMAN,0.635547458147989
t32148aep|DPOA2_HUMAN,0.00844433258131483
t32147aep|DDX10_HUMAN,0.629291379897208
t32151aep|HE_PARLI,0.0205988146895424
t32143aep|RN212_MOUSE,0.0338539907566151
t37191aep|DUR1_LACKL,0.00844433258131483
t37177aep|MDC1_RAT,0.0781283891259359
t37182aep|HMCN1_HUMAN,0.00844433258131483
t37192aep|FBXW2_MOUSE,0.0229187305659093
t37187aep|CDK7_HUMAN,0.140283484698658
t37178aep|MSH3_MOUSE,0.00844433258131483
t38445aep|ATRX_PONPY,0.458926420629348
t38447aep|SAX_LITCT,0.0269145011680012
t38446aep|RNF10_XENLA,0.0860051206007585
t38442aep|SMC1A_HUMAN,1.12044948523303
t38440aep|AGGF1_MOUSE,0.379202925192483
t38435aep|DHX9_XENLA,0.954277953714408
t36572aep|NLR1A_MOUSE,0.0177536277725704
t36566aep|YRD6_CAEEL,0.00844433258131483
t36571aep|FL2D_DANRE,0.61255265365308
t36569aep|BCD1_PONAB,0.539179305419452
t36564aep|D19L3_HUMAN,0.0153126888715911
t36738aep|ZSCA2_MOUSE,0.0510344503847697
t36736aep|ARP8_SALSA,0.408497223909401
t36749aep|NEMP1_XENTR,0.0872969118360391
t36735aep|S30BP_HUMAN,0.477444097175733
t36741aep|DYHC1_MOUSE,0.200999661414488
t38619aep|AL8A1_DANRE,0.0925841278918588
t38616aep|G3ST1_HUMAN,0.0253713835724362
t38621aep|MOCS3_AEDAE,0.138788681949207
t38617aep|U2AFM_HUMAN,0.681913321526757
t34465aep|NPHP4_MOUSE,0.0109444422853662
t34475aep|LRIG2_HUMAN,0.053535537990175
t34481aep|PYM1_BOVIN,0.350293354017037
t34464aep|RUSD4_HUMAN,0.312950141745367
t34477aep|HGH1_DROME,0.691876605054993
t34669aep|CK070_BOVIN,0.045590178246995
t34670aep|VKORL_HUMAN,0.0159070876731176
t33393aep|TEAN2_MOUSE,0.164245090802951
t37731aep|S17A9_MOUSE,0.0169014789791925
t37723aep|INTU_BOVIN,0.0410602441752682
t37717aep|TSAL_GEOSL,0.00722396552622399
t32504aep|RPN2_PONAB,0.11715178204197
t32502aep|MKS3_RAT,0.0169014789791925
t32514aep|NPHP1_CANLF,0.0237283363528825
t32508aep|CLK2_MOUSE,0.0489475120266223
t32518aep|PTHD3_MOUSE,0.00910771328942784
t32517aep|IRF8_HUMAN,0.0164465498121836
t32496aep|CNR1A_TAKRU,0.014777048836905
t32515aep|ZFY26_BOVIN,0.0273583801280415
t32494aep|RBM45_MOUSE,0.44345319149903
t32513aep|MRC2_HUMAN,0.00844433258131483
t32512aep|ACSF4_HUMAN,0.0117600255818552
t36975aep|DYH5_HUMAN,0.0295317818814704
t36976aep|WBS22_MOUSE,0.266723615640305
t36994aep|KINH_SYNRA,0.0169014789791925
t37004aep|MICA2_RAT,0.0606356321704934
t37005aep|CPMD8_HUMAN,0.00844433258131483
t36996aep|MPIP1_HUMAN,0.199692922527504
t35158aep|LITH_RAT,0.0340828342242518
t35150aep|FEM1C_MOUSE,0.00874236971643645
t35148aep|MT21D_MOUSE,0.0561415074020633
t35149aep|5HT1F_HUMAN,0.00844433258131483
t35154aep|DJC17_BOVIN,0.303426205215007
t35155aep|PRS8_DROME,0.367672144519552
t37975aep|ZNHI1_HUMAN,0.603839592250908
t37986aep|TIDC1_HUMAN,0.409514363773074
t37987aep|MET17_MOUSE,0.563852606974442
t37978aep|HDGF_RAT,1.20613523189819
t33520aep|DDX17_MOUSE,0.81011295892498
t33498aep|DDX51_DANRE,0.289164315365952
t33519aep|CCD25_DANRE,0.365856394426199
t33502aep|RET_RAT,0.00213389826581645
t33518aep|INT7_CHICK,0.100333743158123
t38573aep|CL004_RAT,0.0413466415763587
t38571aep|VLDLR_HUMAN,0.0611307905815981
t38575aep|CC146_RAT,0.0147848565307302
t38572aep|TADA1_RAT,0.0991834531216839
t38574aep|DDX31_MOUSE,0.256697379778436
t31280aep|ANKL1_HUMAN,0.167026930782684
t31277aep|NHEJ1_DANRE,0.132589168789829
t31269aep|DALD3_RAT,0.361733044390221
t33777aep|IKBP1_HUMAN,0.0668413650476247
t33778aep|LARP1_MOUSE,1.32211117932589
t31934aep|MENG_LEPIN,0.00287365703027085
t31947aep|HLH11_CAEEL,0.113618597468488
t31938aep|UCP4_HUMAN,0.408900977317388
t31956aep|ARID2_HUMAN,0.0746757803103049
t31930aep|GXN_ACRMI,0.000220830319127341
t32755aep|RBCC1_MOUSE,0.0499983628348975
t33592aep|ZNT1_HUMAN,0.0102295583753932
t33590aep|STS_HUMAN,0.0495208117026722
t33591aep|EXOS4_BOVIN,0.128533221025692
t33603aep|XPP1_MOUSE,0.636946214592236
t32376aep|FA96A_HUMAN,0.114832059471188
t32382aep|TCHP_DANRE,0.294059493615573
t32369aep|GAPR1_HUMAN,0.0199290057481436
t38579aep|CB069_DANRE,0.365044978679789
t38423aep|WARA_DICDI,0.00844433258131483
t38414aep|ORC4_PONAB,0.0853991806839742
t38507aep|CHUR_BOVIN,0.0761001507425928
t38498aep|MARH1_HUMAN,0.000132074847921331
t38499aep|ECM29_HUMAN,0.269972370918797
t31740aep|PPIL2_MOUSE,0.309511018692601
t31735aep|NOTU2_XENLA,0.0267183811417406
t31732aep|F10C1_MOUSE,0.093675551602006
t31734aep|VITRN_MOUSE,0.0120450230183924
t33100aep|RTBS_DROME,0.00844433258131483
t33102aep|FAF2B_XENLA,0.0374610563262793
t33111aep|RPAP3_RAT,0.00844433258131483
t33101aep|SAFB1_MOUSE,0.613153711817525
t36769aep|MFSD6_PIG,0.00844433258131483
t37464aep|PK1L2_MOUSE,0.0625989315845237
t37461aep|EYS_HUMAN,0.00844433258131483
t36611aep|EDRF1_PONAB,0.0162132529886582
t36608aep|NCLN_DANRE,0.290422002823338
t36604aep|LANC3_MOUSE,0.11692283422752
t36593aep|THAP4_BOVIN,0.0388218642272193
t36591aep|ZMYM1_HUMAN,0.00137989055597813
t36606aep|TBD_CANLF,0.0788665256735492
t34700aep|DRD1_BOVIN,0.00844433258131483
t34694aep|PGBD4_HUMAN,0.00844433258131483
t34695aep|SORCN_SCHJA,0.00844433258131483
t34691aep|PLCL2_MOUSE,0.0275351263666562
t34701aep|TM223_HUMAN,0.126213663910753
t32286aep|RIMS2_RAT,0.0256550807965733
t32283aep|PPBT_CHICK,0.0839583121831978
t32273aep|CI172_HUMAN,0.0455767887851443
t32296aep|HSP70_HYDVU,0.488806529958186
t32295aep|CHD1_MOUSE,0.243475019184646
t32293aep|PKHM2_HUMAN,0.0120727637023092
t32275aep|CAN5_MOUSE,0.00768042448112564
t32290aep|NOL6_MOUSE,0.914737610477193
t32278aep|TRM2A_HUMAN,0.454615434221004
t32909aep|F228B_MOUSE,0.00123469192306279
t32906aep|SNP47_RAT,0.0380141575724972
t32917aep|CC020_MOUSE,0.00555390314894207
t32907aep|KALRN_MOUSE,0.323150395853012
t32932aep|HYD_DROME,0.293459998257837
t32334aep|DCTP1_MOUSE,0.0938178641972087
t32349aep|CRJ1A_TRICY,0.0356868806325804
t32353aep|THOC2_DASNO,0.528014393437844
t32328aep|SPIT3_HUMAN,0.000910186469317502
t32350aep|DCA15_BOVIN,0.080347813810794
t32346aep|TTLL4_HUMAN,0.0499985389889404
t32897aep|CASP2_CHICK,0.079648602898518
t32866aep|PDD2L_CHICK,0.0579710514528569
t32893aep|TNG2_BOVIN,0.0612309627432795
t32873aep|TPMT_PSEAB,0.415551855811865
t32875aep|RPAP3_MOUSE,0.303859616979606
t32870aep|ZMYM1_HUMAN,0.00844433258131483
t32887aep|TOPB1_HUMAN,0.0532749097327709
t32888aep|ANR31_HUMAN,0.0477090263731639
t32896aep|LOX5_RAT,0.00844433258131483
t37687aep|DBP8_BOTFB,0.0886659380587175
t37681aep|NFX1_BOVIN,0.538545545646357
t37698aep|S18B1_MOUSE,0.00507836815347286
t37690aep|RNF4_HUMAN,0.647357206765121
t37679aep|DCC_MOUSE,0.0243890445588426
t37695aep|ANPRA_MOUSE,0.0396016897337199
t33231aep|CLPX_MOUSE,0.00300025728631981
t33221aep|MP62_LYTPI,1.71858247718649
t33233aep|RAD1_PONAB,0.0764556209189459
t33217aep|IN80D_XENLA,0.0806354722204635
t33209aep|RBM48_MOUSE,0.260892157378739
t33218aep|TACC3_XENLA,0.128903139555882
t33225aep|CE350_HUMAN,0.0690941897203944
t33210aep|K1586_HUMAN,0.00844433258131483
t33223aep|ZMYM1_HUMAN,0.0253713835724362
t33230aep|GKAP1_DANRE,0.71882224970237
t33214aep|EXOS1_HUMAN,0.192503382198382
t33843aep|Y2R2_DROME,0.00844433258131483
t33867aep|NADK_MOUSE,0.00459401641490756
t33865aep|F172A_CHICK,0.291177834913178
t33846aep|P52K_MOUSE,0.00844433258131483
t33858aep|RIMK_SYNPX,0.021827099323325
t33864aep|CNTP5_CANLF,0.063452977966853
t33853aep|RN220_HUMAN,0.634586071077919
t33847aep|NAS15_CAEEL,0.00844433258131483
t33859aep|KCNH2_CHICK,0.0169014789791925
t33845aep|SEPT2_CHICK,0.20887134109011
t33868aep|CCS_PIG,0.0202336232970969
t33861aep|GCC1_HUMAN,0.135083322534057
t35772aep|MED23_DANRE,0.08733221571015
t35780aep|DDX23_HUMAN,0.582758305194688
t35781aep|NISCH_HUMAN,0.0318145395803855
t37400aep|AMPP1_PENRW,0.0172905138076309
t37402aep|NAC1_CAVPO,0.0257308553980158
t37409aep|ATS9_HUMAN,0.0133898941767058
t37423aep|CCD83_MACFA,0.00502555919375088
t37404aep|FIGL1_RAT,0.213505028295015
t37395aep|CC148_HUMAN,0.194460961941822
t37413aep|MACF1_HUMAN,0.18814634389118
t37405aep|OTOF_DANRE,0.011495648471096
t37427aep|Y2R2_DROME,0.0169014789791925
t37421aep|RIMB1_RAT,0.00418439348111514
t37420aep|TTLL6_DANRE,0.0289852970251494
t37410aep|UQCC1_XENLA,0.00979913991562217
t32202aep|B4GN4_HUMAN,0.0114591011548999
t32189aep|NINL_HUMAN,0.0353857091159519
t32212aep|PIGB_BOVIN,0.0179508570953053
t32204aep|GON4L_HUMAN,0.0618344449584139
t32191aep|TC1A_CAEEL,0.00844433258131483
t32187aep|GANAB_MOUSE,0.0409924291852103
t38723aep|HDHD1_HUMAN,0.15005308557365
t38730aep|FBN1_PIG,0.0253713835724362
t38724aep|TCB2_CAEBR,0.00844433258131483
t38728aep|EPB1B_XENLA,0.0044908702154374
t38139aep|FNBP4_MOUSE,0.075184239400788
t38154aep|S35E1_RAT,0.00702586431196761
t38165aep|TYDP1_MOUSE,0.0131237128802436
t38158aep|JERKL_HUMAN,0.00844433258131483
t38152aep|TNPO3_HUMAN,0.288378133106566
t38146aep|MLP_ACRMI,0.00844433258131483
t38153aep|APEX2_BOVIN,0.207127567809855
t38169aep|CARTF_RAT,0.0314830892398906
t37750aep|ABHD8_BOVIN,0.0596942820627325
t37746aep|USH2A_HUMAN,0.0169014789791925
t37739aep|RFC1_HUMAN,0.395528494180867
t37748aep|NATD1_XENTR,0.1556614130246
t37763aep|ACBG2_XENLA,0.0228154407617721
t37743aep|WDR87_HUMAN,0.164253744780747
t33049aep|RTJK_DROME,0.00414410504867998
t33037aep|MED4_RAT,0.31143414393993
t33047aep|HKR1_HUMAN,0.599567800156945
t33061aep|TTLL4_CAEBR,0.0441161545943678
t32607aep|SMYD4_PONAB,0.257574099105333
t32600aep|TRPA1_CAEEL,0.00970044869457519
t32589aep|DHDH_XENTR,0.109833790107793
t37483aep|IFT52_MOUSE,0.00844433258131483
t35679aep|KAD9_HUMAN,0.0533712226775505
t35664aep|HTRA2_MOUSE,0.151306800423894
t35654aep|TOP3B_ARATH,0.356778123125088
t35674aep|ZRAB3_BOVIN,0.308636656881071
t31398aep|ANPRB_HUMAN,0.104900980430143
t31426aep|ZN830_XENTR,0.146739732926455
t31389aep|SCRY4_ENTDO,0.352348011275759
t31400aep|WDR93_HUMAN,0.0264622108331447
t31424aep|CFA57_MOUSE,0.0401722474892451
t31425aep|RTBS_DROME,0.00844433258131483
t31394aep|ZBED1_HUMAN,0.00844433258131483
t31419aep|ISPD_XENTR,0.0501856741373327
t31401aep|U5S1_CHICK,0.81144523557488
t37485aep|UN93L_DROME,0.0169014789791925
t37801aep|FA69C_MOUSE,0.0253713835724362
t37797aep|TRI56_MOUSE,0.0606227794530798
t37793aep|TDRD1_DANRE,0.104233527956113
t37787aep|TRM11_BOVIN,0.0963882792716529
t35794aep|SNX7_HUMAN,0.0135802043760653
t35805aep|MLP_ACRMI,0.0218545103913348
t35786aep|AP1G_DICDI,0.0161698193092546
t35818aep|TCB2_CAEBR,0.0169014789791925
t35801aep|NOS1_MOUSE,0.0131691723908136
t35817aep|GIN1_RAT,0.00844433258131483
t35803aep|GT2D2_BOVIN,0.00844433258131483
t35793aep|CND1_XENLA,0.351366853530302
t34507aep|SAMD9_HUMAN,0.00612626700529423
t34490aep|PK1L2_MOUSE,0.0108135851224119
t34501aep|MSH6_HUMAN,1.20257595084621
t34502aep|TCB1_CAEBR,0.00844433258131483
t34505aep|ELP1_HUMAN,0.401763051852915
t34520aep|AGRG4_HUMAN,0.00437552766467508
t34516aep|MFTC_MOUSE,0.0268324550666236
t34497aep|CHIT3_DROME,0.0532762728143343
t37151aep|ANR28_MOUSE,0.179407223750059
t37125aep|RTXE_DROME,0.0338539907566151
t37155aep|MRC1_MOUSE,0.0369068671226405
t37145aep|ZCPW1_HUMAN,0.079562083470614
t37136aep|MRE11_RAT,0.265034429833107
t37137aep|TET2_HUMAN,0.367188651502355
t37161aep|CFA69_PAPAN,0.0272690943430354
t37156aep|CHIA_MOUSE,0.00871650104326712
t37164aep|PSD10_DICDI,0.0209464914940722
t37138aep|MED1_HUMAN,0.181034336755065
t37162aep|LTBP4_HUMAN,0.0253713835724362
t37121aep|HMCN1_HUMAN,0.156327387421964
t36805aep|SZT2_MOUSE,0.0169014789791925
t36810aep|EFC10_MOUSE,0.106053684716105
t36798aep|ASCC3_CHICK,0.160997653698113
t36788aep|K0100_MOUSE,0.0752913623631562
t36775aep|ANKE1_HUMAN,0.00287054745436358
t36802aep|LRK1_CAEEL,0.0108717377911032
t36784aep|TYW1_MOUSE,1.0003300583856
t36777aep|M3K7_MOUSE,0.0127898253724871
t36809aep|CE104_HUMAN,0.185203765912093
t31816aep|TSP1_XENLA,0.00751753667482475
t31788aep|PRKDC_XENLA,0.0152781074426963
t31804aep|P53_TETMU,0.0338539907566151
t31796aep|GTSF1_BOVIN,0.636704815728113
t31794aep|CP17A_CHICK,0.00844433258131483
t36111aep|P20D2_MOUSE,0.762993048006224
