t37645aep|CP4V2_MOUSE,0.101802249592717
t32775aep|CELR2_HUMAN,0.478569330214992
t33155aep|CBPD_LOPSP,0.0345317163736807
t33149aep|TOLL6_DROME,0.013949809925104
t32167aep|HAUS4_HUMAN,0.0790173072551525
t36927aep|PLXA3_RAT,0.0211962601718565
t36928aep|CACB2_RABIT,0.0672586850463297
t36920aep|SWI5_HUMAN,0.109488060303689
t36923aep|ZGRF1_MOUSE,0.0551213854276349
t35835aep|IFT22_XENTR,0.215381636180941
t35829aep|PLPL9_HUMAN,0.0529344133946862
t35009aep|SPB10_BOVIN,0.0142247761528999
t35011aep|HEMK1_HUMAN,0.0293313285549767
t35005aep|CHRD_XENLA,0.0973509582897447
t34999aep|SRBP1_PIG,1.09397837180963
t35003aep|CTNS_HUMAN,0.183401712686264
t32106aep|TLN2_HUMAN,0.539528808607422
t32100aep|PRRT1_MOUSE,0.865073099010454
t32112aep|HACE1_HUMAN,0.00500814512066412
t32111aep|TAF9B_RAT,0.00371927319512983
t32101aep|NEK4_HUMAN,0.0414170838103544
t32099aep|DDX46_MOUSE,0.00685190212998811
t32321aep|DYH7_HUMAN,0.0817193741424404
t32315aep|IN80B_HUMAN,0.0809341919514955
t35700aep|TWHH_DANRE,0.0345317163736807
t35698aep|VPS36_XENLA,0.0151424750442392
t32151aep|HE_PARLI,0.0885470735256443
t37191aep|DUR1_LACKL,0.0684576860344559
t37182aep|HMCN1_HUMAN,0.0345317163736807
t37192aep|FBXW2_MOUSE,0.0186285827123705
t38442aep|SMC1A_HUMAN,0.0283183017079034
t38440aep|AGGF1_MOUSE,0.182683644456825
t36572aep|NLR1A_MOUSE,0.0353542232259639
t33385aep|CDD_DICDI,0.216900823363313
t36569aep|BCD1_PONAB,0.0107286018680737
t36749aep|NEMP1_XENTR,0.0473438307637174
t36735aep|S30BP_HUMAN,0.418514163854016
t38619aep|AL8A1_DANRE,0.0217405482780804
t38617aep|U2AFM_HUMAN,0.08314842867629
t34467aep|GAPR1_MOUSE,0.120125875326819
t34476aep|Y1199_DICDI,0.0345317163736807
t34481aep|PYM1_BOVIN,0.145957985930552
t34674aep|KI16B_MOUSE,0.119961415482103
t34685aep|CPMD8_HUMAN,0.0345317163736807
t34686aep|CPMD8_HUMAN,0.0684576860344559
t34670aep|VKORL_HUMAN,0.00461541354124984
t33393aep|TEAN2_MOUSE,0.112293369766446
t37718aep|CFA45_HUMAN,0.27560970544827
t37729aep|KPCD3_MOUSE,1.48253745428628
t32517aep|IRF8_HUMAN,0.000688277630818854
t32519aep|PTR36_ARATH,0.247853794639483
t32496aep|CNR1A_TAKRU,0.0408854899244277
t32515aep|ZFY26_BOVIN,0.173046698018023
t32516aep|DTNB_MOUSE,0.19493179883993
t32512aep|ACSF4_HUMAN,0.0548463280438751
t32501aep|GPMI_ONCVO,0.12663948582487
t36989aep|GPX5_PIG,2.54716050950842
t36976aep|WBS22_MOUSE,0.00266787011739222
t36974aep|CNFNA_XENLA,0.412550654289839
t36994aep|KINH_SYNRA,0.0345317163736807
t37004aep|MICA2_RAT,0.176332689468264
t37006aep|SVIL_MOUSE,0.0717836703814252
t35158aep|LITH_RAT,0.129892756758416
t35146aep|ABR_BOVIN,0.0192683003584007
t35148aep|MT21D_MOUSE,0.00565994652347123
t37986aep|TIDC1_HUMAN,0.11229309546879
t37987aep|MET17_MOUSE,0.116639332986374
t37978aep|HDGF_RAT,0.216840006737632
t33498aep|DDX51_DANRE,0.181923324489242
t33519aep|CCD25_DANRE,0.268818857270221
t38574aep|DDX31_MOUSE,0.0285916061434149
t38564aep|DEN2C_HUMAN,0.0169801415519914
t31271aep|GAB1_MESAU,0.0304859371201931
t31277aep|NHEJ1_DANRE,0.0792359710747744
t33776aep|ASIC3_HUMAN,0.0192819353092529
t33775aep|UB2G2_PONAB,0.0763979075437466
t33778aep|LARP1_MOUSE,0.0450181990003543
t31929aep|CERS6_HUMAN,0.51553895690338
t31947aep|HLH11_CAEEL,0.314273528268722
t31936aep|PRRT1_MOUSE,0.0684576860344559
t31938aep|UCP4_HUMAN,0.200937183147442
t31952aep|HMCN1_HUMAN,0.0345317163736807
t31930aep|GXN_ACRMI,0.689155315353381
t32745aep|PRRT1_MOUSE,1.63426943208908
t32744aep|LMX1A_HUMAN,0.043870574735076
t32747aep|ZIC2B_XENLA,0.862162777741303
t32740aep|KLC4_HUMAN,0.0956329597410112
t33610aep|VP33A_RAT,0.238679347763685
t33592aep|ZNT1_HUMAN,0.0223293871462279
t33603aep|XPP1_MOUSE,0.00325935443948685
t32376aep|FA96A_HUMAN,0.0293841281672482
t32382aep|TCHP_DANRE,0.264087438577816
t32369aep|GAPR1_HUMAN,0.029089338549388
t32363aep|RTBS_DROME,0.0345317163736807
t38580aep|BCOR_HUMAN,0.060773661420058
t38582aep|TTC24_HUMAN,0.00568221782926927
t38423aep|WARA_DICDI,0.0345317163736807
t38418aep|TMM19_XENTR,0.0864270414726612
t38504aep|CATIP_DANRE,0.000928047157773334
t38506aep|ANK2_HUMAN,0.0345317163736807
t38507aep|CHUR_BOVIN,0.0911469070437193
t38509aep|DCDC2_MOUSE,0.213660599949201
t38497aep|DDC_HUMAN,0.201790279370263
t31740aep|PPIL2_MOUSE,0.00526590027348646
t31725aep|TPC13_XENTR,0.00306472064772104
t31730aep|S2611_HUMAN,0.36666657318955
t33119aep|KINH_STRPU,0.0363379994629159
t33099aep|ASM_BOVIN,0.0449800400916183
t37444aep|TRI37_HUMAN,0.0301025076972077
t37460aep|TBCEL_RAT,0.0182130922335257
t36593aep|THAP4_BOVIN,0.0345317163736807
t36612aep|ERIC3_HUMAN,0.038068468862874
t34689aep|RAB14_PONAB,0.372695151288411
t34701aep|TM223_HUMAN,0.0378862556705003
t32286aep|RIMS2_RAT,0.00408786952354547
t32283aep|PPBT_CHICK,0.765589799301983
t32290aep|NOL6_MOUSE,0.0975108499499074
t32278aep|TRM2A_HUMAN,0.0355043714086343
t32909aep|F228B_MOUSE,0.0358383872009033
t32902aep|AFAD_HUMAN,0.102930482414096
t32906aep|SNP47_RAT,0.0385615095463143
t32931aep|OCTL_DROME,0.147978032743026
t32343aep|GRT1A_DANRE,0.0796429586095051
t32349aep|CRJ1A_TRICY,0.0565842887130713
t32339aep|QRFPR_HUMAN,0.229805494626397
t32350aep|DCA15_BOVIN,0.0749693163824161
t32346aep|TTLL4_HUMAN,0.0256714406246792
t32897aep|CASP2_CHICK,0.00871702657816022
t32893aep|TNG2_BOVIN,0.0950361038429902
t32875aep|RPAP3_MOUSE,0.0442740470653902
t32872aep|AMPN_RABIT,0.454176176876671
t32879aep|DRC7_BOVIN,0.0345317163736807
t32888aep|ANR31_HUMAN,0.0228632706248864
t37687aep|DBP8_BOTFB,0.00173861711969587
t37696aep|HMCN1_HUMAN,0.0345317163736807
t37681aep|NFX1_BOVIN,0.161048340529254
t37698aep|S18B1_MOUSE,0.081509234173754
t37690aep|RNF4_HUMAN,0.160279359947718
t37679aep|DCC_MOUSE,0.116221078800766
t37699aep|AGTRB_MOUSE,0.0345317163736807
t37695aep|ANPRA_MOUSE,0.0232763155263379
t33231aep|CLPX_MOUSE,0.101256276076764
t33221aep|MP62_LYTPI,0.242859144020865
t33217aep|IN80D_XENLA,0.00872707295913741
t33209aep|RBM48_MOUSE,0.280569135370174
t33224aep|CD047_MOUSE,0.0669319790860704
t33225aep|CE350_HUMAN,0.0440149642740765
t33213aep|CEP44_XENTR,0.0436770759632564
t33214aep|EXOS1_HUMAN,0.0253339713578349
t33843aep|Y2R2_DROME,0.0345317163736807
t33844aep|RTJK_DROME,0.0345317163736807
t33855aep|RASF2_MOUSE,0.225552569402207
t33867aep|NADK_MOUSE,0.00527174203197317
t33849aep|CATL_SARPE,3.0955259766023
t33865aep|F172A_CHICK,0.148480107546147
t33864aep|CNTP5_CANLF,0.0247192443726877
t33853aep|RN220_HUMAN,0.427281954167068
t33861aep|GCC1_HUMAN,0.0730717121002536
t33856aep|PARD3_HUMAN,0.028052699487614
t35773aep|FRIS_LYMST,0.636419141756027
t35776aep|KLC4_MOUSE,0.0379688241313162
t35771aep|RASEF_MOUSE,0.63312708749698
t37400aep|AMPP1_PENRW,0.0433989548951536
t37409aep|ATS9_HUMAN,0.0345317163736807
t37422aep|ADA12_MOUSE,0.0371182898363341
t37416aep|DEN1A_XENLA,0.201750695767794
t37417aep|GRM8_RAT,0.0345317163736807
t37426aep|MALT1_HUMAN,0.0933366566559492
t37401aep|FNIP1_CHICK,0.0146207716669814
t37421aep|RIMB1_RAT,0.0218146308756034
t37420aep|TTLL6_DANRE,0.0109743205040208
t37410aep|UQCC1_XENLA,0.000841480292207544
t32202aep|B4GN4_HUMAN,0.029089338549388
t32210aep|VIAAT_XENTR,0.159633876116394
t32204aep|GON4L_HUMAN,0.014499166015022
t32200aep|S35F6_HUMAN,0.298038230672597
t32187aep|GANAB_MOUSE,0.0415397811590275
t32192aep|MALT1_HUMAN,0.0610747968164298
t38723aep|HDHD1_HUMAN,0.0811395061012812
t38735aep|KAPR2_DROME,0.00282335930957635
t38728aep|EPB1B_XENLA,0.0256240655667051
t38731aep|SAC2_DANRE,0.0204592960337538
t38159aep|TPGS2_HUMAN,0.0494764817012979
t38157aep|ABH15_MOUSE,0.00413793207980735
t38153aep|APEX2_BOVIN,0.0484162192769009
t37740aep|SAL_SILAS,0.0195314598346876
t37739aep|RFC1_HUMAN,0.134396645824763
t37761aep|ADRB2_MOUSE,0.0345317163736807
t37760aep|RTJK_DROME,0.0224571511206689
t37763aep|ACBG2_XENLA,0.172192034717227
t33037aep|MED4_RAT,0.0256329700446898
t33048aep|CAN7_HUMAN,0.0651342601330831
t33047aep|HKR1_HUMAN,0.206009697581639
t33060aep|TCB2_CAEBR,0.0345317163736807
t32607aep|SMYD4_PONAB,0.152961597782667
t37484aep|HMP_OCEIH,0.537133370662742
t32591aep|ACSF2_MOUSE,0.0500625116667369
t32609aep|OPTN_DANRE,0.725827595106977
t32601aep|CYTSA_DANRE,1.38583951073571
t35655aep|NPHP3_HUMAN,0.787286665436951
t35679aep|KAD9_HUMAN,0.0876223949589229
t35677aep|PGDH_HUMAN,1.04583126069964
t35676aep|ANK3_HUMAN,0.0273968997150365
t31412aep|FND3A_HUMAN,0.0881900322395753
t31393aep|MEC2_CAEEL,0.0896512172396709
t31400aep|WDR93_HUMAN,0.0946976544016946
t31424aep|CFA57_MOUSE,0.044262568589117
t31407aep|TRF6A_XENLA,0.239008436158748
t31409aep|TRF6A_XENLA,1.19716202892092
t31408aep|TRF6A_XENLA,1.1173982532053
t31419aep|ISPD_XENTR,0.0466903530830807
t31430aep|ARGI1_HUMAN,0.0562737235366826
t37791aep|Y381_RICFE,0.0643265549213377
t37797aep|TRI56_MOUSE,0.140570538748042
t37793aep|TDRD1_DANRE,0.0107800811600175
t37782aep|EMAL4_XENTR,0.0244244793235203
t37779aep|TRAF3_MOUSE,0.0843720967690443
t37803aep|SPNS1_DANRE,0.029441981851442
t35794aep|SNX7_HUMAN,0.0117574273946015
t35817aep|GIN1_RAT,0.0345317163736807
t35785aep|KCNA1_RAT,0.0345317163736807
t35793aep|CND1_XENLA,0.0405038128817852
t35823aep|FYCO1_MOUSE,0.0182927881739945
t34501aep|MSH6_HUMAN,0.209433485056176
t34502aep|TCB1_CAEBR,0.0345317163736807
t34493aep|VPP1_MOUSE,0.208283765896071
t34497aep|CHIT3_DROME,0.0928238722394357
t34536aep|NALP7_HUMAN,0.139871295501182
t34538aep|NAL12_HUMAN,0.00413793207980735
t37144aep|PGBD4_HUMAN,0.0345317163736807
t37135aep|TRI37_MOUSE,0.0346693504450617
t37154aep|MRC1_HUMAN,0.0345317163736807
t37168aep|M3K3_HUMAN,0.244250374254382
t37152aep|MACF1_HUMAN,0.0312837592113426
t37136aep|MRE11_RAT,0.128469851317068
t37161aep|CFA69_PAPAN,0.143249492634919
t37156aep|CHIA_MOUSE,0.000898972470014881
t37121aep|HMCN1_HUMAN,0.017213009074096
t36810aep|EFC10_MOUSE,0.0686002107241837
t36774aep|GGT1_RAT,0.148236011462264
t36788aep|K0100_MOUSE,0.069912864934778
t36777aep|M3K7_MOUSE,0.031428808656538
t36771aep|TM175_DANRE,0.407729387986357
t36809aep|CE104_HUMAN,0.0441937796604492
t31809aep|KPCA_RAT,0.0470566065833016
t31816aep|TSP1_XENLA,0.0251477740693127
t31788aep|PRKDC_XENLA,0.0413865485302193
t31796aep|GTSF1_BOVIN,0.074072184436075
t36091aep|F166B_XENTR,0.147944981237407
t36126aep|RTXE_DROME,0.0345317163736807
t36128aep|CAH2_TRIHK,0.225940447403626
t36103aep|CC171_HUMAN,0.0367473355885006
t36100aep|ADD_ENTFA,0.0345317163736807
t36116aep|BRCA1_MOUSE,0.137148798007552
t36104aep|SDK1_HUMAN,0.151654453200445
t31315aep|FLNA_MOUSE,0.383609966368683
t31356aep|OTOF_HUMAN,0.040794474049005
t31361aep|COPIA_DROME,0.0345317163736807
t31335aep|AT132_HUMAN,0.0345317163736807
t31320aep|NALP7_HUMAN,0.0880943187574383
t31345aep|RAB1B_ARATH,0.29747720650263
t31303aep|AB1IP_CHICK,1.03130584174632
t31358aep|UBX11_RAT,0.119743892957682
t31357aep|LRRC9_HUMAN,0.00384202214764727
t31346aep|MGT4A_RAT,0.0684576860344559
t31316aep|ROR1_HUMAN,0.144545574776429
t31324aep|DOT1L_HUMAN,0.0940450549999057
t31333aep|WSDU1_DANRE,0.145942934133011
t31334aep|WASP_HUMAN,0.180787994822915
t37291aep|CE120_HUMAN,0.12085737742117
t37247aep|NAS13_CAEEL,0.165660894066362
t37309aep|WHRN_HUMAN,0.0277694347007181
t37290aep|RIF1_MOUSE,0.0221199915266393
t37276aep|SETMR_HUMAN,0.0345317163736807
t37294aep|RUFY2_MOUSE,0.0314944522241568
t37283aep|GABT_HUMAN,0.226934515793652
t31485aep|TOR1A_MACFA,0.156130721784458
t31525aep|HOBOT_DROME,0.294534783288169
t31517aep|PTPRE_RAT,0.0345317163736807
t31547aep|CNTRB_MOUSE,0.100497628111907
t31519aep|PLDX1_MOUSE,0.0391034626069434
t31533aep|FRS5_ARATH,0.0345317163736807
t31515aep|POL4_DROME,0.0345317163736807
t31516aep|GIN1_MACFA,0.0345317163736807
t34405aep|RTXE_DROME,0.0345317163736807
t34386aep|ACD11_CAEEL,0.00592151181358858
t34387aep|YDJC_MOUSE,0.0180873917298222
t34391aep|GRDP1_ARATH,0.129836243426599
t34400aep|MJK2_METJA,0.0345317163736807
t34397aep|ZBED1_HUMAN,0.101802249592717
t34398aep|ZBED1_HUMAN,0.0684576860344559
t34361aep|QRFPR_HUMAN,0.0588977375144302
t34366aep|PLCL_MYTGA,0.014088592980857
t34424aep|TRY3_SALSA,1.72425466356328
t34367aep|PIWL1_HUMAN,0.0252132513444578
t34415aep|CC157_BOVIN,0.0747753556042759
t34408aep|TIGD4_MOUSE,0.0345317163736807
t32541aep|S15A4_XENLA,0.133906124692645
t32560aep|TOB1A_XENLA,0.0216724143272595
t32526aep|TDRD3_MOUSE,0.362940623219752
t32570aep|SYT11_HUMAN,0.568107339054357
t32529aep|LOXH1_MOUSE,0.138531280290594
t32572aep|FUT3_BOVIN,0.231310133788756
t32571aep|RTBS_DROME,0.0481885161353624
t32549aep|NUD22_RAT,0.013671064854061
t32573aep|RTBS_DROME,0.0345317163736807
t32555aep|PROP_HUMAN,0.0345317163736807
t31234aep|UCHL3_HUMAN,0.599048342187717
t38292aep|BVMO2_STRCO,0.248987418988167
t38304aep|S22A4_HUMAN,0.0160948300192336
t31240aep|CCND2_BOVIN,0.0660739119773959
t38316aep|AB22G_ARATH,0.0242371208324443
t38256aep|ODFP2_CHICK,0.0784887243987139
t38264aep|AT133_MOUSE,0.067647194061229
t38315aep|CP131_DANRE,0.0367039420232474
t38253aep|ABCB1_DICDI,0.0187721053682942
t38310aep|FGFR3_DANRE,0.0221873755113775
t38293aep|NALDL_RAT,0.20534715255527
t32047aep|RTJK_DROME,0.00679059523247402
t32035aep|GRM8_HUMAN,0.153857778521457
t32032aep|SOX7_XENTR,0.260561773216223
t32013aep|ZIFL1_ARATH,0.0669060683533958
t31997aep|ZNFX1_MOUSE,0.0712213712781702
t35471aep|FHAD1_HUMAN,0.06192455895592
t35487aep|SVOP_XENLA,0.0210222815002763
t35488aep|AGO2_HUMAN,0.593534824704472
t35454aep|PK1L2_HUMAN,0.0345317163736807
t35510aep|DOCK6_HUMAN,0.00987081610843491
t35511aep|NDUA8_BOVIN,0.0730008505411097
t31768aep|PSA7L_MOUSE,0.0425508618004306
t35461aep|THAP9_HUMAN,0.0315547648188711
t35472aep|DMXL1_HUMAN,0.080284885461151
t35446aep|CRA1B_DANRE,0.213153203728201
t37570aep|PKHG4_HUMAN,0.0224827264081663
t37537aep|ZMYM5_HUMAN,0.0345317163736807
t37568aep|DLEC1_HUMAN,0.0302634645026202
t37553aep|TRA1_MAIZE,0.0345317163736807
t37542aep|CSK_CHICK,0.364507080795444
t37546aep|HH_DROMO,0.0345317163736807
t37569aep|SCND3_HUMAN,0.0220108948483839
t32976aep|ZMYM1_HUMAN,0.044716273014631
t33023aep|PPSB_BACSU,0.0788110275993878
t33022aep|R213A_DANRE,0.138370461103266
t32983aep|LRRK2_MOUSE,0.0302792854208349
t35592aep|SE1L2_HUMAN,0.0614961775572683
t35577aep|KLC_DORPE,0.136393551431984
t35608aep|DDX60_HUMAN,0.3702514225988
t35620aep|RTJK_DROME,0.0747064593048018
t35573aep|SHL2_ORYSJ,0.402936045491999
t35579aep|RTJK_DROFU,0.00679059523247402
t34201aep|RTJK_DROME,0.0120532605395592
t31766aep|SFT2A_MOUSE,0.152313703024142
t34247aep|TC1A_CAEEL,0.0172167307930163
t34267aep|H2B3_TIGCA,0.0833035051625293
t34261aep|AGRL3_BOVIN,0.0415397811590275
t34234aep|BRWD1_HUMAN,0.148445892022768
t34276aep|AGRG4_HUMAN,0.0305237601680646
t37916aep|DEAH5_ARATH,1.55512879694498
t37859aep|YTX2_XENLA,0.112311366310888
t37876aep|PZP_HUMAN,0.787582326730232
t37917aep|SUREJ_STRPU,0.0549677151324328
