t33418aep|ZBED8_BOVIN,0
t37645aep|CP4V2_MOUSE,0.0138601644511377
t31628aep|TSP1_BOVIN,0
t31619aep|ABCA2_HUMAN,0.0138601644511377
t31633aep|PREA_SALTY,0
t31620aep|PTRB_MORLA,0
t31618aep|DTBP1_CHICK,0.0495678077175121
t36047aep|FUCTA_DROME,0
t36970aep|EXOS6_DANRE,-0.103755673664825
t34456aep|TAF3_CHICK,0.667895581402273
t34453aep|RIFK_DROME,0.115800197119655
t34451aep|RSGI5_CLOTH,0.0276632119854508
t34446aep|VIAAT_XENLA,0
t34450aep|KCNH5_MOUSE,0.0138601644511377
t36334aep|DOCK3_HUMAN,-0.0437309897733345
t36327aep|RAD21_SCHPO,1.24298490494012
t36332aep|COPG2_ORYSJ,0
t36340aep|AT1A_HYDVU,0.0551010450166354
t36336aep|CEP76_PONAB,0.190292085073154
t36335aep|RTJK_DROME,0
t36329aep|FGOP2_CHICK,0.17069192512535
t36337aep|CRYAB_BOVIN,-0.201519913660912
t35904aep|DDAC_ENTAG,0
t35900aep|RHCG_XENTR,0.0827177077217062
t35903aep|S35E3_DANRE,0.211305311635993
t35908aep|CAF1A_CHICK,0.85626471657932
t32664aep|AQP9_HUMAN,-0.00844433258131474
t32662aep|SERB_BOVIN,0.0495165993900344
t31832aep|P52K_HUMAN,0
t31833aep|BP10_PARLI,0.0217458206439129
t31838aep|STXB1_RAT,0.161314598186065
t38104aep|B3GN4_HUMAN,0.0726142209029414
t38107aep|PKHL1_MOUSE,0
t38111aep|KCC2D_BOVIN,0
t38110aep|P2R3C_HUMAN,0.163713139872295
t38118aep|AGRIN_MOUSE,-0.00337415018350096
t38103aep|PTSS1_DANRE,-0.0173836857121229
t38117aep|SAXO1_RAT,0.11387698112154
t33743aep|EXOC7_RAT,-0.0203327091988844
t33739aep|RPP14_MOUSE,0.0333997792862536
t33737aep|ZMYM6_HUMAN,0
t33741aep|IFT20_DANRE,0.306616811486665
t33735aep|DHB11_RAT,-0.131926202495852
t32686aep|MRP1_CHICK,-0.0637933323642523
t32685aep|RN146_XENTR,0.399277844495219
t32696aep|OTOF_DANRE,0
t32692aep|GPTC4_XENTR,-0.0486226186991536
t32693aep|S27A4_HUMAN,-0.119518635385233
t32687aep|RAB23_HUMAN,-0.0544885986253939
t32691aep|PP14C_RAT,0.066184667454786
t32688aep|CPT2_MOUSE,0
t35871aep|NOD1_MOUSE,0
t35860aep|KIF3A_MACFA,0.544754929436127
t35866aep|MEL2A_DANRE,0.0757085484364492
t35863aep|SSPO_CHICK,-0.0107752119738985
t35872aep|NAPEP_BOVIN,-0.00666198117247022
t35870aep|STK10_CHICK,0.382626013713097
t35858aep|SCND3_HUMAN,0.0138601644511377
t35861aep|ABCBA_HUMAN,0.104060333229309
t35862aep|MEGF6_HUMAN,0.0179579029320957
t35855aep|MIPEP_PONAB,0.0718207296329705
t35857aep|PKD2_ORYLA,0
t35354aep|KLC3_RAT,0
t35356aep|CASP8_RAT,-0.013212408258744
t35353aep|B4GA1_DANRE,0.0157724799843102
t33691aep|ABCB2_DICDI,0
t37371aep|IDI1_BOVIN,0.0481727891730142
t37374aep|VWDE_HUMAN,0.0138601644511377
t37381aep|RPAC2_BOVIN,0.301672547750752
t37368aep|PEX10_MOUSE,0.176423690929076
t37380aep|CBL_MOUSE,-0.149838425874944
t37375aep|TC3A_CAEEL,0
t32307aep|NCAN_PANTR,0
t32309aep|TM203_HUMAN,0.216423990901085
t32310aep|LSM1_HUMAN,0.22255937291935
t32305aep|PPCT_MOUSE,0.0164878852354311
t32304aep|SWT15_VITVI,0.121817934681011
t33480aep|MSRB_METBF,-0.251252725061392
t33470aep|PGBD3_HUMAN,0
t33473aep|THAP1_DANRE,0
t33081aep|ZMYM5_BOVIN,0
t33080aep|KIF17_HUMAN,0.0240707841775018
t33084aep|TXIP1_MOUSE,0.170456710901151
t33085aep|TXIP1_HUMAN,0.307751492616551
t38023aep|FUT3_PONPY,0
t38021aep|YD286_MOUSE,-0.0484343720944219
t36728aep|ARL5B_MOUSE,0.088961391434017
t33589aep|THAP2_MOUSE,0
t32812aep|TCB2_CAEBR,0
t32818aep|SY65_DROME,0
t32809aep|TRPA1_HUMAN,0
t32819aep|T106C_HUMAN,0.214689119143276
t32810aep|NDUA5_BOVIN,0.218401323446177
t35726aep|SO4C1_RAT,-0.0276293361580072
t35724aep|SYF2_DANRE,0.383843895122199
t35979aep|ECI1_RAT,0.341642369047096
t35981aep|PRPF3_CHICK,0.770801372341098
t35991aep|FLNC_RAT,0.0161584419883672
t37010aep|NDUF4_PONAB,0.176686667978328
t35994aep|MLRP2_ACRMI,-0.000939326445406465
t35982aep|NLTP_CHICK,-0.0583389248980543
t35993aep|VATE_DROME,-0.375978028274391
t35988aep|CIA30_DROME,0.0251904459296451
t35989aep|M2K3_ARATH,0
t35984aep|DYH6_HUMAN,0.196020365683131
t35985aep|DYH6_HUMAN,0.0138601644511377
t31651aep|LRRK2_MOUSE,0.0276632119854508
t31647aep|PPT1_HUMAN,-0.198015219858432
t38649aep|ATXA_LEIDO,0
t38641aep|AL7A1_CAEEL,0.0138601644511377
t38633aep|DRG1_XENLA,0
t38636aep|ALG3_HUMAN,0.0622604259458234
t38647aep|RAP1_CAEEL,0
t38646aep|PARG_BOVIN,0.217105465505361
t37013aep|LAGE3_MOUSE,0.0580708481427531
t38648aep|TM175_CHICK,0
t34435aep|IMPTB_XENTR,0.105304172113619
t34431aep|RSPH1_HUMAN,-0.0414232457753863
t34434aep|S12A8_XENLA,0.0768502560926932
t34436aep|XRN1_HUMAN,-0.0368904182021132
t34428aep|SPC25_RAT,0.981995741643554
t34430aep|RPAP1_BOVIN,-0.00137632690825012
t34429aep|PP4C_XENTR,0.502524202840664
t34427aep|ML12B_BOVIN,-0.0448745545443932
t31846aep|CEP70_RAT,0.0452953167589721
t31844aep|TLL1_DANRE,0.0138601644511377
t31842aep|TERA_XENLA,0.529535428409078
t31849aep|TYPH_RAT,-0.00775404132443778
t31847aep|RS2_ICTPU,0.000679924364195779
t31848aep|SPCS3_CHICK,-0.163922910331738
t34798aep|APH1_DROME,-0.0486240966370448
t34802aep|PISD_CRIGR,-0.0202939472149311
t34796aep|PCMD2_BOVIN,0.0102894617465735
t34792aep|PTH2_BOVIN,-0.0447305342872501
t34790aep|TWF1_HUMAN,-0.121697122165318
t32481aep|GUAA_RAT,0.24709359759419
t32473aep|RB18B_DANRE,0.0332575819332351
t32475aep|WHITE_DROME,0.00841778662684508
t32469aep|CO6A4_MOUSE,0
t32470aep|LYRM2_MOUSE,0.086362761186584
t31220aep|P52K_HUMAN,0.0276632119854508
t31227aep|SYCP2_RAT,0.899577177730729
t31225aep|RT35_BOVIN,0.475558417252726
t31230aep|UNC89_CAEEL,0
t31231aep|UNC89_CAEEL,0
t36653aep|DOHH_RAT,0
t36650aep|ANKK1_MOUSE,0.114373868735112
t36663aep|AA2AR_CANLF,0
t37814aep|CC105_BOVIN,0.203388907517149
t37817aep|RS6_BRAFL,-0.344950978434344
t37818aep|EF1A_HYDVU,-0.198171325127598
t37816aep|LRP2_RAT,-0.0110590431159621
t32256aep|P5CR1_BOVIN,0.00317135243419101
t32265aep|SYD1_CAEEL,-0.013600204656404
t32253aep|YPEL5_PONAB,-0.0042810621868182
t32261aep|GAPR1_HUMAN,0.0138601644511377
t32266aep|GGT1_PIG,0.0778917240446042
t32269aep|FSTL1_BOVIN,0.232710010044576
t32255aep|CHSS1_MOUSE,0.132269117949581
t32258aep|SHPK_MOUSE,-0.0148941029336918
t32263aep|IF172_DANRE,0.410731231916218
t32267aep|CG050_MOUSE,-0.0941413442971582
t35087aep|CJ076_XENLA,-0.0133075266417522
t35085aep|RS30_ORYLA,0.0201623524084486
t35082aep|WASH7_HUMAN,-0.0786121260530701
t35075aep|COMD6_MOUSE,0.392864430236759
t35079aep|RB39B_MOUSE,0.233118444637757
t35552aep|DTL_CHICK,0.2285616516526
t35556aep|M4K2_HUMAN,-0.0269344088403135
t35545aep|KLC4_MOUSE,0.0138601644511377
t35549aep|PDRG1_RAT,0.330113112835919
t35558aep|ARP10_HUMAN,0.0348311559040009
t36397aep|ARMC7_MOUSE,0.263201047050891
t36395aep|NAS15_CAEEL,0
t36392aep|UTP15_HUMAN,-0.000238229835973193
t36388aep|YR826_MIMIV,0
t36391aep|HETE1_PODAS,0.0823195299562966
t36387aep|NPHP3_HUMAN,0
t35409aep|BTBD7_HUMAN,0
t35401aep|LIN52_DANRE,0.0837573705338076
t35403aep|MYPN_MOUSE,0
t35411aep|EDC3_PONAB,0.073318555790425
t35406aep|WDY_ANOGA,0
t35408aep|NK2R_RAT,0
t33712aep|HACD_CAEEL,0
t33710aep|SEC_ARATH,0
t33694aep|KLC4_MOUSE,0
t33696aep|CNRP1_BOVIN,0
t33709aep|TC3A_CAEEL,0
t33695aep|GID8_NEMVE,0.146323544091609
t35845aep|TIM9_MOUSE,1.18936465734543
t35851aep|OPSD1_MIZYE,-0.011848477483871
t35853aep|TM175_MOUSE,0
t35848aep|MS3L1_PONAB,0.237742011975983
t35846aep|SDHF3_NEMVE,0.251142796637239
t35850aep|CYTA_MOUSE,0.0276632119854508
t35847aep|PHF3_HUMAN,0.316323864024178
t35212aep|EFCB2_MOUSE,0
t35208aep|TTC28_MOUSE,0
t35207aep|CP17A_ICTPU,0
t35215aep|MTA1_HUMAN,0.457883350392018
t35204aep|RET_RAT,0
t35214aep|ZMYM1_HUMAN,0
t35217aep|CEBPB_CHICK,0.320249703000637
t37320aep|CO6A6_HUMAN,-0.0388049351987948
t37316aep|ASPM_SHEEP,0.0604977085778706
t37317aep|ASPM_SAIBB,0.177136880582247
t37318aep|MYOG_DICDI,0.0276632119854508
t37319aep|ASPM_MACMU,0.0138601644511377
t37312aep|UBC12_SCHPO,0.833042645688801
t36969aep|CISD3_HUMAN,0.3361777336401
t32622aep|MK14_CANLF,0.0186556082037923
t32614aep|XRRA1_MOUSE,0.095848339342485
t32620aep|HMCN1_HUMAN,0
t32615aep|UNK_HUMAN,0.590494467268955
t32623aep|F1142_BOVIN,0.0948137105658883
t32633aep|MED16_XENTR,0.128568822125993
t32616aep|FBN1_BOVIN,-1.10721808161939e-05
t33656aep|CRYAB_BOVIN,-0.011432108844504
t33645aep|TLR1_DROME,-0.000522867864291946
t33652aep|DD3_DICDI,0
t33647aep|WHITE_LUCCU,0.022937422752843
t33641aep|AT5F1_BOVIN,0.0951820590765193
t33657aep|TM243_BOVIN,0.0776595364913999
t33648aep|KPCD3_HUMAN,-0.0278957702842535
t33644aep|CC180_HUMAN,0.501389265544967
t33650aep|DUS22_HUMAN,-0.0427371665060136
t37963aep|NAPEP_BOVIN,0.0138601644511377
t37951aep|MPU1_MOUSE,1.08177821675255
t37954aep|DYH10_HUMAN,0.0902398107438882
t37961aep|NRDC_MOUSE,-0.0481477334507471
t37948aep|RHG32_XENLA,0.209277806747178
t31825aep|F185A_MOUSE,0.101174255056134
t31829aep|MYO10_HUMAN,-0.0499518541571162
t31824aep|DNJC5_TETCF,-0.566428228311939
t31819aep|CPSF1_BOVIN,0.160370056854563
t31818aep|DYR_AEDAL,0.21388283161393
t31817aep|AKR1_YARLI,0
t32428aep|UBP15_HUMAN,0
t32418aep|TSEAR_HUMAN,0.0138601644511377
t32411aep|CNGA2_BOVIN,0
t32420aep|RPE_HUMAN,-0.0362316243178301
t32421aep|PCS3_LOTJA,0.130574641650081
t32425aep|ANXA7_MOUSE,-0.465824737320174
t32422aep|UTP11_MOUSE,0.33705789142049
t32427aep|TBC20_MOUSE,0.2699786845173
t32412aep|M3K19_HUMAN,0.123505795268854
t32423aep|CADA_STAAR,-0.0365624088623349
t32416aep|COMD8_HUMAN,0.0390414339574876
t32413aep|NTPES_BACSU,-0.00685627338025541
t36940aep|ROP1L_XENLA,0.327275477053444
t36953aep|RBM26_HUMAN,-0.133868572920426
t36948aep|RM54_HUMAN,0.0517110412511383
t36944aep|CFA74_MOUSE,0.908540875553748
t36946aep|ELOV5_XENTR,0.0578718530908345
t36938aep|SYT15_HUMAN,-0.00373230658837899
t36947aep|MFSD6_MOUSE,0
t33893aep|MCPI_MELCP,0
t33901aep|KLC4_BOVIN,0
t33904aep|TFB1M_XENTR,0.0855749371465234
t33900aep|SIP2_YEAST,0.0194671949388422
t33907aep|BRAT1_MOUSE,0.113309688866134
t32091aep|5HT1D_TAKRU,0
t33627aep|VMP1_DANRE,0.164023317863466
t33622aep|OTX1B_DANRE,0
t33620aep|SYT7_HUMAN,0.521958079722149
t33626aep|PFLD_ECOLI,0.0630780730374569
t36961aep|TRAF4_HUMAN,-0.0308758174831815
t31714aep|KLC4_RAT,0
t31713aep|TBA_NOTVI,0.0714088486631611
t31719aep|VATC_MANSE,-0.0410930985484417
t31717aep|AB17C_DANRE,0
t33194aep|UBP54_RAT,0.0151179717868577
t33193aep|RSBNL_HUMAN,0.477805681015669
t33185aep|RTJK_DROME,0
t33183aep|PNKP_HUMAN,0.366222720590856
t33195aep|RA54B_CHICK,0.129785490782039
t33189aep|IQCA1_HUMAN,0
t33188aep|ADCY9_HUMAN,-0.0777648251961197
t33191aep|ALRA_DICDI,-0.0342806633277011
t37636aep|FAT2_DROME,0.0138601644511377
t37632aep|LGR5_XENTR,0
t37624aep|VATF_HUMAN,-0.0263559181270285
t37623aep|RHES_HUMAN,-0.0123052117140598
t37622aep|NEK4_MOUSE,0.150735708771682
t37627aep|CD2B2_MOUSE,0.259007681229827
t37634aep|KELP_ARATH,1.13528594358125
t37637aep|DYHC_HELCR,0.318643033798749
t36963aep|PPID_HUMAN,0.295320058408741
t36579aep|YL728_MIMIV,0
t36574aep|OPN4B_XENLA,0.0138601644511377
t36583aep|CSTF3_MOUSE,0.0693976266478941
t36590aep|GLYM_HUMAN,-0.0350687001776547
t36573aep|LTBP4_HUMAN,0.0982866952096578
t36585aep|CALM_MACPY,-0.00303002937000421
t36580aep|S39AD_DANRE,-0.348147618982051
t34754aep|FXC2B_XENLA,-0.0110195651413092
t34760aep|QORL1_MOUSE,0.0144138026889092
t34762aep|TYDP2_RAT,0.020363630529099
t34765aep|ZBED4_HUMAN,0
t34759aep|TDRD5_AILME,0.150895516512568
t34764aep|RSU1_BOVIN,-0.562823333419192
t34577aep|ARSB_RAT,0.177002203125498
t34564aep|YMH6_CAEEL,0.233917861480743
t34581aep|PELI1_MOUSE,0.291429094095847
t38671aep|SETD7_HUMAN,0.0731370975660864
t38685aep|TBP_XENTR,0.127726726941847
t38683aep|H10A_XENLA,7.3201140555987
t38674aep|S7A14_HUMAN,0.0092352132071547
t38670aep|RADI_BOVIN,0.0116315329901841
t38686aep|PIF1_PSYWF,0
t38672aep|SHL2_ORYSJ,0.0138601644511377
t38673aep|RDR2_ORYSJ,0.0138601644511377
t38687aep|PTPRD_MOUSE,0
t38680aep|PGAP3_XENTR,0.307889760309866
t36972aep|FUCM_HUMAN,0.392434924017523
t32838aep|RASLC_DANRE,0.0179579029320957
t32855aep|ZN205_BOVIN,0.273052868109339
t32845aep|KTI12_DANRE,0.153021099593025
t32852aep|NPC2_DROME,0.105739956401403
t32851aep|STX18_HUMAN,0.0924935269999413
t32840aep|CNOT2_HUMAN,0.0733886660769932
t36490aep|CCD81_HUMAN,0.482257656261418
t36502aep|NPHP3_HUMAN,-0.0202691698990936
t36483aep|TAF8_DANRE,0.115696457126535
t36499aep|S22A5_HUMAN,0.0361845126894852
t36496aep|TNAP3_MACFA,0.0522284452207643
t36491aep|VP37B_HUMAN,-0.153975977422852
t36495aep|TTC17_HUMAN,0
t36488aep|TIGD2_MOUSE,0.0138601644511377
t36486aep|SCN1_HETBL,0.0106176301962688
t38463aep|RS17_BOVIN,-0.121796090372709
t38464aep|AB1G_ARATH,0
t38465aep|SGT2_SCHPO,0
t34603aep|RWDD1_RAT,-0.248852775233537
t34595aep|NDK_CHICK,-0.362682920181891
t34609aep|SAL_SILAS,0
t34599aep|YTX2_XENLA,0
t34608aep|CATL_SARPE,0
t34605aep|CRFR2_XENLA,0.0568089476834334
t34604aep|RA51D_ARATH,0.0015476575686888
t34600aep|KPSH1_BOVIN,-0.0120747878324125
t38354aep|TC1A_CAEEL,0
t38360aep|PIGL_RAT,0.141029318169373
t38363aep|DNAL4_PIG,1.21346097574145
t38358aep|PLK4_NEMVE,0.2143776552561
t38365aep|TMOD2_RAT,-0.0669871582047475
t38366aep|DDRGK_TRIAD,0.292609277691176
t32782aep|ARGLA_DANRE,1.23485311186825
t37025aep|THG1_HUMAN,0.296184867650048
t32780aep|TBRG1_XENTR,0.163691197502755
t32786aep|SETD4_HUMAN,0.0966313323760194
t32789aep|OAR1_LYMST,0
t32785aep|HEBP1_MOUSE,-0.00604077103539949
t36266aep|MRC1_HUMAN,0
t36257aep|EDIL3_MOUSE,0.0161584419883672
t36261aep|CTU2A_XENLA,0.0397119646629571
t36265aep|TXND_THEPA,-0.161289741655989
t36259aep|KLC4_HUMAN,0
t36270aep|Y1101_SYNY3,0.43182763362489
t36256aep|RTBS_DROME,0
t37211aep|RYK_MOUSE,0.0129932903983239
t37210aep|DPOD3_BOVIN,1.28578809664812
t37220aep|HMCN2_HUMAN,0
t37217aep|BAZ1A_HUMAN,1.39892689515286
t37214aep|ITA9_MOUSE,-0.342018389504222
t37218aep|EF1G2_ARATH,0
t36465aep|PA1B3_RAT,0.0716530306568314
t36467aep|CEAM5_HUMAN,0
t36474aep|RT06_BOVIN,0.130587858862332
t36462aep|PAPOG_MOUSE,0.723331563519108
t36469aep|DNLI1_XENLA,0.84758066786212
t36466aep|TF2H1_HUMAN,0.394363233982471
t38654aep|BBS4_HUMAN,0.0933985869971313
t38667aep|CAH5_CAEEL,0.0138601644511377
t38666aep|EPHA3_MOUSE,0
t38653aep|TOR1A_MACFA,-0.0243094241505014
t38657aep|CCD94_MOUSE,0.226304565308341
t38655aep|RRP44_HUMAN,0.22502502147169
t38658aep|PKHG5_MOUSE,-0.357173057166679
t35895aep|DAPLE_XENLA,0.0945681493009064
t35885aep|PPR42_XENLA,0.327560517305656
t35887aep|LIN1_NYCCO,0
t37029aep|USH2A_HUMAN,0
t35890aep|PKD1_MOUSE,-0.0118605413296146
t35898aep|NPHP3_XENLA,-0.00701041959188025
t38455aep|PDE11_DROME,-0.0113200358407666
t38456aep|ELMD2_BOVIN,-0.0822566734420317
t38452aep|POL_MLVCB,0.0276632119854508
t38450aep|KCY_DANRE,-0.0601687730471336
t38457aep|RTEL1_DANRE,0.111215194546292
t38458aep|PEBB_HUMAN,-0.0422646230354994
t31916aep|ZCRB1_XENLA,0.255436558893095
t31921aep|NXF1_COTJA,0.0843367189567911
t31918aep|RAD9A_MOUSE,0.391656469559948
t31915aep|F149A_MOUSE,0.183565789172377
t34560aep|AMPN_RAT,-0.0212712330592272
t34549aep|PP2C2_CAEEL,0.647062053965577
t34547aep|UBP16_HUMAN,-0.0891979152376021
t34557aep|KDSR_BOVIN,0.0124189837263364
t34555aep|TM107_DANRE,0.63900535700244
t34548aep|KLC4_HUMAN,0
t34552aep|NPYR_DROME,0.0138601644511377
t34559aep|XPA_XENLA,0.526431456540599
t35295aep|RM09_RAT,0.396506192246117
t35293aep|ROC1_SPIOL,0
t35297aep|MATN4_HUMAN,0
t35307aep|DTD2_MOUSE,0.0560650867106544
