WHL22.17392	WHL22.17392	Gene Expression
WHL22.17470	WHL22.17470	Gene Expression
WHL22.16080	WHL22.16080	Gene Expression
WHL22.16099	WHL22.16099	Gene Expression
WHL22.16464	WHL22.16464	Gene Expression
WHL22.16475	WHL22.16475	Gene Expression
WHL22.16616	WHL22.16616	Gene Expression
WHL22.16112	WHL22.16112	Gene Expression
WHL22.16147	WHL22.16147	Gene Expression
WHL22.16153	WHL22.16153	Gene Expression
WHL22.16156	WHL22.16156	Gene Expression
WHL22.16671	WHL22.16671	Gene Expression
WHL22.16674	WHL22.16674	Gene Expression
WHL22.16752	WHL22.16752	Gene Expression
WHL22.16217	WHL22.16217	Gene Expression
WHL22.16434	WHL22.16434	Gene Expression
WHL22.16436	WHL22.16436	Gene Expression
WHL22.16439	WHL22.16439	Gene Expression
WHL22.17115	WHL22.17115	Gene Expression
WHL22.17652	WHL22.17652	Gene Expression
WHL22.17668	WHL22.17668	Gene Expression
WHL22.17678	WHL22.17678	Gene Expression
WHL22.17667	WHL22.17667	Gene Expression
WHL22.16695	WHL22.16695	Gene Expression
WHL22.17128	WHL22.17128	Gene Expression
WHL22.17057	WHL22.17057	Gene Expression
WHL22.17059	WHL22.17059	Gene Expression
WHL22.17027	WHL22.17027	Gene Expression
WHL22.17194	WHL22.17194	Gene Expression
WHL22.17516	WHL22.17516	Gene Expression
WHL22.17771	WHL22.17771	Gene Expression
WHL22.18108	WHL22.18108	Gene Expression
WHL22.18154	WHL22.18154	Gene Expression
WHL22.17507	WHL22.17507	Gene Expression
WHL22.17476	WHL22.17476	Gene Expression
WHL22.17488	WHL22.17488	Gene Expression
WHL22.17601	WHL22.17601	Gene Expression
WHL22.17629	WHL22.17629	Gene Expression
WHL22.17632	WHL22.17632	Gene Expression
WHL22.17644	WHL22.17644	Gene Expression
WHL22.17534	WHL22.17534	Gene Expression
WHL22.17558	WHL22.17558	Gene Expression
WHL22.17568	WHL22.17568	Gene Expression
WHL22.17841	WHL22.17841	Gene Expression
WHL22.17844	WHL22.17844	Gene Expression
WHL22.17850	WHL22.17850	Gene Expression
WHL22.17594	WHL22.17594	Gene Expression
WHL22.19105	WHL22.19105	Gene Expression
WHL22.17762	WHL22.17762	Gene Expression
WHL22.18009	WHL22.18009	Gene Expression
WHL22.21486	WHL22.21486	Gene Expression
WHL22.21918	WHL22.21918	Gene Expression
WHL22.21919	WHL22.21919	Gene Expression
WHL22.18561	WHL22.18561	Gene Expression
WHL22.18560	WHL22.18560	Gene Expression
WHL22.17887	WHL22.17887	Gene Expression
WHL22.17892	WHL22.17892	Gene Expression
WHL22.17913	WHL22.17913	Gene Expression
WHL22.18052	WHL22.18052	Gene Expression
WHL22.18870	WHL22.18870	Gene Expression
WHL22.18877	WHL22.18877	Gene Expression
WHL22.18880	WHL22.18880	Gene Expression
WHL22.18155	WHL22.18155	Gene Expression
WHL22.18204	WHL22.18204	Gene Expression
WHL22.18352	WHL22.18352	Gene Expression
WHL22.18236	WHL22.18236	Gene Expression
WHL22.18503	WHL22.18503	Gene Expression
WHL22.18534	WHL22.18534	Gene Expression
WHL22.18554	WHL22.18554	Gene Expression
WHL22.18557	WHL22.18557	Gene Expression
WHL22.18837	WHL22.18837	Gene Expression
WHL22.18680	WHL22.18680	Gene Expression
WHL22.18689	WHL22.18689	Gene Expression
WHL22.18706	WHL22.18706	Gene Expression
WHL22.18594	WHL22.18594	Gene Expression
WHL22.18808	WHL22.18808	Gene Expression
WHL22.18832	WHL22.18832	Gene Expression
WHL22.18834	WHL22.18834	Gene Expression
WHL22.19107	WHL22.19107	Gene Expression
WHL22.18840	WHL22.18840	Gene Expression
WHL22.18994	WHL22.18994	Gene Expression
WHL22.19363	WHL22.19363	Gene Expression
WHL22.19005	WHL22.19005	Gene Expression
WHL22.19008	WHL22.19008	Gene Expression
WHL22.19035	WHL22.19035	Gene Expression
WHL22.19119	WHL22.19119	Gene Expression
WHL22.19596	WHL22.19596	Gene Expression
WHL22.19600	WHL22.19600	Gene Expression
WHL22.19132	WHL22.19132	Gene Expression
WHL22.19186	WHL22.19186	Gene Expression
WHL22.19679	WHL22.19679	Gene Expression
WHL22.19177	WHL22.19177	Gene Expression
WHL22.19179	WHL22.19179	Gene Expression
WHL22.19353	WHL22.19353	Gene Expression
WHL22.19204	WHL22.19204	Gene Expression
WHL22.19272	WHL22.19272	Gene Expression
WHL22.19393	WHL22.19393	Gene Expression
WHL22.19332	WHL22.19332	Gene Expression
WHL22.19329	WHL22.19329	Gene Expression
WHL22.20888	WHL22.20888	Gene Expression
WHL22.24183	WHL22.24183	Gene Expression
WHL22.24896	WHL22.24896	Gene Expression
WHL22.19719	WHL22.19719	Gene Expression
WHL22.19407	WHL22.19407	Gene Expression
WHL22.19479	WHL22.19479	Gene Expression
WHL22.19569	WHL22.19569	Gene Expression
WHL22.19603	WHL22.19603	Gene Expression
WHL22.19651	WHL22.19651	Gene Expression
WHL22.19692	WHL22.19692	Gene Expression
WHL22.19666	WHL22.19666	Gene Expression
WHL22.19754	WHL22.19754	Gene Expression
WHL22.19685	WHL22.19685	Gene Expression
WHL22.19911	WHL22.19911	Gene Expression
