TMTC3,0.273067781659059
CEP290,0.633178146939568
1700017N19RIK,0.117343522128182
SLC6A15,0.0438056383473519
GM15663,0.117343522128182
PPFIA2,0.196170048321973
GRM1,0.117343522128182
LIN7A,0.178470861866495
PPP1R12A,0.0411380643706782
SYT1,0.120038438940718
NAV3,0.117343522128182
ZDHHC17,0.482792108543148
OSBPL8,0.2417673071819
BBS10,0.235496480484436
NAP1L1,0.0753211225577784
PHLDA1,0.117343522128182
KRR1,0.171151421311343
TBC1D15,0.014799420784358
ZFC3H1,0.792618279928482
RAB3IP,0.174375845612325
CCT2,0.0197257161000588
FRS2,0.184130292225992
YEATS4,0.00875504265773407
CPSF6,0.103144227191991
CPM,0.194056057033592
MDM2,0.34458610754404
SLC35E3,0.117343522128182
MDM1,1.0986056357822
4932442E05RIK,0.117343522128182
HELB,0.0903660911298554
LEMD3,0.230716186645504
GNS,0.0147618267254201
XPOT,0.104137732572559
SRGAP1,0.117343522128182
PPM1H,0.13813011193347
MON2,0.0105845988961213
USP15,0.0118545609730744
SLC16A7,0.18209504308775
MARCH9,0.143141489839928
CDK4,0.0977945616235781
DTX3,0.163365849011523
F420014N23RIK,0.117343522128182
PIP4K2C,0.523135794022
KIF5A,0.00309290890525105
MBD6,0.162341329943839
GM4189,0.102658725533094
MARS,0.00398684470272117
R3HDM2,0.0744615710719971
STAC3,0.18209504308775
SHMT2,0.0277528715219407
NXPH4,0.117343522128182
ATP5B,0.0554727200653079
BAZ2A,0.340811963161585
CS,0.252169442627006
COQ10A,0.00539220061166897
ANKRD52,0.160294801781353
SMARCC2,0.419892905690803
ZC3H10,0.12360431516924
WIBG,0.0778276423453299
DNAJC14,0.00476329338816344
ORMDL2,0.105295150434385
GDF11,0.117343522128182
PEX3,0.416815472177288
CITED2,0.0211106519670069
HEBP2,0.117343522128182
TNFAIP3,0.265776980524515
IFNGR1,0.268462436203951
MAP7,0.311134589686302
BCLAF1,0.226556851207941
HBS1L,0.0360266400565639
SGK1,0.00425673456778342
SLC18B1,0.212502592814076
MED23,0.0886890624151663
AKAP7,0.222820812052002
EPB4.1L2,0.109379465188416
9330159F19RIK,0.0726017687830227
RNF146,0.275606068158704
TRMT11,0.262373810007689
HINT3,0.0247262612461447
HEY2,0.117343522128182
ZUFSP,0.00405208365258177
TSPYL1,0.0654217063485713
NT5DC1,0.117343522128182
TSPYL4,0.115164198626711
MARCKS,0.384698608839954
FAM229B,0.457012661382606
TUBE1,0.068017636841633
AMD1,0.193520144745443
CDK19,0.209550493075958
CDC40,0.224115292367651
WASF1,0.0531151481976548
FIG4,0.0372803492086121
SMPD2,0.263846478377751
CD164,0.498352520641191
SESN1,0.0484543731502433
FOXO3,0.388043599254284
LACE1,0.0578518269468659
AKAP12,0.117343522128182
SEC63,0.0848025865604895
PDSS2,0.0716237798467775
BEND3,0.286934616026282
1700021F05RIK,0.109537502273992
ZBTB2,0.0175805945849433
QRSL1,0.294828633255197
RTN4IP1,0.117343522128182
GM21781,0.036973657484607
RMND1,0.088364032523175
PRDM1,0.122223407393106
HACE1,0.0158020222376813
ASCC3,0.258527963132623
DCBLD1,0.173758906959217
NUS1,0.0891807724940021
CEP85L,0.117343522128182
MCM9,0.117343522128182
ASF1A,0.0357296022437671
FAM184A,0.36953274432295
TBC1D32,0.203929107301043
GJA1,0.117343522128182
HSF2,0.106663928477017
SERINC1,0.31653577089344
GCC2,0.00385027135138384
LIMS1,0.0204679913146118
CCDC138,0.162409754132709
MCU,0.11465872897889
DNAJB12,0.493295575913546
DDIT4,0.285640357683492
ANAPC16,0.0355078515339168
ASCC1,0.0865277165799449
SPOCK2,0.0154916142022876
SGPL1,0.0930424977514038
PPA1,0.0678119973088511
TYSND1,0.0694535940942969
H2AFY2,0.0252414828292707
COL13A1,0.117343522128182
2010107G23RIK,0.16543487016526
2210417K05RIK,0.117343522128182
HKDC1,0.117343522128182
VPS26A,0.106174348738482
2510003E04RIK,0.315217443961535
DDX50,0.531584956987854
CCAR1,0.434354478213391
RUFY2,0.0709176208638053
HNRNPH3,0.248150831547961
HERC4,0.110441572377617
SIRT1,0.124351570971294
REEP3,0.45814098942257
JMJD1C,0.365066485546986
ADO,0.0862276437058738
ZFP365,0.0243022660340727
A930033H14RIK,0.0892880759399392
CNKSR3,0.117343522128182
TFAM,0.178695667017102
IPMK,0.701949055444928
PCDH15,0.470114716007909
GNAZ,0.277772141150751
SNRPD3,0.120650438883276
CABIN1,0.00877037322651047
DDT,0.451642725021395
SMARCB1,0.0716883300709375
CHCHD10,0.00999116935170211
DIP2A,0.0711370957970448
PCNT,0.401926253130431
MCM3AP,0.177085443311744
LATS1,0.122554011037816
SLC19A1,0.102318286205453
POFUT2,0.174946280822816
ADARB1,0.000859630693152974
UBE2G2,0.0436572805335254
PPIL4,0.213785366571247
1810043G02RIK,0.236319368189569
RRP1,0.0353092274936256
CSTB,0.160664755230652
PDXK,0.0567542352686458
TAB2,0.302122354494306
RNF126,0.0617998446195302
PTBP1,0.0340772705693472
BC005764,0.117343522128182
R3HDM4,0.272763431670399
ARID3A,0.186291442357989
TMEM259,0.0218104714541072
ABCA7,0.186625316250595
HMHA1,0.117343522128182
POLR2E,0.0751886795356851
STK11,0.120729130578353
CIRBP,0.0113283262114654
1600002K03RIK,0.124809393803799
EFNA2,0.117343522128182
MUM1,0.0691216468703528
NDUFS7,0.0718467775692384
DAZAP1,0.220867415549141
2310011J03RIK,0.00546808120118081
PCSK4,0.000115379576789674
REEP6,0.216361127732148
PLK5,0.0340354765845272
